,V1,V2,V3,V4,V5,cl_k3
police officer and civilian,-0.110133932037479,0.272378063900963,-1.29796975870293,1.20722197897033,1.81947666087517,1
parole officer and parolee,0.76520747335097,1.18663159438169,-1.19653877088549,1.46260589465625,-0.783208866235612,1
consultant and client,1.33309201408076,-0.203158910063182,-0.98472860174064,-0.444086217824242,0.773705441549658,2
chef and customer,1.2964748450085,-0.424219236617937,-0.341215405862947,-0.151816571783266,1.0173436748137,2
customer and server,1.4309855791873,-0.596212018230675,-0.622738234883883,-0.358383670350418,0.690514530032036,2
doctor and patient,1.38592395022279,-0.862402166232031,-0.415834334688314,0.506884201094189,0.219586807818762,2
doctor and nurse,1.07436834321592,-0.712331019843147,-0.324129647850937,1.38122773937876,-0.225720839235021,2
patient and caretaker,1.19588667744633,-0.823035424614351,-0.608905753055588,0.51988511363757,-0.826682416755905,2
driver and passenger,0.218152390156977,-0.468575469840077,-0.144738205011047,0.622237255726853,1.61959744084795,2
coach and athlete,0.639710865477674,-0.873754211483636,-0.396168595642688,0.776358499284371,0.200685893227031,2
team captain and team members,-0.0866030496205894,-0.684532136081579,-0.168164147733813,0.846255888135067,-0.123113359555165,0
club member and club president,0.621842986972416,-0.860767025262592,-0.659488499179286,1.01002203981634,1.20381435362259,2
politician and supporter,0.333927595338494,-0.396494901552886,-1.39329529940748,0.403314215872046,1.33092052935949,2
leader and follower,0.611258065476085,-0.916689249057945,-1.5564969588245,0.922014486885263,0.787095789371831,2
babysitter and infant,-0.29578003672313,0.3069057595298,-0.511637109825977,1.44023877495093,0.410732541421599,1
religious leader and congregant,0.278418028771324,-0.892362094628868,-0.273853584766429,0.899096304043374,0.658644407490944,2
prostitute and customer,1.07249293267716,0.750698843589288,-0.524956350600567,-0.934841246402644,-0.414237570361399,2
guide and tourist,1.29263672842425,-0.677608161817623,-0.561954140668961,0.410322479845879,1.04450993930157,2
athlete and referee,0.428028023776224,0.518068057523748,-0.369791639072962,1.42708265450419,0.851884876305884,1
slave and master,1.10015166229437,2.34094626578552,-1.43716393634399,1.71773470680628,-1.87254174469926,1
performer and audience,0.986956551048482,-0.767313058165314,-0.756089797488033,0.755054580397906,1.01711956592762,2
dealer and buyer,1.41679587776697,0.343380402289383,0.0026918978477761,-2.96042572399311,0.536131352933057,2
co workers,-0.324517119302123,-0.732776893933847,-1.22401573130876,-0.755430488993524,1.59759656921041,0
sports rivals,-0.895988219328696,1.79743288316938,0.618209934834552,0.783828038734717,0.886649757789098,1
romantic rivals,-1.07890105165206,2.35203260229792,-0.347639760172944,0.406588653443157,-0.22461783453849,1
criminal and their accomplice,0.505903916061058,-0.465859504180463,-0.424168751027202,-1.60873995184704,0.0074748737979228,2
diplomats,-0.0779751479948279,1.42587295876113,-2.1323964923251,-2.19075363530763,1.20628005381734,1
principal and teacher,0.844165200032064,-1.01309712703079,-0.694343742773003,1.0682863520301,0.60415500156425,2
professor and teaching assistant,1.31922861458153,-1.07808978303772,-0.670491224363734,1.17241200901568,0.520810704592485,2
mentor and mentee,0.809955074441735,-0.873572257130559,-1.36621715649133,1.22565155496385,-0.0383933797582912,2
roommates,-0.763823896822202,-0.20939349372539,-0.556811639455631,-1.38247672846708,1.19635803041307,0
sorority sisters,-0.948772946714545,-0.63564696205993,1.51478205358424,-0.674057463465614,0.460484144839444,0
fraternity brothers,-0.954177550472164,-0.3981905995198,0.343936914723556,-0.654394247264177,0.532664143063196,0
groom and groomsman,-0.389264577509678,-0.682365566570387,-0.308531857479504,0.652390716411559,-0.128836645992563,0
predecessor and successor,0.113113581471694,-1.03149085208202,-0.199134320189112,0.623845249791169,1.62184500041301,2
landlord and tenant,0.557463996376088,1.12210477486489,0.167248706825757,-0.412275479179057,0.417974541798073,1
landlord and housekeeper,1.64033978157648,-0.0253633115536665,0.0890768933410419,1.05787276490645,-0.636434730920826,2
celebrity and fans,0.322125030409568,-0.735164568766205,1.3113500470593,-0.0045481309563203,0.598284489570188,2
celebrity and haters,-0.305622139320767,1.49395045893788,0.673103834045128,1.15892533000232,0.519389069057949,1
native and tourist,-0.893235985820025,0.783661683811228,-0.355436574915695,1.34624292681405,1.59665451341146,1
friends,-0.975968341320649,-1.29763245458729,-0.995904975831267,-1.28929347543828,-0.149008406081672,0
facebook friends,-1.24629964789237,-0.0918494616331623,0.851017684691209,0.399258666424983,2.09858956938408,0
political allies,-0.320396552124226,-0.497109765183502,-0.81451486031994,-0.985847447967765,1.70009134545974,0
romantic lovers,-0.914466626887666,-1.06919786675724,-1.22859098931908,-2.35121355591258,-1.32835864711404,0
ex lovers,-1.17351499402005,1.91991890443218,-0.170840403653435,-0.495145719237076,-0.831513618239419,1
strangers,-0.930414296106871,0.233288484100329,1.83683539375906,-0.206911806753804,2.39011038472672,0
neighbors,-1.19380272176954,-0.160623651690168,-0.700833002049274,-0.615130220811946,2.10469648392761,0
aunt and niece/nephew,-0.477562461319745,-0.280590038467927,0.235118318548668,0.997592812715693,-0.750158874806425,0
uncle and niece/nephew,-0.612793504065208,-0.205777435477826,0.203676066506387,1.159541396475,-0.926316381358608,0
frenemies,-1.58603301759747,1.73586557675412,-0.18676000392349,0.851644304799924,1.27272264400369,1
half siblings,-1.46431226631405,-0.472667417297783,-0.595435090309999,-1.05877111942192,0.337942201662415,0
adoptive parents and adopted kids,-0.60806914628208,-0.376004056935655,-1.52490539804974,0.693669542921423,-1.92048270993422,0
mother and infant,-0.543211034509558,-0.626875910420296,-2.11242155899628,0.114666321298765,-2.16698112210776,0
alumni,-0.958131330557386,-0.736487132623691,1.69219580072752,-0.675861060633582,2.1998694967318,0
confidants,-0.404478721271731,-0.823124506570625,0.0587662841126145,-1.22632908328308,-0.336479829908821,0
a person and their significant other,-0.733898711872514,-0.772736849963965,-1.00913574560166,-2.36403674347737,-1.67720321046369,0
companions,-1.1882166580711,-0.839618399027103,-0.986490152844468,-1.69065555136259,0.605967045613447,0
playmates,-0.71267383016877,-0.787906222172592,0.363849557830873,-0.843974890431943,0.329314895965569,0
competitors in sports,-0.963046739258573,1.92804130420142,-0.374291944857959,0.566261015668785,1.28163999345711,1
a person and their crush,-0.477611811369917,0.232831130998843,-0.332222603603015,-1.04675721908311,-1.56294559432297,0
cohabitants,-1.27491951631866,-0.144116725899926,-0.634955865868471,-1.09833564222471,1.58214543543734,0
long distance lovers,-0.647294203501491,-0.74248039831821,0.762020161789338,-1.72152706262061,-2.19178928260404,0
brothers in arms,-0.970305843314855,-0.998394004741663,-0.648830918465773,-0.548349217433073,0.720333552459396,0
