,Parent and Child,Parent and Teenager,Wife and Husband,Fiance and Fiancee,Between Siblings,Between divorced spouses,Between a person and their in-laws,Between cousins,Employer and Employee,Interviewer and Job applicant,Guard and Prisoner,Nurse and Patient,Therapist and Patient,Salesperson and Customer,Between Business Partners,Between opposing negotiators,Between political opponents,Between business rivals,Between enemies,Teacher and Student,Professor and Graduate student,Master and Servant,Between Close Friends,Between casual acquaintances,Between teammates in sports,Between second cousins,Parent and Infant,Grandparent and Grandchild,Step-parent and Step-child,Foster-parent and Foster-child,Godparent and Godchild,Step-grandparent and Step-grandchild,Ancestor and Descendant,Bride and Groom,Man and His Mistress,Man Wife and Man Mistress,Brother and Sister,Between step-siblings,Between distant relatives,Between close relatives,Between twins,Between a person and their family friends,Between a person and their deceased spouse,Manager and Staff,Foreman and Laborer,Owner and Manager,Union leader and union member,Manager and Assistant,Chief and Deputy,Supervisor and Subordinate,Boss and Secretary,Entrepreneur and Investor,Intern and Employee,Lawyer and Client,Judge and Lawyer,Victim and Criminal,Drug dealer and Addict,Victim and Witness,Criminal and Police officer,Criminal and Prosecutor,Criminal and Hostage,Defendant and Plaintiff,Police officer and Offender,Police officer and Civilian,Parole officer and Parolee,Consultant and Client,Chef and Customer,Customer and Server,Customer and Businessman,Doctor and Patient,Doctor and Nurse,Patient and Caretaker,Driver and Passenger,Coach and athlete,Team Captain and Team Members,Club Member and Club President,Politician and Supporter,Leader and Follower,Representative and Citizen,Officer and Soldier,Babysitter and Infant,Religious leader and Congregant,Between religious followers,Prostitute and Customer,Guide and Tourist,Athlete and Referee,Slave and Master,Reader and Writer,Reviewer and Writer,Performer and Audience,Dealer and Buyer,Sugar-daddy and Sugar-baby,Director and Performer,Psychologist and Client,Judge and Contestant,Man and God,Between Co-workers,Between sports rivals,Between romantic rivals,Between criminal and their accomplice,Between diplomats,Principal and Teacher,Professor and Teaching Assistant,University student and Administrator,Student and Dorm Resident assistant,Mentor and Mentee,Athletic trainer and Trainee,Researcher and Research Subject,Between peers,Between classmates,Between roommates,Between sorority sisters,Between fraternity brothers,Bride and Bridesmaid,Groom and Groomsman,Predecessor and Successor,Landlord and Tenant,Landlord and Housekeeper,Guest and Host,Television host and Guest,Volunteer and Organizer,Celebrity and Fans,Celebrity and Haters,Native and Tourist,Bully and Victim,Between friends,Between Facebook Friends,Between a person and their social media follower,Between childhood friends,Between pen-friends,Between friends with benefits,Between political allies,Between romantic lovers,Between ex-lovers,Between life-partners,Between soul-mates,Between strangers,Between neighbors,Between church members,Between fans of the same sports team,Between fans of opposing sports teams,Superior and Subordinate,Aunt and Niece/Nephew,Uncle and Niece/Nephew,Between frenemies,Between half-siblings,Between adoptive parents and adopted kids,Mother and Infant,Between alumni,Between a monarch and their minister,Between confidants,Between a person and their significant other,Between companions,Between playmates,Between competitors in sports,Between a person and their crush,Between cohabitants,Between long-distance lovers,Between brothers-in-arms
Valence Evaluation,84.08333333333333,58.75,93.25,90.58333333333333,54.083333333333336,25.166666666666668,56.166666666666664,68.08333333333333,80.45454545454545,68.9090909090909,23.0,73.18181818181819,76.36363636363636,52.54545454545455,66.0,20.636363636363637,22.625,23.625,12.625,87.0,85.125,40.625,92.25,55.5,66.4,41.2,78.2,80.0,60.8,66.8,64.0,52.8,66.0,75.0,61.5,44.5,60.375,31.875,46.875,67.25,68.42857142857143,84.28571428571429,81.85714285714286,72.71428571428571,74.42857142857143,79.57142857142857,87.28571428571429,84.71428571428571,86.875,67.375,83.25,75.375,71.5,83.375,45.875,9.0,78.16666666666667,61.333333333333336,7.666666666666667,9.416666666666666,19.333333333333332,18.833333333333332,8.75,64.58333333333333,43.09090909090909,80.45454545454545,79.18181818181819,73.0,70.18181818181819,87.72727272727273,89.54545454545455,93.27272727272727,81.75,81.625,80.75,66.75,56.875,60.125,48.25,54.125,75.0,78.27272727272727,63.81818181818182,81.36363636363636,89.45454545454545,55.90909090909091,5.2727272727272725,81.81818181818181,44.0,81.28571428571429,40.142857142857146,79.28571428571429,85.71428571428571,91.28571428571429,31.285714285714285,62.857142857142854,68.3,13.3,24.3,61.0,40.4,71.9,72.7,64.1,72.44444444444444,75.88888888888889,67.66666666666667,71.44444444444444,68.77777777777777,56.22222222222222,65.22222222222223,49.55555555555556,70.0,85.0,86.2,51.3,53.3,56.2,75.4,70.6,92.85714285714286,73.28571428571429,8.428571428571429,60.57142857142857,3.2857142857142856,90.57142857142857,54.42857142857143,49.42857142857143,84.28571428571429,79.71428571428571,66.0,50.714285714285715,83.85714285714286,36.857142857142854,95.57142857142857,94.71428571428571,47.45454545454545,71.36363636363636,66.54545454545455,76.27272727272727,6.545454545454546,53.54545454545455,83.45454545454545,84.45454545454545,22.083333333333332,73.41666666666667,82.25,94.75,51.25,73.5,93.25,93.16666666666667,88.5,73.875,20.75,61.125,77.5,75.25,84.375
Equality,18.166666666666668,24.833333333333332,94.58333333333333,93.5,57.75,62.666666666666664,51.25,61.75,18.363636363636363,12.0,7.363636363636363,41.90909090909091,42.90909090909091,51.81818181818182,75.36363636363636,66.27272727272727,67.375,69.125,56.0,24.75,26.75,13.375,79.375,57.0,72.8,53.0,15.4,22.8,25.4,21.2,18.8,31.8,17.0,90.125,53.875,49.125,75.0,52.75,40.5,47.625,89.42857142857143,89.57142857142857,61.142857142857146,16.428571428571427,13.857142857142858,11.428571428571429,46.0,15.714285714285714,32.125,24.375,17.0,35.375,28.75,32.25,10.5,26.375,19.083333333333332,61.0,12.5,13.833333333333334,17.416666666666668,56.666666666666664,15.916666666666666,37.166666666666664,8.636363636363637,67.18181818181819,61.0,50.81818181818182,55.09090909090909,47.18181818181818,48.09090909090909,55.0,37.875,22.75,25.25,25.375,23.75,22.875,27.0,18.125,3.6363636363636362,9.0,74.72727272727273,30.181818181818183,49.18181818181818,43.27272727272727,11.090909090909092,62.09090909090909,38.0,27.428571428571427,28.857142857142858,33.57142857142857,23.285714285714285,29.428571428571427,10.571428571428571,12.0,65.2,58.0,69.0,36.4,64.6,29.8,28.6,28.8,32.888888888888886,17.88888888888889,22.77777777777778,26.555555555555557,71.88888888888889,85.33333333333333,81.55555555555556,77.44444444444444,71.8,43.6,44.1,27.0,12.2,15.0,41.1,36.1,25.285714285714285,18.0,23.285714285714285,61.714285714285715,20.857142857142858,95.14285714285714,82.57142857142857,40.57142857142857,88.28571428571429,94.85714285714286,81.85714285714286,60.0,85.71428571428571,50.57142857142857,84.28571428571429,91.42857142857143,62.81818181818182,76.36363636363636,72.72727272727273,82.36363636363636,49.81818181818182,8.0,37.0,38.09090909090909,68.5,67.5,39.833333333333336,27.583333333333332,87.25,11.583333333333334,83.75,86.16666666666667,86.125,71.625,54.25,62.75,78.375,80.125,83.625
Activity Intensity,90.5,78.83333333333333,95.58333333333333,92.41666666666667,71.75,26.083333333333332,47.833333333333336,48.75,51.81818181818182,26.454545454545453,35.0,40.09090909090909,56.54545454545455,18.09090909090909,56.72727272727273,24.0,59.5,52.25,55.875,63.0,55.875,64.0,80.5,30.375,57.6,50.4,94.6,70.0,72.8,78.2,42.0,55.2,33.125,84.875,68.875,50.625,73.875,50.625,21.625,57.5,94.71428571428571,73.57142857142857,64.14285714285714,45.285714285714285,47.714285714285715,32.714285714285715,52.285714285714285,53.857142857142854,68.75,50.875,70.75,43.375,43.375,46.25,39.625,29.75,57.333333333333336,42.583333333333336,50.0,46.75,58.0,38.666666666666664,54.0,36.0,28.454545454545453,36.27272727272727,28.181818181818183,27.272727272727273,34.90909090909091,50.36363636363637,57.90909090909091,81.36363636363636,24.5,73.25,69.75,43.75,25.125,35.0,26.25,59.5,59.54545454545455,54.36363636363637,45.45454545454545,31.636363636363637,27.0,38.27272727272727,63.90909090909091,22.545454545454547,20.428571428571427,21.428571428571427,14.857142857142858,66.0,54.0,61.42857142857143,16.857142857142858,55.285714285714285,64.7,35.6,37.7,62.6,42.0,46.6,52.1,28.7,30.88888888888889,63.55555555555556,71.0,53.55555555555556,69.55555555555556,65.77777777777777,71.44444444444444,70.44444444444444,59.4,77.2,76.0,63.1,14.8,24.3,61.7,36.3,56.714285714285715,40.0,26.857142857142858,44.142857142857146,56.42857142857143,86.57142857142857,33.142857142857146,18.428571428571427,64.0,55.285714285714285,70.85714285714286,49.0,90.0,35.285714285714285,93.14285714285714,93.14285714285714,8.0,27.90909090909091,48.81818181818182,52.81818181818182,30.09090909090909,54.72727272727273,67.45454545454545,68.27272727272727,33.166666666666664,79.0,88.58333333333333,94.83333333333333,36.333333333333336,50.5,73.5,95.25,72.5,56.5,62.625,56.125,56.375,68.125,74.125
Socioemotional,80.5,75.5,89.25,88.5,77.75,20.833333333333332,54.75,66.83333333333333,15.818181818181818,13.0,9.727272727272727,23.09090909090909,33.63636363636363,17.454545454545453,25.727272727272727,18.454545454545453,12.625,12.75,31.75,31.25,30.25,7.25,78.25,45.5,9.4,73.4,82.0,74.2,57.4,48.6,51.0,55.0,62.625,97.0,66.25,58.0,85.5,60.375,41.5,70.125,86.85714285714286,84.42857142857143,84.0,10.571428571428571,7.714285714285714,7.0,37.42857142857143,7.857142857142857,13.5,10.375,13.625,19.0,9.5,9.0,13.375,7.75,24.166666666666668,49.75,32.083333333333336,26.0,32.75,34.583333333333336,30.0,36.75,18.636363636363637,35.72727272727273,26.363636363636363,34.0,24.727272727272727,33.72727272727273,42.45454545454545,62.45454545454545,18.375,42.25,48.75,32.75,20.0,33.375,19.0,36.5,54.36363636363637,69.72727272727273,68.18181818181819,19.272727272727273,11.363636363636363,18.09090909090909,10.181818181818182,27.818181818181817,21.0,26.714285714285715,22.714285714285715,61.57142857142857,30.428571428571427,59.0,26.0,59.42857142857143,21.2,22.6,52.7,32.9,16.7,21.0,25.6,16.1,26.444444444444443,32.888888888888886,32.888888888888886,21.88888888888889,67.33333333333333,62.0,69.77777777777777,74.77777777777777,74.2,82.0,81.4,40.0,13.9,14.0,44.5,19.1,14.285714285714286,71.14285714285714,68.0,57.0,82.14285714285714,97.0,61.0,49.0,79.57142857142857,71.85714285714286,76.14285714285714,42.285714285714285,89.0,37.285714285714285,96.14285714285714,94.57142857142857,17.90909090909091,39.09090909090909,50.54545454545455,68.0,32.0,12.454545454545455,82.72727272727273,82.63636363636364,52.666666666666664,87.91666666666667,89.41666666666667,93.33333333333333,26.0,14.916666666666666,75.16666666666667,88.91666666666667,77.375,67.125,24.125,68.875,39.25,83.5,42.875
Formality and Regulation,21.833333333333332,20.333333333333332,20.5,15.083333333333334,28.083333333333332,64.58333333333333,53.5,34.666666666666664,85.81818181818181,91.9090909090909,91.18181818181819,77.0909090909091,76.18181818181819,55.90909090909091,70.0909090909091,57.63636363636363,73.0,82.125,43.25,91.125,89.875,73.875,9.625,37.5,39.6,23.6,27.2,27.2,43.0,61.2,51.4,50.4,67.25,15.5,27.125,30.25,31.75,33.875,61.25,49.75,17.571428571428573,23.0,19.142857142857142,75.14285714285714,67.85714285714286,75.57142857142857,57.714285714285715,71.71428571428571,87.25,74.375,82.625,67.625,62.125,77.25,79.0,9.625,21.5,37.833333333333336,64.5,80.0,33.75,57.5,67.5,59.666666666666664,80.72727272727273,69.54545454545455,58.0,62.36363636363637,72.18181818181819,74.18181818181819,71.18181818181819,59.72727272727273,24.625,66.5,56.25,68.375,81.5,72.5,65.375,94.75,44.18181818181818,71.72727272727273,45.18181818181818,61.27272727272727,77.0909090909091,88.0909090909091,61.54545454545455,48.27272727272727,74.28571428571429,64.42857142857143,78.14285714285714,26.428571428571427,77.14285714285714,81.42857142857143,88.71428571428571,36.0,48.0,56.2,15.5,37.9,82.9,76.1,70.6,82.6,65.66666666666667,82.33333333333333,77.55555555555556,95.0,40.22222222222222,34.111111111111114,26.0,20.11111111111111,18.4,18.4,18.6,50.0,84.3,81.1,48.3,72.0,80.0,26.428571428571427,26.714285714285715,41.142857142857146,28.285714285714285,26.714285714285715,30.142857142857142,43.857142857142854,28.0,39.714285714285715,33.714285714285715,87.85714285714286,33.57142857142857,46.142857142857146,31.857142857142858,29.571428571428573,46.0,27.363636363636363,40.54545454545455,10.636363636363637,17.181818181818183,84.0909090909091,31.818181818181817,33.18181818181818,35.333333333333336,17.25,12.083333333333334,6.916666666666667,60.916666666666664,93.16666666666667,29.416666666666668,4.0,20.0,21.375,80.875,25.875,47.25,19.875,38.75
Intimacy,74.33333333333333,59.5,96.66666666666667,97.08333333333333,45.25,6.416666666666667,24.833333333333332,35.333333333333336,3.1818181818181817,2.3636363636363638,1.9090909090909092,9.636363636363637,11.818181818181818,4.090909090909091,2.5454545454545454,2.090909090909091,5.625,5.125,8.125,18.375,16.125,11.125,82.375,35.875,33.6,30.2,78.0,65.2,24.6,31.0,34.8,32.6,23.375,97.875,78.625,53.375,38.75,24.75,13.25,31.75,55.57142857142857,37.285714285714285,65.0,8.857142857142858,8.571428571428571,5.714285714285714,9.571428571428571,10.571428571428571,11.625,8.5,17.875,15.125,10.625,17.5,13.5,8.75,25.25,34.916666666666664,9.5,12.166666666666666,20.75,24.25,10.5,20.5,5.090909090909091,15.363636363636363,13.272727272727273,15.181818181818182,7.363636363636363,31.818181818181817,27.363636363636363,44.72727272727273,14.75,30.375,29.0,17.125,4.5,19.0,7.625,12.5,51.72727272727273,38.27272727272727,36.09090909090909,53.63636363636363,18.90909090909091,16.09090909090909,15.636363636363637,17.0,4.714285714285714,16.285714285714285,4.0,79.42857142857143,17.142857142857142,18.142857142857142,11.0,56.42857142857143,18.0,8.3,35.1,6.7,4.6,9.5,12.6,10.4,10.555555555555555,16.0,21.444444444444443,10.555555555555555,34.22222222222222,27.77777777777778,36.666666666666664,35.111111111111114,35.4,56.9,49.0,37.1,6.8,5.2,27.2,9.4,12.571428571428571,29.428571428571427,16.571428571428573,12.571428571428571,24.0,68.28571428571429,22.428571428571427,19.714285714285715,25.428571428571427,14.0,85.85714285714286,11.142857142857142,87.14285714285714,25.285714285714285,88.0,82.28571428571429,3.3636363636363638,13.0,23.636363636363637,24.09090909090909,11.818181818181818,6.2727272727272725,50.81818181818182,50.36363636363637,18.5,52.75,72.41666666666667,86.91666666666667,12.583333333333334,4.916666666666667,45.75,97.75,44.25,50.625,15.625,60.0,26.25,76.375,35.0
Visibility,51.083333333333336,46.333333333333336,43.166666666666664,41.083333333333336,54.666666666666664,37.833333333333336,48.416666666666664,52.916666666666664,79.72727272727273,69.9090909090909,61.09090909090909,49.72727272727273,26.09090909090909,81.45454545454545,44.63636363636363,51.36363636363637,86.0,57.625,50.5,86.625,86.125,40.125,49.25,56.625,94.6,44.4,39.6,36.4,48.2,41.6,52.2,37.6,48.375,46.5,6.125,11.625,55.875,44.625,31.25,47.875,58.57142857142857,57.0,12.428571428571429,88.85714285714286,91.14285714285714,83.85714285714286,79.71428571428571,91.0,88.75,88.875,85.5,75.75,89.875,77.625,84.25,69.5,10.333333333333334,51.75,68.0,71.58333333333333,40.583333333333336,53.416666666666664,78.25,75.33333333333333,30.0,44.72727272727273,64.0,71.54545454545455,57.09090909090909,37.81818181818182,46.0,33.09090909090909,39.0,59.875,78.125,70.375,76.375,72.875,73.625,56.875,55.81818181818182,83.81818181818181,73.72727272727273,2.0,89.36363636363636,95.0909090909091,25.636363636363637,37.45454545454545,62.714285714285715,92.14285714285714,78.71428571428571,13.714285714285714,80.28571428571429,26.857142857142858,83.42857142857143,27.571428571428573,85.4,85.6,44.3,8.7,75.9,77.1,73.3,88.5,43.22222222222222,64.22222222222223,76.33333333333333,62.55555555555556,54.0,57.77777777777778,29.77777777777778,34.44444444444444,76.7,77.3,74.9,64.7,48.7,48.2,47.9,84.0,84.28571428571429,85.28571428571429,81.42857142857143,69.28571428571429,31.285714285714285,56.0,71.0,71.0,73.28571428571429,49.57142857142857,25.285714285714285,69.0,48.142857142857146,44.142857142857146,45.0,50.57142857142857,86.0909090909091,70.18181818181819,72.27272727272727,87.9090909090909,78.36363636363636,69.0909090909091,49.45454545454545,49.09090909090909,42.333333333333336,35.416666666666664,33.75,36.416666666666664,66.75,83.5,17.666666666666668,34.166666666666664,82.0,59.375,87.0,16.625,64.875,41.125,81.5
Communal Sharing,87.91666666666667,79.91666666666667,92.5,90.5,75.08333333333333,19.083333333333332,46.333333333333336,54.5,17.545454545454547,22.454545454545453,13.818181818181818,22.181818181818183,20.727272727272727,14.363636363636363,29.0,11.636363636363637,35.0,25.375,25.5,58.875,52.875,27.0,88.75,54.875,40.6,53.0,90.8,82.2,63.2,63.4,36.4,46.6,57.25,84.75,36.75,32.5,75.25,62.5,49.375,72.625,91.71428571428571,83.14285714285714,82.0,12.285714285714286,11.857142857142858,7.857142857142857,37.142857142857146,10.714285714285714,37.5,32.75,28.125,12.75,29.375,12.375,21.0,6.375,9.666666666666666,67.5,32.25,27.083333333333332,21.166666666666668,26.833333333333332,27.083333333333332,65.0,30.545454545454547,25.90909090909091,11.636363636363637,15.909090909090908,15.909090909090908,31.727272727272727,38.18181818181818,41.36363636363637,41.5,46.125,62.0,37.375,17.75,28.125,21.25,43.75,45.18181818181818,41.27272727272727,60.63636363636363,4.818181818181818,12.090909090909092,21.454545454545453,8.454545454545455,20.636363636363637,22.428571428571427,9.857142857142858,9.0,19.714285714285715,11.714285714285714,12.142857142857142,17.428571428571427,62.285714285714285,51.7,30.0,37.3,30.4,26.2,46.0,41.6,35.1,46.666666666666664,28.77777777777778,25.77777777777778,16.666666666666668,53.55555555555556,44.888888888888886,71.88888888888889,68.33333333333333,85.1,79.9,76.7,50.2,7.1,7.2,49.0,15.5,39.0,52.0,42.857142857142854,41.857142857142854,33.42857142857143,87.85714285714286,55.142857142857146,49.285714285714285,72.85714285714286,68.57142857142857,64.14285714285714,27.428571428571427,85.14285714285714,37.142857142857146,92.14285714285714,90.57142857142857,26.818181818181817,50.09090909090909,61.18181818181818,58.45454545454545,29.727272727272727,20.90909090909091,78.9090909090909,78.45454545454545,32.0,81.58333333333333,93.91666666666667,94.75,36.666666666666664,17.833333333333332,68.0,95.41666666666667,91.0,67.75,40.5,66.375,54.375,71.25,72.5
Expected Reciprocity,62.416666666666664,62.833333333333336,91.25,86.0,71.5,25.833333333333332,54.083333333333336,53.416666666666664,63.45454545454545,56.54545454545455,29.90909090909091,27.545454545454547,30.0,39.90909090909091,61.36363636363637,37.54545454545455,33.0,34.5,23.125,48.125,51.25,19.625,71.0,42.25,80.0,38.4,50.4,47.8,38.6,41.0,33.4,30.0,47.0,84.25,65.875,46.75,78.0,59.75,48.5,75.25,74.14285714285714,71.71428571428571,42.714285714285715,57.142857142857146,57.42857142857143,57.714285714285715,66.42857142857143,57.142857142857146,64.0,46.625,46.25,53.5,44.625,33.875,26.625,7.375,43.916666666666664,45.166666666666664,18.333333333333332,13.0,21.583333333333332,29.75,17.5,62.916666666666664,37.0,52.90909090909091,47.09090909090909,54.90909090909091,52.72727272727273,39.36363636363637,44.0,39.54545454545455,36.5,44.25,65.5,29.875,15.875,23.125,18.0,35.125,22.636363636363637,27.727272727272727,68.9090909090909,55.18181818181818,39.45454545454545,33.27272727272727,4.0,20.90909090909091,35.57142857142857,18.0,62.42857142857143,73.57142857142857,29.571428571428573,55.714285714285715,25.857142857142858,24.0,76.5,50.6,58.2,62.3,67.8,55.1,51.7,30.7,45.55555555555556,32.888888888888886,34.888888888888886,40.55555555555556,48.333333333333336,48.888888888888886,66.55555555555556,68.33333333333333,69.3,66.1,65.9,44.1,49.9,46.0,50.9,47.6,63.285714285714285,5.285714285714286,5.857142857142857,49.285714285714285,6.714285714285714,69.28571428571429,41.57142857142857,25.714285714285715,72.28571428571429,74.71428571428571,80.28571428571429,51.857142857142854,87.42857142857143,35.285714285714285,83.42857142857143,84.14285714285714,45.63636363636363,66.45454545454545,59.45454545454545,70.9090909090909,30.727272727272727,44.81818181818182,49.27272727272727,49.09090909090909,58.333333333333336,66.41666666666667,58.916666666666664,61.916666666666664,55.583333333333336,30.416666666666668,55.166666666666664,62.666666666666664,79.625,66.5,50.5,37.875,65.25,79.375,67.625
Strategic,15.0,29.25,16.916666666666668,16.333333333333332,38.25,67.41666666666667,49.916666666666664,30.25,75.9090909090909,80.72727272727273,52.45454545454545,42.18181818181818,42.81818181818182,72.0,76.81818181818181,85.54545454545455,83.0,81.625,71.25,44.0,43.375,39.75,18.5,42.125,92.6,32.8,25.4,22.0,49.2,41.0,28.6,35.6,28.625,21.375,53.875,57.25,19.375,24.375,39.625,29.125,10.285714285714286,12.428571428571429,4.0,82.71428571428571,80.0,85.28571428571429,62.714285714285715,81.57142857142857,70.0,56.25,60.5,73.75,53.375,62.75,72.375,33.25,67.58333333333333,30.916666666666668,66.66666666666667,72.66666666666667,60.5,81.0,68.16666666666667,50.666666666666664,64.72727272727273,79.81818181818181,57.54545454545455,65.18181818181819,74.63636363636364,47.0,33.36363636363637,48.45454545454545,50.5,74.25,80.75,79.625,79.25,71.75,73.125,85.375,11.363636363636363,52.81818181818182,32.63636363636363,77.0,78.27272727272727,75.63636363636364,76.36363636363636,63.45454545454545,80.0,65.14285714285714,88.71428571428571,47.857142857142854,46.0,71.57142857142857,68.71428571428571,23.571428571428573,55.5,80.3,57.3,55.5,76.5,62.3,57.0,55.5,67.88888888888889,61.0,67.22222222222223,69.11111111111111,37.333333333333336,44.888888888888886,25.77777777777778,28.444444444444443,40.5,31.2,31.1,67.4,56.5,56.8,37.3,59.1,80.14285714285714,40.42857142857143,43.57142857142857,54.57142857142857,27.571428571428573,7.714285714285714,29.142857142857142,55.285714285714285,25.142857142857142,21.0,37.285714285714285,87.71428571428571,24.142857142857142,42.0,20.285714285714285,17.571428571428573,45.81818181818182,42.45454545454545,33.45454545454545,34.09090909090909,40.45454545454545,80.0909090909091,12.454545454545455,12.909090909090908,67.08333333333333,18.333333333333332,6.583333333333333,6.416666666666667,73.08333333333333,87.25,34.0,6.166666666666667,50.75,48.375,77.25,44.625,63.75,39.0,45.75
