,Parent and Child,Parent and Teenager,Wife and Husband,Fiance and Fiancee,Between Siblings,Between divorced spouses,Between a person and their in-laws,Between cousins,Employer and Employee,Interviewer and Job applicant,Guard and Prisoner,Nurse and Patient,Therapist and Patient,Salesperson and Customer,Between Business Partners,Between opposing negotiators,Between political opponents,Between business rivals,Between enemies,Teacher and Student,Professor and Graduate student,Master and Servant,Between Close Friends,Between casual acquaintances,Between teammates in sports,Between second cousins,Parent and Infant,Grandparent and Grandchild,Step-parent and Step-child,Foster-parent and Foster-child,Godparent and Godchild,Step-grandparent and Step-grandchild,Ancestor and Descendant,Bride and Groom,Man and His Mistress,Man Wife and Man Mistress,Brother and Sister,Between step-siblings,Between distant relatives,Between close relatives,Between twins,Between a person and their family friends,Between a person and their deceased spouse,Manager and Staff,Foreman and Laborer,Owner and Manager,Union leader and union member,Manager and Assistant,Chief and Deputy,Supervisor and Subordinate,Boss and Secretary,Entrepreneur and Investor,Intern and Employee,Lawyer and Client,Judge and Lawyer,Victim and Criminal,Drug dealer and Addict,Victim and Witness,Criminal and Police officer,Criminal and Prosecutor,Criminal and Hostage,Defendant and Plaintiff,Police officer and Offender,Police officer and Civilian,Parole officer and Parolee,Consultant and Client,Chef and Customer,Customer and Server,Customer and Businessman,Doctor and Patient,Doctor and Nurse,Patient and Caretaker,Driver and Passenger,Coach and athlete,Team Captain and Team Members,Club Member and Club President,Politician and Supporter,Leader and Follower,Representative and Citizen,Officer and Soldier,Babysitter and Infant,Religious leader and Congregant,Between religious followers,Prostitute and Customer,Guide and Tourist,Athlete and Referee,Slave and Master,Reader and Writer,Reviewer and Writer,Performer and Audience,Dealer and Buyer,Sugar-daddy and Sugar-baby,Director and Performer,Psychologist and Client,Judge and Contestant,Man and God,Between Co-workers,Between sports rivals,Between romantic rivals,Between criminal and their accomplice,Between diplomats,Principal and Teacher,Professor and Teaching Assistant,University student and Administrator,Student and Dorm Resident assistant,Mentor and Mentee,Athletic trainer and Trainee,Researcher and Research Subject,Between peers,Between classmates,Between roommates,Between sorority sisters,Between fraternity brothers,Bride and Bridesmaid,Groom and Groomsman,Predecessor and Successor,Landlord and Tenant,Landlord and Housekeeper,Guest and Host,Television host and Guest,Volunteer and Organizer,Celebrity and Fans,Celebrity and Haters,Native and Tourist,Bully and Victim,Between friends,Between Facebook Friends,Between a person and their social media follower,Between childhood friends,Between pen-friends,Between friends with benefits,Between political allies,Between romantic lovers,Between ex-lovers,Between life-partners,Between soul-mates,Between strangers,Between neighbors,Between church members,Between fans of the same sports team,Between fans of opposing sports teams,Superior and Subordinate,Aunt and Niece/Nephew,Uncle and Niece/Nephew,Between frenemies,Between half-siblings,Between adoptive parents and adopted kids,Mother and Infant,Between alumni,Between a monarch and their minister,Between confidants,Between a person and their significant other,Between companions,Between playmates,Between competitors in sports,Between a person and their crush,Between cohabitants,Between long-distance lovers,Between brothers-in-arms
Concreteness,53.333333333333336,55.083333333333336,48.083333333333336,46.75,54.666666666666664,56.166666666666664,56.416666666666664,54.916666666666664,73.45454545454545,59.0,56.81818181818182,56.45454545454545,45.0,65.0,68.27272727272727,70.45454545454545,37.375,40.5,18.875,60.125,60.5,67.75,41.875,44.875,50.8,45.2,56.4,45.2,43.4,44.2,37.4,44.8,28.375,56.375,56.25,54.375,56.75,50.0,46.25,54.0,38.714285714285715,38.0,24.285714285714285,75.0,73.42857142857143,75.71428571428571,61.42857142857143,76.42857142857143,60.375,56.125,60.5,73.375,56.625,70.875,65.0,54.25,66.08333333333333,40.666666666666664,54.0,60.416666666666664,45.25,71.0,62.583333333333336,52.583333333333336,37.81818181818182,56.09090909090909,66.18181818181819,65.0909090909091,70.45454545454545,40.63636363636363,34.63636363636363,37.36363636363637,69.125,50.25,47.875,47.625,48.125,38.875,40.0,65.75,63.72727272727273,24.818181818181817,28.272727272727273,85.54545454545455,77.9090909090909,72.0909090909091,64.0,58.0,51.42857142857143,31.571428571428573,91.14285714285714,66.71428571428571,52.285714285714285,71.28571428571429,62.857142857142854,13.142857142857142,52.2,43.7,26.1,72.3,46.6,52.0,52.9,47.2,62.55555555555556,47.111111111111114,65.77777777777777,64.66666666666667,33.77777777777778,26.11111111111111,39.22222222222222,30.22222222222222,33.0,43.0,42.3,57.8,67.0,65.8,34.5,54.9,63.42857142857143,35.857142857142854,27.714285714285715,45.857142857142854,23.0,25.142857142857142,33.857142857142854,30.571428571428573,43.0,34.285714285714285,68.0,66.57142857142857,54.42857142857143,33.714285714285715,38.714285714285715,33.57142857142857,36.09090909090909,41.27272727272727,29.818181818181817,41.63636363636363,16.454545454545453,67.45454545454545,45.0,45.54545454545455,32.916666666666664,33.0,32.333333333333336,28.833333333333332,48.166666666666664,49.0,38.583333333333336,33.083333333333336,30.375,33.125,62.125,26.625,60.5,31.875,36.375
Uniqueness,67.73333333333333,65.13333333333334,58.93333333333333,62.333333333333336,60.733333333333334,59.53333333333333,59.13333333333333,54.06666666666667,53.111111111111114,46.22222222222222,59.333333333333336,55.44444444444444,60.77777777777778,37.0,67.55555555555556,58.888888888888886,58.625,40.0,36.0,32.5,58.625,55.125,50.25,24.375,33.54545454545455,70.72727272727273,76.27272727272727,72.81818181818181,72.54545454545455,78.18181818181819,66.72727272727273,75.81818181818181,37.125,89.625,61.0,63.75,75.5,66.5,37.75,62.125,93.875,41.875,79.75,35.625,44.75,45.875,34.375,39.0,74.7,48.1,67.6,52.6,63.5,47.9,60.7,46.4,61.9,66.3,58.2,53.1,65.0,66.7,56.9,39.9,51.57142857142857,43.857142857142854,18.857142857142858,19.0,42.857142857142854,30.0,43.57142857142857,49.714285714285715,47.166666666666664,75.66666666666667,64.0,53.0,26.333333333333332,47.166666666666664,25.333333333333332,55.166666666666664,50.8,19.8,12.8,48.2,14.6,36.6,55.6,31.4,58.55555555555556,48.333333333333336,37.666666666666664,79.66666666666667,67.88888888888889,61.77777777777778,51.0,57.22222222222222,51.583333333333336,46.083333333333336,73.33333333333333,55.833333333333336,39.833333333333336,57.75,62.833333333333336,45.166666666666664,48.0,77.55555555555556,67.55555555555556,62.44444444444444,41.666666666666664,34.44444444444444,55.111111111111114,39.0,56.5,78.7,78.0,84.1,62.0,51.3,29.7,28.3,41.9,24.3,22.5,39.3,65.2,62.9,48.2,38.9,55.5,31.25,44.25,39.125,63.625,37.125,69.25,79.875,10.4,48.5,57.6,55.2,46.9,60.8,73.3,73.5,63.0,78.83333333333333,89.75,86.16666666666667,29.0,49.333333333333336,74.83333333333333,85.5,63.125,31.5,27.0,53.25,57.375,73.875,64.25
Love Expression,89.53333333333333,73.26666666666667,83.66666666666667,83.0,67.93333333333334,13.466666666666667,37.6,48.53333333333333,35.888888888888886,28.22222222222222,8.222222222222221,58.22222222222222,44.888888888888886,28.555555555555557,34.333333333333336,10.555555555555555,7.75,5.0,6.0,43.125,34.25,12.375,85.0,37.25,38.0,52.18181818181818,92.9090909090909,88.81818181818181,81.0909090909091,75.63636363636364,73.36363636363636,69.0,34.75,97.875,71.875,20.875,73.25,54.125,32.375,66.25,92.875,90.5,92.875,10.75,9.125,11.0,19.125,9.375,12.6,13.2,13.0,8.4,13.4,11.8,6.9,4.2,9.2,14.3,9.0,9.1,2.7,5.7,3.8,23.2,11.285714285714286,11.714285714285714,22.857142857142858,23.0,23.714285714285715,33.857142857142854,35.142857142857146,36.142857142857146,22.833333333333332,41.5,43.5,23.5,21.5,30.333333333333332,17.166666666666668,13.333333333333334,69.4,47.0,50.2,19.0,9.2,20.4,1.4,54.0,27.22222222222222,36.111111111111114,8.11111111111111,46.333333333333336,30.22222222222222,41.666666666666664,21.444444444444443,62.77777777777778,32.666666666666664,15.333333333333334,49.333333333333336,23.25,13.75,18.416666666666668,17.333333333333332,15.416666666666666,19.444444444444443,30.0,33.666666666666664,24.666666666666668,33.22222222222222,36.333333333333336,34.111111111111114,47.0,62.4,72.3,72.6,28.2,16.2,20.4,31.4,20.6,34.7,60.0,6.9,34.6,6.1,83.7,55.6,41.6,68.75,32.75,48.125,23.375,93.375,64.125,98.0,97.875,5.9,32.5,48.7,51.9,14.1,13.4,82.9,82.8,32.833333333333336,67.5,80.16666666666667,92.25,25.916666666666668,13.666666666666666,38.416666666666664,94.75,59.0,50.5,23.125,79.875,45.625,86.5,58.375
Information Exchange,74.66666666666667,60.06666666666667,63.666666666666664,58.4,57.4,15.866666666666667,29.6,36.733333333333334,81.33333333333333,68.44444444444444,34.333333333333336,71.22222222222223,83.44444444444444,57.77777777777778,75.66666666666667,61.55555555555556,53.0,40.125,21.625,88.375,87.0,36.5,87.0,39.5,79.72727272727273,46.45454545454545,87.81818181818181,78.27272727272727,74.9090909090909,73.63636363636364,63.36363636363637,63.72727272727273,25.375,86.5,48.875,17.0,69.75,46.875,33.25,68.0,60.25,66.375,9.875,84.375,76.5,87.375,65.75,82.625,84.3,83.2,87.6,78.4,72.1,86.0,81.2,14.5,16.4,28.8,28.9,35.3,10.6,26.9,36.9,61.5,55.42857142857143,83.57142857142857,31.428571428571427,33.714285714285715,56.714285714285715,81.0,63.285714285714285,47.57142857142857,27.0,90.0,80.5,65.83333333333333,52.5,69.5,31.666666666666668,64.5,65.4,66.2,37.2,31.4,86.6,45.0,6.4,87.2,68.88888888888889,57.333333333333336,42.77777777777778,34.666666666666664,68.22222222222223,81.66666666666667,59.333333333333336,32.22222222222222,77.25,19.083333333333332,31.083333333333332,46.0,60.166666666666664,75.41666666666667,82.41666666666667,73.83333333333333,51.22222222222222,94.33333333333333,90.22222222222223,78.55555555555556,52.666666666666664,52.22222222222222,41.111111111111114,45.55555555555556,52.6,56.0,55.4,68.8,47.8,42.1,45.6,52.6,87.0,35.7,28.6,54.2,17.3,71.2,55.5,41.2,77.0,57.875,47.125,62.875,86.25,45.125,92.625,93.0,17.5,38.3,56.2,60.2,24.1,74.3,51.3,51.2,33.416666666666664,50.833333333333336,70.66666666666667,76.0,54.0,64.08333333333333,78.16666666666667,69.5,69.875,66.875,48.625,56.125,71.75,70.0,62.75
Money Exchange,32.733333333333334,32.6,45.666666666666664,31.133333333333333,20.466666666666665,31.733333333333334,14.4,10.4,71.77777777777777,45.22222222222222,11.666666666666666,23.88888888888889,56.888888888888886,85.77777777777777,70.44444444444444,36.44444444444444,29.375,44.5,12.875,22.875,23.625,54.0,33.25,26.625,26.363636363636363,11.909090909090908,24.727272727272727,15.181818181818182,16.272727272727273,19.636363636363637,20.636363636363637,17.636363636363637,23.375,48.875,56.625,9.625,20.125,6.25,7.25,22.875,9.25,9.875,7.5,87.625,85.125,86.0,59.25,78.875,27.6,33.1,43.7,93.5,41.4,82.4,24.7,22.2,93.8,8.0,10.4,10.3,21.8,26.7,7.9,9.1,21.0,79.0,75.28571428571429,72.71428571428571,82.14285714285714,37.714285714285715,16.142857142857142,32.285714285714285,49.166666666666664,48.166666666666664,28.666666666666668,36.666666666666664,61.166666666666664,24.833333333333332,21.0,15.333333333333334,30.6,32.0,4.8,87.4,85.4,18.2,27.2,54.8,40.0,67.33333333333333,93.55555555555556,93.22222222222223,42.111111111111114,62.77777777777778,28.333333333333332,9.666666666666666,20.916666666666668,16.0,21.0,57.166666666666664,34.833333333333336,38.0,23.333333333333332,27.666666666666668,16.22222222222222,22.555555555555557,46.111111111111114,36.111111111111114,9.333333333333334,8.333333333333334,29.22222222222222,13.333333333333334,17.7,19.1,20.7,26.3,86.0,82.1,25.3,45.9,20.7,43.6,17.0,35.2,21.5,27.0,17.6,23.0,5.5,7.375,17.25,48.375,28.625,19.75,37.125,37.5,29.7,6.7,18.6,7.6,4.7,65.7,12.0,12.0,8.666666666666666,19.166666666666668,26.5,17.333333333333332,20.916666666666668,38.916666666666664,22.833333333333332,39.0,46.875,23.375,44.875,10.625,53.5,11.625,24.0
Goods Exchange,39.333333333333336,34.6,33.86666666666667,31.466666666666665,28.533333333333335,22.933333333333334,15.533333333333333,15.2,15.222222222222221,13.222222222222221,15.11111111111111,16.555555555555557,13.88888888888889,87.11111111111111,35.888888888888886,28.11111111111111,34.875,31.0,5.875,30.625,33.0,25.0,46.25,38.0,28.181818181818183,26.454545454545453,49.18181818181818,47.09090909090909,41.27272727272727,39.63636363636363,44.09090909090909,39.18181818181818,11.375,45.375,51.0,9.75,25.875,11.125,11.125,26.625,12.0,14.0,10.125,24.25,42.125,37.375,27.375,22.75,11.2,12.0,17.7,47.6,15.3,23.3,11.5,27.5,95.4,6.6,14.7,8.0,19.7,11.5,6.7,9.0,5.285714285714286,26.571428571428573,84.14285714285714,79.14285714285714,60.42857142857143,22.285714285714285,16.571428571428573,16.142857142857142,15.666666666666666,10.0,10.833333333333334,9.833333333333334,35.0,14.833333333333334,10.0,10.333333333333334,14.6,9.0,11.8,11.8,19.6,4.0,8.4,53.4,19.77777777777778,16.555555555555557,87.22222222222223,57.888888888888886,20.88888888888889,17.11111111111111,13.555555555555555,10.0,26.666666666666668,8.666666666666666,22.5,53.25,30.083333333333332,35.666666666666664,32.583333333333336,27.583333333333332,13.666666666666666,8.333333333333334,13.666666666666666,15.777777777777779,13.11111111111111,13.666666666666666,19.88888888888889,15.555555555555555,13.9,20.9,20.2,23.1,42.1,36.9,19.3,22.2,33.1,26.1,6.8,41.1,13.7,38.1,15.7,23.0,13.75,28.75,30.0,46.125,32.75,12.875,36.5,36.375,30.4,24.4,20.4,16.1,7.5,19.9,17.3,17.6,14.0,27.166666666666668,30.916666666666668,22.666666666666668,29.0,39.583333333333336,30.75,37.916666666666664,30.75,32.5,37.0,24.75,37.875,26.0,18.875
Service Exchange,52.666666666666664,47.6,40.0,37.666666666666664,27.533333333333335,14.933333333333334,16.866666666666667,17.266666666666666,51.44444444444444,24.333333333333332,36.22222222222222,72.22222222222223,64.44444444444444,70.0,33.111111111111114,34.22222222222222,28.375,20.0,11.125,56.0,56.875,93.375,28.0,33.125,34.45454545454545,34.27272727272727,74.0,55.90909090909091,50.90909090909091,53.09090909090909,44.18181818181818,42.54545454545455,18.625,76.75,79.75,19.375,44.75,27.625,16.25,36.125,19.625,18.375,23.125,51.125,69.875,66.5,61.75,67.0,40.7,31.5,48.5,70.9,40.1,83.6,42.0,7.2,64.7,18.3,32.2,53.0,9.1,37.3,36.1,64.5,54.42857142857143,63.857142857142854,66.57142857142857,79.85714285714286,65.42857142857143,80.85714285714286,45.857142857142854,68.0,75.0,58.666666666666664,48.333333333333336,44.333333333333336,52.833333333333336,30.833333333333332,40.666666666666664,57.333333333333336,82.4,61.4,18.6,89.4,86.0,57.6,60.6,48.6,55.55555555555556,70.33333333333333,63.44444444444444,74.11111111111111,63.77777777777778,68.11111111111111,47.22222222222222,11.222222222222221,56.833333333333336,15.916666666666666,15.75,41.333333333333336,49.833333333333336,64.0,68.41666666666667,59.583333333333336,81.77777777777777,76.0,78.22222222222223,38.333333333333336,18.333333333333332,14.777777777777779,20.555555555555557,22.333333333333332,17.7,46.7,36.9,47.9,60.7,86.7,47.1,42.8,79.5,31.3,15.8,44.6,6.4,26.6,21.8,20.2,11.625,8.625,44.25,33.125,21.75,6.75,18.5,16.125,24.8,18.3,23.3,17.0,8.9,52.3,15.4,15.1,12.333333333333334,16.5,35.083333333333336,40.083333333333336,31.333333333333332,60.25,26.833333333333332,23.333333333333332,52.875,56.625,34.25,32.5,42.875,36.0,49.75
Attachment,92.33333333333333,67.66666666666667,72.66666666666667,70.13333333333334,64.4,11.466666666666667,29.866666666666667,40.666666666666664,49.333333333333336,21.77777777777778,20.555555555555557,56.22222222222222,60.666666666666664,33.77777777777778,55.77777777777778,16.11111111111111,14.375,11.375,5.25,50.375,40.625,23.5,88.75,32.25,56.81818181818182,63.09090909090909,93.9090909090909,89.81818181818181,75.63636363636364,74.36363636363636,75.27272727272727,74.0909090909091,30.125,97.25,59.125,12.125,82.625,55.25,28.625,72.625,92.5,85.25,92.625,38.375,31.75,35.75,28.625,36.875,26.4,28.5,31.8,18.6,22.1,30.8,15.6,12.2,26.1,16.9,6.7,9.8,12.8,25.2,6.7,31.4,24.571428571428573,25.142857142857142,11.0,15.571428571428571,17.0,42.714285714285715,40.142857142857146,62.142857142857146,11.666666666666666,62.5,53.666666666666664,33.666666666666664,36.833333333333336,32.5,16.666666666666668,34.666666666666664,79.0,51.6,39.8,29.0,15.6,17.6,3.2,30.8,25.22222222222222,34.333333333333336,10.555555555555555,43.22222222222222,19.666666666666668,49.22222222222222,12.555555555555555,65.0,50.083333333333336,22.0,39.083333333333336,35.916666666666664,22.166666666666668,43.083333333333336,45.5,29.166666666666668,24.333333333333332,66.66666666666667,61.666666666666664,47.111111111111114,45.55555555555556,50.44444444444444,51.22222222222222,73.0,40.8,64.5,58.8,26.0,24.6,22.2,50.3,27.9,23.3,49.3,36.6,18.3,26.3,89.9,60.8,36.3,75.875,39.125,31.125,24.875,89.125,43.25,94.75,93.5,3.9,27.0,49.7,48.7,7.1,26.7,70.2,68.9,42.083333333333336,74.91666666666667,91.41666666666667,94.0,22.166666666666668,38.583333333333336,54.083333333333336,94.08333333333333,61.5,51.125,18.0,59.25,69.25,78.125,68.75
Mating,61.46666666666667,51.13333333333333,75.46666666666667,67.66666666666667,5.8,14.333333333333334,5.066666666666666,5.6,4.666666666666667,3.0,11.88888888888889,11.333333333333334,9.666666666666666,5.555555555555555,4.777777777777778,2.6666666666666665,2.75,2.125,3.375,3.25,4.0,2.25,25.0,25.375,34.45454545454545,29.636363636363637,50.54545454545455,39.18181818181818,36.54545454545455,29.727272727272727,25.636363636363637,30.181818181818183,28.875,95.5,80.5,24.25,13.875,1.5,5.0,2.125,42.75,16.875,62.0,6.125,8.125,7.875,8.125,9.375,2.8,3.9,4.6,4.3,5.5,4.7,4.6,7.6,4.0,5.2,4.6,5.4,6.6,5.6,4.6,9.9,3.2857142857142856,3.5714285714285716,3.5714285714285716,4.714285714285714,4.142857142857143,3.857142857142857,3.4285714285714284,2.5714285714285716,6.0,12.166666666666666,4.166666666666667,11.833333333333334,14.0,7.333333333333333,2.8333333333333335,3.8333333333333335,1.0,1.4,12.0,77.6,1.0,1.0,5.6,1.8,10.555555555555555,9.444444444444445,8.333333333333334,67.66666666666667,7.222222222222222,8.88888888888889,4.444444444444445,9.222222222222221,11.416666666666666,4.916666666666667,39.25,8.833333333333334,8.833333333333334,6.75,7.333333333333333,4.833333333333333,7.0,6.0,9.444444444444445,4.222222222222222,11.11111111111111,15.0,11.555555555555555,9.333333333333334,15.0,22.3,20.0,20.1,16.6,22.8,16.7,20.4,8.6,6.7,2.6,6.8,8.2,15.5,8.4,4.4,5.625,3.0,66.25,8.375,83.25,39.375,84.875,83.75,8.2,4.1,3.4,3.3,2.2,2.2,6.7,7.7,15.083333333333334,33.333333333333336,23.0,70.75,6.0,5.5,10.916666666666666,93.91666666666667,19.25,15.75,10.0,45.375,35.125,47.75,10.125
Conflict,35.266666666666666,49.733333333333334,48.13333333333333,38.733333333333334,53.2,84.46666666666667,44.06666666666667,24.333333333333332,44.666666666666664,29.77777777777778,62.44444444444444,21.11111111111111,28.333333333333332,29.666666666666668,37.0,70.77777777777777,89.125,86.5,96.25,20.875,20.25,52.5,16.375,16.5,61.81818181818182,43.72727272727273,22.09090909090909,19.727272727272727,31.181818181818183,21.545454545454547,18.636363636363637,27.09090909090909,11.625,32.25,36.125,74.25,36.125,35.625,27.5,32.5,45.625,46.875,27.75,58.125,55.875,56.25,34.625,53.25,46.1,37.5,37.6,33.2,32.6,18.0,45.7,92.3,42.4,31.8,87.4,84.0,82.9,63.9,87.5,11.9,30.285714285714285,16.428571428571427,12.0,10.285714285714286,14.571428571428571,9.285714285714286,14.714285714285714,11.857142857142858,12.0,34.333333333333336,30.666666666666668,19.666666666666668,37.166666666666664,21.833333333333332,18.5,19.166666666666668,19.2,7.0,22.8,8.4,4.4,49.2,88.0,11.2,39.55555555555556,29.555555555555557,52.888888888888886,32.0,45.44444444444444,27.88888888888889,60.55555555555556,26.666666666666668,50.416666666666664,81.5,73.75,58.416666666666664,59.0,34.75,30.25,33.416666666666664,16.444444444444443,12.777777777777779,12.444444444444445,10.88888888888889,25.11111111111111,25.444444444444443,28.77777777777778,24.333333333333332,22.9,37.4,25.2,43.4,40.2,27.6,29.1,34.9,16.5,16.9,81.0,21.5,94.9,19.2,19.9,16.2,15.875,10.5,35.5,37.625,24.375,70.5,24.625,21.125,18.0,20.5,7.8,4.4,55.2,41.0,6.6,6.7,70.83333333333333,45.166666666666664,30.083333333333332,26.25,15.083333333333334,37.75,16.583333333333332,32.666666666666664,24.625,25.5,82.125,17.0,29.625,23.75,35.75
Negotiation,37.86666666666667,47.666666666666664,48.93333333333333,48.2,34.93333333333333,56.8,19.8,16.933333333333334,47.333333333333336,42.77777777777778,15.0,19.555555555555557,26.88888888888889,63.0,48.0,80.88888888888889,71.0,55.75,24.0,38.25,45.5,19.625,46.375,26.375,70.36363636363636,49.09090909090909,58.81818181818182,43.36363636363637,45.63636363636363,47.81818181818182,43.54545454545455,32.36363636363637,21.75,61.375,66.625,26.0,38.125,30.75,28.0,35.75,54.375,59.875,49.875,73.875,68.75,70.0,57.625,71.875,34.1,39.9,33.2,73.7,17.8,55.6,69.6,5.5,67.4,7.3,40.0,44.5,57.6,38.1,35.9,18.8,29.714285714285715,58.0,26.0,37.285714285714285,65.57142857142857,25.714285714285715,23.0,20.714285714285715,23.0,36.666666666666664,42.5,51.666666666666664,57.166666666666664,24.166666666666668,49.0,18.166666666666668,33.4,29.0,33.4,67.8,36.6,33.0,4.0,30.2,34.333333333333336,41.0,74.88888888888889,67.33333333333333,47.111111111111114,37.888888888888886,41.888888888888886,26.22222222222222,61.0,19.083333333333332,31.75,48.166666666666664,81.83333333333333,53.416666666666664,50.75,42.25,39.44444444444444,45.333333333333336,45.22222222222222,28.77777777777778,47.77777777777778,45.888888888888886,53.77777777777778,49.55555555555556,25.8,26.2,25.5,40.9,62.3,47.6,34.8,39.7,34.1,19.1,19.6,26.5,24.6,32.0,25.3,14.9,36.625,21.75,54.25,60.25,36.875,26.125,39.375,35.5,29.4,28.7,16.4,15.3,16.2,38.3,16.5,15.8,32.166666666666664,36.166666666666664,28.5,16.25,34.75,52.666666666666664,38.916666666666664,40.75,64.125,53.625,39.375,34.25,56.875,45.125,45.5
Coercion,31.8,30.133333333333333,16.466666666666665,13.733333333333333,29.666666666666668,26.933333333333334,13.6,12.266666666666667,39.333333333333336,17.666666666666668,79.33333333333333,23.666666666666668,27.0,41.44444444444444,40.111111111111114,49.55555555555556,30.25,31.875,43.75,24.25,15.625,37.375,16.375,18.125,42.90909090909091,33.72727272727273,32.36363636363637,35.45454545454545,36.81818181818182,40.54545454545455,37.63636363636363,35.27272727272727,20.125,21.875,38.5,19.375,20.375,16.125,7.125,12.875,33.125,36.25,28.875,30.25,33.375,30.875,30.0,30.375,19.8,21.7,19.8,19.5,22.5,23.2,21.8,80.9,30.2,19.1,72.9,68.3,70.9,27.1,65.4,11.6,53.285714285714285,43.57142857142857,20.142857142857142,22.285714285714285,33.857142857142854,18.428571428571427,29.285714285714285,20.0,14.0,38.5,31.333333333333332,27.333333333333332,45.833333333333336,66.5,35.166666666666664,71.5,42.4,32.0,19.4,22.2,7.6,48.2,99.2,16.6,25.333333333333332,19.666666666666668,49.0,46.111111111111114,28.333333333333332,25.88888888888889,30.22222222222222,32.22222222222222,36.916666666666664,35.166666666666664,34.5,54.583333333333336,39.333333333333336,34.916666666666664,24.916666666666668,28.5,27.11111111111111,19.11111111111111,18.22222222222222,23.77777777777778,21.333333333333332,20.88888888888889,23.444444444444443,29.444444444444443,18.6,18.1,16.4,21.8,29.3,26.4,15.4,21.3,15.0,11.0,20.1,12.2,84.4,9.1,11.1,11.7,10.0,3.125,18.125,33.5,16.0,26.875,15.125,11.125,22.2,9.2,6.5,9.3,20.4,46.2,14.5,15.2,18.0,17.5,14.25,12.666666666666666,21.083333333333332,31.0,14.833333333333334,15.666666666666666,14.5,24.875,48.375,12.5,27.25,11.75,40.0
Importance for society,91.0,88.875,84.375,64.875,76.625,43.0,54.875,49.875,86.18181818181819,73.36363636363636,73.72727272727273,89.36363636363636,85.0,65.18181818181819,75.36363636363636,71.0,78.71428571428571,58.0,25.857142857142858,73.14285714285714,67.21428571428571,31.142857142857142,48.07142857142857,35.57142857142857,44.25,30.875,83.625,67.375,79.0,71.625,30.375,52.75,34.42857142857143,45.285714285714285,3.0,15.285714285714286,48.857142857142854,32.0,18.285714285714285,44.42857142857143,46.9,57.6,41.6,73.0,70.1,74.3,70.9,69.1,74.42857142857143,75.57142857142857,71.71428571428571,81.42857142857143,63.857142857142854,82.42857142857143,84.85714285714286,61.857142857142854,17.666666666666668,65.66666666666667,82.25,82.91666666666667,30.75,68.16666666666667,81.41666666666667,74.08333333333333,64.0,53.875,59.25,70.875,67.75,88.0,85.75,71.0,56.22222222222222,54.55555555555556,51.55555555555556,47.0,78.0,72.11111111111111,82.22222222222223,67.66666666666667,70.85714285714286,44.357142857142854,36.285714285714285,15.357142857142858,55.07142857142857,61.42857142857143,12.285714285714286,73.21428571428571,62.7,61.7,74.7,16.3,54.6,73.9,48.1,49.7,73.57142857142857,25.714285714285715,21.285714285714285,18.714285714285715,65.28571428571429,73.28571428571429,72.85714285714286,62.42857142857143,49.57142857142857,50.57142857142857,41.42857142857143,56.142857142857146,55.0,50.0,51.142857142857146,39.0,48.125,49.25,47.375,59.375,73.625,59.375,59.75,45.25,94.0,42.125,17.375,77.875,32.5,89.25,20.625,26.25,43.5,24.083333333333332,22.333333333333332,70.5,54.916666666666664,21.5,53.916666666666664,45.583333333333336,49.333333333333336,65.0,44.75,33.75,29.416666666666668,64.58333333333333,62.333333333333336,62.333333333333336,13.538461538461538,46.46153846153846,69.38461538461539,75.84615384615384,31.384615384615383,62.92307692307692,43.07692307692308,62.61538461538461,80.0,52.0,64.33333333333333,25.333333333333332,71.0,26.666666666666668,67.66666666666667
