"","Australia","Brazil","Chile","CHN","Egypt","France","Germany","HK","India","Israel","Japan","Mexico","Portugal","Qatar","Russia","South_africa","Spain","UK","USA","num"
"1",0.218217890235992,1,1,1,0.375,0.218217890235992,1,0.375,1,1,1,1,0.218217890235992,1,1,1,1,0.218217890235992,0.375,5
"2",0.318181818181818,1,1,0.452267016866645,0.318181818181818,0.272165526975909,1,0.318181818181818,1,1,1,1,0.452267016866645,1,0.452267016866645,1,0.452267016866645,0.430820218427665,0.452267016866645,6
"3",0.316227766016838,1,0.475,0.553398590529466,0.447213595499958,-0.106066017177982,1,0,0.553398590529466,1,1,0.475,0.553398590529466,0.447213595499958,0.636396103067893,0.475,0.316227766016838,0.362441217804538,0.475,7
"4",0.38586041963299,1,0.547722557505166,0.624371341584888,0.379980297828674,0.624371341584888,0.0725476250110012,0.18071682129972,0.229279379781922,0.662266178532522,1,0.3,0.0422200330920749,0.211100165460375,0.619047619047619,0.619047619047619,0.0422200330920749,0.602226318876158,0.619047619047619,8
"5",0.179327847738522,1,0.613940613514921,0.695792049225465,0.387298334620742,0.0817860820109531,0.446153846153846,0.572502574076671,0.350823207722812,0.500835422470633,0.695792049225465,0.25,0.584615384615385,0.500835422470633,0.64450338663549,0.723076923076923,0.0817860820109531,0.325,0.613940613514921,9
"6",0.612068965517241,1,0.664444333204917,0.380304365287082,0.533396460910442,0.0914968176089763,0.630729674276921,0.166666666666667,0.463136245868446,0.463136245868446,1,0.268417909440397,0.40334318170889,0.246041130617612,1,0.792626728110599,0.303064490123807,-0.0725954008640628,1,10
"7",0.371428571428571,1,0.701879219922679,0.176011705804154,0.24362919231307,0.728912250841502,1,0.204826251740129,0.562180995427831,0.376543158664956,0.35672514619883,0.310354900430612,0.6724549785851,0.713289072918168,0.376543158664956,0.469883120278122,0.137370688930382,0.245666355075393,0.701879219922679,11
"8",0.262353014879692,1,0.729940414095617,0.402261245638256,0.273282411585917,0.106900266525498,0.385129218563305,0.137168987057764,0.643347840002396,0.371428571428571,0.767134862650328,0.356348322549899,-0.0220863052149693,0.145982759730567,0.740712530111924,0.516397779494322,0.187847073056539,0.176146886608512,0.729940414095617,12
"9",0.240059281216169,0.775057601546031,0.734214045068027,0.337962962962963,0.455842305838552,0.734214045068027,1,0.264575131106459,0.556669940741281,0.390751840336314,1,0.711538461538461,0.741081076499906,0.347524023428458,0.427617987059879,0.571661950475029,0.174805979572967,0.21294496747349,0.734214045068027,13
"10",0.483176568098657,0.748039331539495,0.756151245375125,0.342851360288935,0.623076923076923,0.290388355182154,0.626047509276227,0.518008474576271,0.553111384252603,0.254098360655738,0.808602917585928,0.518008474576271,0.76305235476158,0.402813940045258,0.805502790661033,0.391186100807398,0.225567954381142,0.19628472120485,0.756151245375125,14
