"","Australia","Brazil","Chile","CHN","Egypt","France","Germany","HK","India","Israel","Japan","Mexico","Portugal","Qatar","Russia","South_africa","Spain","UK","USA","num"
"1",-0.721212121212121,-0.6,-0.648484848484848,-0.478787878787879,-0.842424242424242,-0.709090909090909,-0.43030303030303,-0.0909090909090909,-0.418181818181818,0.284848484848485,-0.127272727272727,-0.527272727272727,-0.478787878787879,-0.612121212121212,0.418181818181818,-0.539393939393939,0.551515151515151,-0.333333333333333,-0.236363636363636,5
"2",-0.813625297901562,-0.192049155559874,0.128917206233664,-0.0667300635330949,0.688114662617187,0.376346503434643,0.188252639706559,0.292907859587644,-0.0198567602606783,0.352100229962561,0.329751222057021,0.243510278441366,0.0840788465201305,-0.255585446114955,-0.0108210913837451,-0.0126131244777378,0.486583962839904,-0.627346095009436,-0.557351250324639,6
"3",0.454545454545455,0.493506493506494,0.225974025974026,0.364935064935065,0.0116883116883117,0.38961038961039,0.855844155844156,0.787012987012987,0.31038961038961,0.511688311688312,0.412987012987013,0.450649350649351,0.503896103896104,0.0961038961038961,0.376623376623377,0.41038961038961,0.520779220779221,0.514285714285714,0.544155844155844,7
"4",0.578544061302682,0.509031198686371,0.458128078817734,0.504105090311987,0.454844006568144,0.577449370552819,0.776683087027915,0.807334428024083,0.435686918445539,0.47400109469075,0.424192665571976,0.609742747673782,0.728516694033935,0.490968801313629,0.651340996168582,0.519430760810071,0.552818828680898,0.65736179529283,0.573070607553366,8
"5",0.737451737451738,0.44015444015444,0.612097812097812,0.641441441441442,0.55006435006435,0.554182754182754,0.820592020592021,0.796138996138996,0.415186615186615,0.494208494208494,0.541055341055341,0.681595881595882,0.724324324324324,0.535135135135135,0.555469755469756,0.608751608751609,0.521492921492922,0.635521235521236,0.665379665379666,9
"6",0.694071146245059,0.483530961791831,0.552437417654809,0.711594202898551,0.678260869565217,0.685770750988142,0.739525691699605,0.819104084321475,0.407773386034256,0.528722002635046,0.589591567852437,0.556785243741765,0.654808959156785,0.638866930171278,0.576548089591568,0.624505928853755,0.604084321475626,0.611462450592885,0.749934123847167,10
"7",0.666522366522367,0.543939393939394,0.622799422799423,0.754184704184704,0.7495670995671,0.736868686868687,0.761544011544012,0.766161616161616,0.539466089466089,0.61024531024531,0.713924963924964,0.601587301587302,0.701370851370851,0.662698412698413,0.531096681096681,0.6501443001443,0.654761904761905,0.557647907647908,0.78982683982684,11
"8",0.634234422294124,0.639035591274397,0.649055422189751,0.683874334620603,0.778144243815886,0.747458511637616,0.747375013046655,0.777559753679157,0.54839787078593,0.61828619142052,0.807285252061372,0.628514768813276,0.704247990815155,0.729005323035174,0.774261559336186,0.751382945412796,0.690011481056257,0.582089552238806,0.787162091639704,12
"9",0.643546327090631,0.649717371236358,0.580343706925985,0.68803348550184,0.770912631672125,0.691877742510654,0.746784860708911,0.773871697922331,0.53818333565169,0.617243515977693,0.758241758241758,0.636136015882851,0.673870433364104,0.748024127770963,0.794003464889541,0.679459780725603,0.647795242731952,0.556595303430746,0.743851085623237,13
"10",0.712533842968626,0.668577799012582,0.719732441471572,0.751807612677178,0.768195572543399,0.696958114349419,0.706243032329989,0.811403089663959,0.67693900302596,0.657939162286988,0.7393215480172,0.638923395445135,0.679407548972766,0.801704093008441,0.850055741360089,0.634384456123587,0.808854913202739,0.681270903010033,0.707118967988533,14
"11",0.726415094339623,0.703348538254199,0.730230147211279,0.792940078789135,0.775285092266224,0.700414679659963,0.715156541571636,0.806469002695418,0.664493054115696,0.668422143893842,0.767789757412399,0.634791623470869,0.638731080240514,0.803472942152187,0.817572050590918,0.655867717188472,0.803545511092681,0.709744972009123,0.739767779390421,15
"12",0.740586151816098,0.710271546635183,0.734523230779915,0.784075283005764,0.807389402041808,0.714271824432252,0.724029446489339,0.803590527119939,0.754732967567192,0.679255503854434,0.769081186193486,0.660622265435099,0.655635808042225,0.827501909854851,0.758962427946385,0.669282589068685,0.802889089520105,0.720279186054587,0.774150982707132,16
"13",0.710276227279233,0.71703640093507,0.72794713992653,0.777873193072849,0.793006058871237,0.726415724440628,0.72503697342684,0.765054148179953,0.77961452220791,0.669805829874529,0.776432422117265,0.695849434664377,0.669810600639282,0.841410238061161,0.76753494585182,0.672730308668479,0.802576212966938,0.733695911454606,0.796326511139736,17
"14",0.735977644646375,0.755176711833059,0.751169367268439,0.779770281318269,0.752827925428545,0.756265664160401,0.726609304008685,0.787054534732553,0.812043477678153,0.685554125956603,0.803948373607816,0.706435205661212,0.715378017235602,0.846303593207618,0.780038331121922,0.684347901840162,0.808371195368099,0.741395601302722,0.802892927505931,18
"15",0.755084359325126,0.7546859625123,0.770069839441285,0.779400964792282,0.777416180670555,0.771819425444597,0.746804425564596,0.781011351909185,0.813192694458445,0.664566683466532,0.793637650898793,0.720707034343725,0.746341229270166,0.875100199198407,0.791950464396285,0.665387476900185,0.829015767873857,0.722329421364629,0.814241486068112,19
"16",0.723441238348926,0.736939206655382,0.741458357936727,0.742453865903852,0.755782125470745,0.754567920674286,0.728326050728917,0.742558840381932,0.812100932960674,0.669274407659638,0.791800618474633,0.756742641945177,0.742826525301036,0.885451849519086,0.788025036413022,0.676057508518241,0.838577245907089,0.708785051634321,0.812216404886562,20
"17",0.747772706216208,0.718350594279754,0.751691162417029,0.741895021914977,0.780942230630432,0.733173087825121,0.752310548020201,0.743674135791871,0.826292141383187,0.720176356444753,0.807140427544518,0.762040603447438,0.748235301739916,0.887306806438759,0.804526827624857,0.649794455980537,0.847154292452372,0.726937766648418,0.82279222398953,21
"18",0.759152242060788,0.74145914055959,0.765562997721918,0.714508654763527,0.7946523491501,0.712988960065422,0.783830487353726,0.820229171128721,0.853905839288148,0.733453727681614,0.812894526762593,0.762946124340427,0.710233844116903,0.889386475593372,0.846036721898791,0.677593995210187,0.880538951303569,0.74545551899375,0.83481084133258,22
"19",0.70490373485923,0.746195263141515,0.747412749295666,0.715508387538514,0.770307120700822,0.715652885286572,0.780251529823594,0.836899834161046,0.856409253191177,0.773726900738198,0.823154022743205,0.737388310650892,0.685574382253602,0.895815641621872,0.849351093959105,0.759732108585241,0.878147642611867,0.744642097603412,0.837663819690523,23
"20",0.754772334869651,0.732712147372326,0.752550334612805,0.719982306188553,0.785086400022831,0.723777914127938,0.780869565217391,0.855155034888201,0.865979652116836,0.830607439962329,0.831271814043749,0.70994820279391,0.694191007548408,0.903801601004552,0.860475164452562,0.767617471211883,0.882546196543999,0.734097972346285,0.837820236583382,24
"21",0.745707841198236,0.746726074734164,0.767884532050356,0.732298358870654,0.840892009911221,0.697909532328137,0.790909232324804,0.862993588817654,0.895619729108101,0.851716130179224,0.824297158857321,0.727027633640374,0.702992699918888,0.897105967844087,0.86313892376582,0.800386226513628,0.891819242436027,0.746471405237836,0.83336748186091,25
"22",0.754695261566427,0.823109083599881,0.767964623424746,0.729053187212696,0.849538042053379,0.694037019558492,0.799894779158583,0.828743816964676,0.899018055337074,0.839088668659221,0.791236956635729,0.726865222938842,0.726110149791131,0.892273084788422,0.876401866708615,0.822821736318669,0.893290685683324,0.731325048502963,0.823346791813049,26
"23",0.753222888222888,0.846266233766234,0.784618714618715,0.795653235653236,0.841261793761794,0.767857697857698,0.79213702963703,0.853583916083916,0.848232600732601,0.924715284715285,0.828411588411588,0.809433621933622,0.846931679431679,0.894206349206349,0.885575258075258,0.874607614607614,0.910074092574093,0.868808136308136,0.84707042957043,27
"24",0.804328083283592,0.840156042867352,0.816820488824856,0.816639188306917,0.851311801452826,0.730413239648068,0.80794054053994,0.856232688550039,0.861892330821455,0.925756326993703,0.84176886205819,0.824797711614198,0.732996327664693,0.897251042005841,0.892401475332965,0.884333380102646,0.901387404435353,0.906795314492521,0.849534789758609,28
"25",0.827231978956117,0.825029687098653,0.822621367448954,0.809159809159809,0.845383404004094,0.749450839106012,0.814183372804063,0.862857035270828,0.872710148572218,0.927092520195969,0.83175203864859,0.818968632761736,0.814578214578215,0.904006648834235,0.896039344315206,0.888357143529557,0.89266095472992,0.912133001788174,0.8587956518991,29
"26",0.849076518689034,0.82007429253707,0.821926066096449,0.772046266639648,0.847021665254972,0.74866190335264,0.807256643102792,0.867832905937426,0.846950084337191,0.931009990713433,0.844427403682846,0.823895780516286,0.747453045979441,0.901738352064402,0.898856746319268,0.885894039831646,0.90376754716541,0.906846692917863,0.853783364944594,30
"27",0.83277318145579,0.850219963049072,0.810104336243895,0.841150992757809,0.912206099290103,0.757882506552345,0.795804112342278,0.869660018045802,0.835890020862475,0.92095497142748,0.835884172685913,0.829055531420224,0.751056013596414,0.895452744346365,0.88926215107869,0.87715499338798,0.89599722151938,0.904063408556002,0.85334670855075,31
"28",0.832844869805342,0.833166939073345,0.816827455446265,0.848560768324512,0.912296752164994,0.772945689778947,0.802149357533274,0.876516774154212,0.831025448880969,0.922829351475421,0.841365593364685,0.837065993222286,0.759365085921197,0.893221105715426,0.867212758466734,0.880228880615069,0.899646854735451,0.905474980872527,0.853082129138467,32
"29",0.852245783866435,0.845257455048942,0.814226069608392,0.914388447450004,0.916003339841056,0.768048006057497,0.813969353159332,0.884949780099413,0.824783727193487,0.920137135008558,0.822306564277918,0.829723541901114,0.77479608610542,0.891195595922929,0.856105579673731,0.886857422178801,0.908888079454434,0.905250597320236,0.849931911851936,33
"30",0.858120757199677,0.843017883309908,0.820334516854299,0.918460344344791,0.912234625328617,0.771686911581197,0.826905097205495,0.895486489646004,0.823771168124319,0.920505112429961,0.840753651832781,0.834461869510017,0.849070016230368,0.889597204135617,0.868100462443146,0.88850138243586,0.894966954753432,0.913089030500586,0.872549812548766,34
"31",0.84650515076887,0.853634477992946,0.821411851297362,0.912635178130638,0.914037960109812,0.77291925515376,0.82988243497521,0.888827477299645,0.815162851799251,0.917152746801385,0.841680353247665,0.811719188387171,0.825851316731696,0.886691687046997,0.876514567592341,0.879845377239771,0.899087143500882,0.91139486911299,0.842615085489148,35
"32",0.854059597025944,0.84477917435874,0.825957161465691,0.888906461629497,0.913846859684466,0.77091137135884,0.805588347473311,0.886653807451794,0.820400080193126,0.91238274724804,0.839041598564298,0.828478709768912,0.813413584048431,0.873790561326685,0.873163557623332,0.864498044902631,0.89639091341338,0.906238878812758,0.848868879800175,36
