"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.6667,0.1909,0.8956,0.2005,0.5632,0.609,0.0485,0.857,0.7404,0.0108,0.8184,0.4686
