"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.4975,0.2045,0.9236,0.1804,0.6983,0.4988,0.022,0.8104,0.5675,0.0143,0.8197,0.5909
