"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.2081,0.2954,0.9361,0.154,0.4909,0.5551,0.0466,0.7457,0.5739,0.1089,0.7296,0.9956
