"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.8143,0.2568,0.89,0.3889,0.6086,0.6953,0.0544,0.6841,0.3732,0.0042,0.8482,0.5947
