"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.7801,0.0796,0.8822,0.3007,0.5451,0.5004,0.0456,0.8331,0.6993,0.0105,0.8079,0.2975
