"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.1215,0.411,0.8962,0.2087,0.8143,0.7649,0.0737,0.7184,0.4506,0.1624,0.7503,0.9972
