"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.9285,0.4143,0.9484,0.2921,0.6876,0.8987,0.1989,0.6396,0.5372,6e-04,0.727,0.5979
