"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.0171,0.4018,0.8935,0.3198,0.0264,0.1502,0.3199,0.506,0.9592,0.4942,0.4234,0.9827
