"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.3794,0.2577,0.9406,0.1854,0.5471,0.5362,0.0264,0.7786,0.5202,0.0469,0.7788,0.9903
