"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.4497,0.2758,0.8597,0.1526,0.4515,0.5933,0.0282,0.2412,0.3244,0.7139,0.5678,0.009,0.6758,0.9756
