"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.6638,0.2554,0.6415,0.1578,0.9088,0.849,0.0528,0.6356,0.149,0.8191,0.332,0.1004,0.6712,0.1934
