"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.1381,0.2621,0.7468,0.2941,0.5303,0.7894,0.0234,0.7969,0.1395,0.6933,0.5518,0.0488,0.7788,0.4299
