"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.4003,0.6124,0.6017,0.3839,0.3101,0.4632,0.0525,0.6151,0.1751,0.5091,0.8554,0.155,0.934,0.4116
