"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.7048,0.0596,0.8405,0.289,0.5073,0.589,0.0756,0.6503,0.167,0.7393,0.8009,0.0074,0.7805,0.1938
