"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.2779,0.4006,0.9277,0.2479,0.6796,0.9414,0.2008,0.8943,0.1275,0.6683,0.6935,0.0039,0.727,0.5049
