"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.1478,0.3121,0.8831,0.309,0.5926,0.7766,0.0355,0.8484,0.424,0.0091,0.8684,0.635
