"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.3015,0.407,0.8552,0.2355,0.8133,0.665,0.0508,0.644,0.4023,0.0179,0.686,0.9967
