"","Valence.Evaluation","Equality","Activity.Intensity","Socioemotional","Formality.and.Regulation","Intimacy","Visibility","Communal.Sharing","Expected.Reciprocity","Strategic","Concreteness","Uniqueness","Love.Expression","Information.Exchange","Money.Exchange","Goods.Exchange","Service.Exchange","Attachment","Mating","Conflict","Negotiation","Coercion","Importance.for.society","Importance.for.individuals","Affiliation.Coalition","Occupational","Activeness","Endurance","Synchronicity","Spatial.Distance","Morality","Trust","Generation.Gap"
"Parent.and.Child",88.6640313390313,27.7629942588276,91.6095204178538,86.847787706121,26.2357560649227,80.6908918242251,58.7424782008115,91.0042476042476,39.6204502287836,23.2165058706725,46.712890658724,84.0169228919229,98.3632178007178,88.3276353276353,35.0154595404595,35.7453005328005,45.8339712756379,98.2056961556961,56.6812328103995,29.1296956130289,41.5998825248825,29.8614220655887,84.3952790764065,94.8299999564705,83.8539829905026,25.352109002109,81.6161668124903,92.4091721368682,71.52230730417,92.4904869368105,91.9718765983472,95.3812839847154,82.5258867494162
"Parent.and.Teenager",70.5413957955625,28.9999751791418,80.5573264698265,81.9352801519468,25.2476171976172,66.4042745834412,57.9298961840629,85.995414616248,40.6259820426487,26.8236974445308,47.7151849693516,78.812224658058,88.8270723104056,76.2912968204635,38.6801647426647,36.4243511118511,41.4848464806798,84.7548614965282,54.8415336207003,48.1845457012124,51.4322886989554,34.7791535624869,80.0886203756302,90.2564767295159,77.2761531678198,26.304433094139,76.6680071743797,85.4971720998682,64.2447004883279,84.7760884268237,89.3978082193768,83.3749035006388,77.7538903090374
"Wife.and.Husband",86.782706336873,87.192365967366,91.5966847966848,86.7084617542951,27.0421889838557,92.3283529741863,54.6921080462747,91.0754467754468,69.0364111197444,28.6065710524044,48.0051864801865,87.9739364031031,95.8336715753382,84.914835319002,45.2563468938469,40.0625932709266,42.8249703999704,90.6933324391658,91.806577373244,40.1211186961187,56.3998766665433,22.0432101848769,76.4753711611555,93.4218146958343,85.1608759069543,32.5713968946812,84.69828155686,85.3988305539776,80.8145946283201,90.3072621459876,91.1755216551785,92.7744896443426,25.1646051660758
"Fiance.and.Fiancee",86.2953984287318,86.365552965553,87.7407655615989,84.5423206423206,26.4318678235345,87.4711560044893,54.3606729690063,85.3138025554692,66.4125787792454,29.9242812742813,44.1560854269188,81.6874107374107,93.3154465904466,78.603531345198,39.2215411132078,38.9179115637449,37.726475684809,85.99617003367,85.1728223936557,29.9418257668258,53.4795047545047,16.4873265623266,58.5342210077504,84.7229905987259,76.6914847860926,29.3467616987225,79.3152863748452,71.51665061518,75.0628769288083,80.6607736943521,88.932720882966,88.3162665584234,26.2520515250907
"Between.Siblings",74.0077419494086,73.9305900889234,77.1747604247604,82.8331433998101,24.4864521281188,63.0726614434948,59.4017245100578,76.1248985582319,56.6749611499611,34.5559235517569,47.2274993524994,82.4930179388513,84.0178275428275,71.6935055685056,26.7332221790555,34.9296512129845,28.1255408172075,79.3039727248061,17.1857990774657,47.5348057806391,48.2920722795723,26.6536355619689,68.9891602950427,87.9785991513933,77.1474166265833,24.6014444070817,70.999283350999,91.5670260385946,68.3766719028974,74.7321191789329,89.2250485444113,83.1266924977709,31.3915207976483
"Between.divorced.spouses",29.1413623413623,63.9446894155228,31.9836042044375,34.3035601743935,64.0798853923854,22.6298357506691,47.8932886557887,28.9355305188638,50.6042087542087,67.862232366399,58.5151418026418,58.1659237367571,29.6301699843367,35.0203372245039,46.6432585932586,36.8969576719577,24.4664482122815,26.7336285627952,28.5389433097766,76.1844478052812,62.6175144300144,39.6250738459072,50.3049454448964,50.3503649310022,32.4013415506063,23.6805067390852,34.5278623790879,36.2732508413881,38.9099088184873,22.4300426788172,51.541471926766,26.3849921683255,27.3844150402974
"Between.a.person.and.their.in.laws",60.6155551238885,47.5609006734007,49.3148579815247,53.0153274194941,54.450653975654,35.4525619442286,56.513536001036,56.36535331952,50.1780270655271,44.0163418371752,47.7014827764828,66.063414671748,51.493798639632,47.8536694786695,25.529795358962,30.5323593073593,28.9378205128205,43.6227730602731,16.8031059989393,45.3703111703112,39.765038356705,22.8077370160704,48.2235363220657,61.1972623781447,45.9455786134708,26.4735894642757,47.5072142907927,58.3879141192867,46.1684260002887,37.3191191705898,72.8874350232193,52.32505194515,74.0878019674588
"Between.cousins",73.1626500043167,74.3408508158508,59.8518540101873,70.4079815246482,35.6565224898558,46.1223107139774,61.0424911508245,63.9926087801088,53.135945998446,32.7906252697919,42.9527400069067,66.2765220890221,64.9280269113602,57.8567659192659,21.1876009792676,29.4822934781268,22.9573159864827,51.649255682589,14.9134462759463,26.4524253524254,35.6420281878615,17.0853196186529,48.3411188756777,63.4550106302557,56.5769513438631,24.1161736502423,53.8347508247018,73.781401106156,54.4236877864329,43.2554140032081,78.4933772745047,67.0204665886038,36.8993704099096
"Employer.and.Employee",75.8774460107794,29.7452602952603,61.3753379336713,27.8279119029119,84.8164748831416,22.7072409072409,77.1045103045103,36.8672207422207,68.1918741752075,76.5596224762891,76.8143307309974,44.2681357223024,23.6414021164021,77.3682339265673,83.2069745069745,47.6033389450056,73.6879168670835,39.0229497354497,14.9925064133397,43.725334696168,58.645811287478,35.4408529741863,81.0118679251032,72.9405241454261,70.8450986740202,92.3715559313599,72.2729020344216,67.7071064465672,75.0292905170356,69.1846233831528,76.3948877919466,65.9227209881622,59.3637305051521
"Interviewer.and.Job.applicant",63.5626052959386,32.8794338377672,31.3627696377696,26.6684365017698,86.0909368409369,18.7038813038813,63.3612304362304,32.9295016711683,52.2478302561636,76.7661184494518,57.816271382938,36.958816337983,16.9122254288921,68.2482383357383,49.4471360429694,35.3100489017156,45.002258698092,20.0562750521084,14.2078683662017,27.0557980599647,53.2497574955908,22.7187329645663,68.2415553854279,62.2149048935814,49.1247498235243,86.0187294640726,62.3448988375459,22.0609265734266,63.0543263200126,60.5540913788463,72.0961111238072,49.9581281645007,55.0897442245481
