"","USA","UK","Australia","South Africa","Germany","Japan","Israel","CHN","HK(region)","France","Spain","Mexico","Chile","Portugal","Brazil","Russia","Egypt","Qatar","India"
"USA",0,0.227082553255947,0.167404986944619,0.187784764246011,0.214401953334382,0.239351377594538,0.229222599498346,0.265557711000119,0.309309827587653,0.316384200020608,0.239766189115746,0.233572785481678,0.223105796606386,0.218571081459319,0.294318299807433,0.412438739855604,0.426591142034078,0.423592916008232,0.515095369135091
"UK",0.227082553255947,0,0.170795349012088,0.227497864362771,0.233782506145185,0.300707289408725,0.266968395091486,0.329121600675369,0.327873976578288,0.325114415538637,0.256159541049058,0.268692668878283,0.274926853349086,0.270335812338245,0.346567449350491,0.438017486507239,0.464439039414911,0.428520617592649,0.508258049486451
"Australia",0.167404986944619,0.170795349012088,0,0.161264157120386,0.168292203091633,0.219741521931105,0.191932622632488,0.236234138176076,0.251357846728913,0.287666545144207,0.221776802843487,0.206746957714209,0.194818902347442,0.191771623957915,0.275024028657926,0.42524072809211,0.412865561721635,0.402823609218609,0.520364854665911
"South Africa",0.187784764246011,0.227497864362771,0.161264157120386,0,0.25166339330119,0.249261788379653,0.242433673139897,0.276386787612404,0.28625447016444,0.337496398958859,0.262606737439527,0.239416363226901,0.231196607935482,0.221360133538791,0.293531511146946,0.429871596349914,0.375171344060977,0.396415508028894,0.499492823721256
"Germany",0.214401953334382,0.233782506145185,0.168292203091633,0.25166339330119,0,0.223314269102076,0.214920955373631,0.30469192497799,0.324752202283097,0.262103692646453,0.188204310613824,0.193651361820326,0.160263760517864,0.210132686942355,0.311344323291607,0.416702421780329,0.497055269615693,0.391812938675349,0.555566648281556
"Japan",0.239351377594538,0.300707289408725,0.219741521931105,0.249261788379653,0.223314269102076,0,0.206803165585705,0.189536646554781,0.214354960922002,0.281505653623359,0.256351281371402,0.186792420502956,0.188891219606914,0.222138953551675,0.295590388014314,0.422941565826194,0.437807529774406,0.375759637109582,0.558199651470706
"Israel",0.229222599498346,0.266968395091486,0.191932622632488,0.242433673139897,0.214920955373631,0.206803165585705,0,0.232870580167498,0.267968375896413,0.250251829895785,0.215141885091659,0.213391282557402,0.183976604266533,0.189803638334208,0.293778264056665,0.410803188196966,0.438893673987989,0.394647173211547,0.532516020164693
"CHN",0.265557711000119,0.329121600675369,0.236234138176076,0.276386787612404,0.30469192497799,0.189536646554781,0.232870580167498,0,0.187941814572106,0.302965908638939,0.26992532663545,0.23468938998894,0.246554818848376,0.24803393486456,0.322692587956421,0.454465788662221,0.413827967268829,0.371565463347961,0.559005722970994
"HK(region)",0.309309827587653,0.327873976578288,0.251357846728913,0.28625447016444,0.324752202283097,0.214354960922002,0.267968375896413,0.187941814572106,0,0.322014149025136,0.290933000230545,0.238151902836024,0.251167951547377,0.269445800294352,0.321992391272018,0.424983137900124,0.427391822546064,0.40839340490347,0.551136297786052
"France",0.316384200020608,0.325114415538637,0.287666545144207,0.337496398958859,0.262103692646453,0.281505653623359,0.250251829895785,0.302965908638939,0.322014149025136,0,0.243755547966714,0.279546436992989,0.231089512289756,0.255922904958466,0.338565048563232,0.484537255987594,0.483733111302967,0.420334246395975,0.563558486359126
"Spain",0.239766189115746,0.256159541049058,0.221776802843487,0.262606737439527,0.188204310613824,0.256351281371402,0.215141885091659,0.26992532663545,0.290933000230545,0.243755547966714,0,0.155948909380048,0.128381565833034,0.213357715828023,0.31176976985461,0.42410092095764,0.48518270102757,0.421437526955047,0.521554397080627
"Mexico",0.233572785481678,0.268692668878283,0.206746957714209,0.239416363226901,0.193651361820326,0.186792420502956,0.213391282557402,0.23468938998894,0.238151902836024,0.279546436992989,0.155948909380048,0,0.115073273686824,0.191497102331133,0.261338223283968,0.442291015800977,0.470176125674594,0.364568051089434,0.546329259936089
