,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,cl_k3
Godparent and Godchild,0.9952533418520448,-1.1827133599188688,1.1422530589849609,1.3369571576194814,0.3143863870632935,1.0020051057894086,0.4603974457289204,1.202957238225391,-0.6043783594964818,-0.9883140162830732,-1.3246795374021276,0.5087215693419245,1.3868007580280757,0.7515774450544418,-1.0940528957060978,-1.2832264884116098,-0.5014374791415913,0.9180249066222044,0.9364005004544754,-0.8191648613723729,-1.2162085959509883,-0.4064522672007551,0.3218645414779645,0.9106774623857902,0.0955770915706054,-0.9188799167656788,0.7197808731258345,0.1606085646222091,0.4731692842447048,0.8591035484243704,0
Step-grandparent and Step-grandchild,0.6116719829991698,-1.0619614560972734,0.9940437105827749,0.7582334908035997,-0.2886064605236078,0.2334448535584312,0.1154617571156454,1.5536794096080755,-0.5949369426836375,-1.0354876137596718,-0.2867883759327344,1.0625928283984012,1.1338104707549828,-0.2577923604379747,-1.3645083671964218,-0.9200399562217366,-1.4913674839483235,1.4354943721387905,0.5717304851788704,-0.5021383938037712,0.2207844822078317,0.2564545464854973,0.4938209050469361,0.5770230991143721,0.657200422092552,-1.1645429327127574,0.363111061452112,1.4224558203820057,-0.2262943319501338,-0.1155925638099028,0
Ancestor and Descendant,0.441902412005405,-1.2718332160423238,0.7918073090684614,1.0369820528131872,-0.8664784972074775,0.7019945463074087,-0.5814710538786881,1.4719922203240072,-0.7288333993021574,-1.3373986376099027,-1.2757351503951668,0.0754776021532087,0.7796240685726524,0.0401187277850298,-1.378382096776116,-0.860794876001264,-1.1027453103675833,0.3972169284248654,2.242307294018787,-1.133623206918271,-1.9202387617603431,-0.9811461847311294,0.0145293293290214,0.3292863603812655,1.2359313265276186,-1.141681231636866,-1.5395494229030753,1.2942789022366106,-1.8646749580246889,-1.7001686767213988,0
Bride and Groom,1.0588698773242098,0.7504173463639787,1.447233782633884,1.2210429816069848,-0.5277677866301672,1.454250954126497,-0.391119361007989,1.539472941906498,0.3218818505515059,-1.1361246217097487,-1.253317873903429,1.6099436932998634,1.2842508489394506,0.9240522856046024,-0.5393230600215645,-1.067620515333812,-0.8574447894549173,1.6758672851529468,2.665875127355613,-0.404112629788247,0.2728634259800305,-1.2173121958256783,-0.3401852457367064,1.2940222610449996,0.7462835329836796,-1.110628192321232,1.3466851939228228,1.0245666774542412,1.2245593189063384,1.3656488057149765,0
Man and His Mistress,-0.5156393756118672,0.0344962989296893,0.4486625122752227,1.2331000164057473,-0.7827113322259921,1.4117321136845489,-3.4453429750043023,-0.4813970886428412,0.1483123697497209,-0.5993939126426716,0.813382578046397,1.4092604509733184,0.9857392323844432,-1.3161607001775957,1.236514326179298,0.8509267531231691,0.1608673649758732,1.0797910210622863,2.135117778390128,-0.617987024003936,0.0356149043511245,0.7219740875853294,-2.654367971247576,-0.4967846080222988,0.0280509514239654,-1.0374499234421768,0.935372374889617,0.1910552812491209,0.3635915708565495,0.5454269874243299,0
Man Wife and Man Mistress,-0.7525364083072007,0.12107712781316,-0.8370353327309342,0.727194678223509,-1.1505584480142537,-0.0875938659401187,-2.5125100303452093,-0.1220918430237874,-1.3321542388199006,-0.5993939126426716,-0.3298061441455884,1.269796464879961,0.2501213201596035,-1.3612393516850236,0.0059748330238089,0.1775904521743247,0.1692343570615781,-0.2240499313478341,1.759916863333462,1.4541148967669069,-1.3126510844180233,0.6311410063951183,-0.9838546430143768,-1.3279286837036748,-0.8361789507628737,-1.269075052763708,-0.5207508724650938,-0.4270130662771922,-0.6612060401078558,-0.5370750634592555,2
Brother and Sister,0.7355171911077039,0.8109308289169422,1.48904833233983,1.6243164869899975,-1.2306835623443702,1.8755740094148956,0.5110555575412838,1.4009598818161215,-0.0142898086937096,-1.3457850549390755,0.4559994585915776,1.5534336106230748,1.6716052085167814,0.8863234142342546,-1.0586831108092487,-1.0898152478565266,-1.4420741640587864,1.4354943721387905,0.5747856033571125,-0.7109758910542358,0.6306650581927298,-0.6087305518512636,-0.4208692284020944,1.2380643504655076,1.2696468094690525,-1.2557120645336195,0.7704498435864474,1.5452575774438837,0.0585629972617679,0.6551078119631956,0
Between step-siblings,-0.0101263237706768,0.3510283615144208,0.2405853482623012,0.4398353488529934,-1.3142079239490974,0.4760202894131373,0.0500667400487759,1.1345886124115514,-0.3644090155033544,-1.4590016888829125,-0.3136603676247531,1.2752301266758057,0.3354103534610344,0.0094381071102416,-0.8252425304900457,-0.1240273155109795,-0.9918088388312372,-0.1436221258569864,0.4406659153322916,0.6758100012055211,-0.4268639211131027,-0.4512865444548978,-0.338632884357863,0.1872393566025567,-0.455101198617496,-0.7379917205336256,-1.4495083071524189,1.202042410270942,-0.2454816131923864,0.1686971987908359,0
Between distant relatives,-0.2093201108753344,1.1039889801377218,-0.4208810047050913,1.24074594091228,-0.8409841426478949,-0.6523643223154948,0.1995081698952483,0.7581172183197588,0.3074177271513571,-1.0480672397534314,-1.3429869798703802,0.1261917789144297,0.3993771284371073,-1.0719846711790253,-0.9917272854463766,-0.9015923863327272,-0.4400795371797553,0.174490439580399,0.9027016211550798,-0.6067939196367705,-0.6024836693425843,-0.6132722059107742,-0.4412180988097672,-0.4568146718940907,-0.0399986471734233,-1.3637472286371912,-0.9130133258047584,1.2239883342213942,-1.2144393159261342,-1.848476226423952,0
Between close relatives,0.8409173682213497,0.1800777733022993,1.3994457258270887,1.171932620353487,-1.0417825352267016,1.3769439715047724,-1.068753843692851,1.401551817970354,-0.2778626947189478,-0.9859315113600126,-0.0828773801521191,0.4493135337073514,1.4977964967131083,1.197464106704004,-0.6556953469308393,-0.24958608806805,-1.0643740385745382,1.4834118482625278,1.9684286789984735,-0.9240753780445056,-0.3096492043608601,-0.5428765679883606,-0.273045616101727,0.9497555643868772,0.9126957331900216,-1.347343983825654,0.3984188508228559,1.4224558203820057,0.3813029073878598,1.546860602779189,0
Between twins,0.7349380692554311,1.4245375420039907,1.6255199945669283,1.2598607521786116,-1.6579241195241865,1.8330551689729464,-1.0776607644510687,1.5372873314908708,0.6072701314852101,-1.500933775528778,-0.9075313840183734,1.5479275000032848,1.2443703287383183,0.6476305545443004,-1.2969493361996498,-1.4807143124912734,-1.2981884019695489,1.3553700678007383,0.600099439691117,-1.1016582838697306,-0.0396102366531625,-0.8051570899250953,-0.6447068028864961,1.544756744987721,0.4713454794298134,-1.2455307401678382,-1.3119454914222497,1.6581359601977312,1.823546880763834,1.4276423152369442,0
Between a person and their family friends,0.7938637177241862,1.1740117242347223,1.4790924871717477,1.5997858125315385,-0.9458231721123004,1.228772254813134,-0.6034229023307125,1.0422465723513006,0.0596679563402378,-1.3404482439114205,-0.9095863010301164,0.7462088142323272,1.236114235447355,1.1786185166089254,-0.9989657530531736,-1.270543784112916,-1.0747594255270716,1.554345423573568,0.6749934796034478,-0.7791677268911221,1.2071281142570525,-0.6777636935558241,0.991740817310972,1.2900765109400347,0.7871132921421129,-0.6155612950351019,0.918482718069413,1.5192087198853033,0.0807021679259049,0.6510727314617656,0
Between a person and their deceased spouse,1.018152785093998,1.1740117242347223,1.0108359027662734,1.1477205260828005,-0.3820857605754103,1.5542952845781406,-1.066944625413838,1.0493498062020887,0.2335473826434546,-1.6301608425555811,-0.6898682513130193,1.6547170664976272,1.2878045586603435,0.3922548605749407,-1.2059201223565967,-0.8416377841934466,-0.9088361673146635,1.3598214180417414,2.470180921138407,-0.7931714074647683,-0.1505190983902525,-0.9084797197789604,-0.2932263140266921,0.3282999228550245,0.6126588666469882,-0.8604221460321493,-0.1518324120978216,1.5247906179335706,-0.7720658872853143,-0.9045853045228164,0
Manager and Staff,0.1768962524053813,-1.2858613415432378,0.328196785741426,-1.137136580619349,1.3005416403570331,-0.188522426585148,1.0277682980273906,-0.6703431090738163,1.3381931497462436,1.4385054983463876,1.5712589640555323,-0.5017946270373741,-0.3717778809966617,0.4461532482468658,1.0133282416363905,0.2260153231329744,0.9689875535202888,-0.4507652924861861,-0.5511643143331414,0.9357019629614866,-0.8159722688127934,0.7588119482902483,0.8500102234225645,-0.7183102924867146,0.5500885863782207,0.848640415318864,-0.1931012568168724,-0.5423722926080474,0.4324689907005328,0.6131429747483255,1
Foreman and Laborer,0.1482876329031062,-1.2058185078027273,-0.3361899484752704,-1.280115368891508,0.7979386504681215,-0.5087942117322922,0.8504649066841184,-0.5986004471808521,1.2614816381418832,0.6288936715685246,1.4871941772115158,-0.880846873915528,-1.168203715112336,-0.2430928001638128,1.6701127289001765,1.261385183153629,1.299959511043839,-0.3041742356858862,-0.5913966498232364,0.6443368462038811,-0.2537125610499802,0.3214001995364981,0.6058237785304907,-1.1562885541377346,-0.1148532056305512,1.025116704325745,-0.2552129524041306,-0.7358780916146437,-1.354080084966971,0.5449501142741614,1
Owner and Manager,0.566124049317916,-0.6595467971200673,0.4727556575819819,-0.3213164357723239,0.7619228162490289,0.1646299258459113,-0.2726978009271394,-1.1562043044677524,1.6974587290933316,1.4468919156755606,0.6367387503062134,-0.1527361932722852,-0.9273411673629252,0.050898405319415,1.6748437534797822,0.8161838298322012,1.4872816985626205,-0.2968902080187904,-0.4495518772620038,-0.0468158232678942,0.9441031457105936,-0.187404798330515,0.281923576834805,0.0775171517606686,0.7834014958549824,1.4814733579294763,0.0911952290254773,-0.3130070273519771,0.3801400418580264,0.512727114269886,1
