,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance
Parent and Child,1.2247138800898094,-0.2337201375471853,0.9095023571307292,1.5390999915744201,-0.84629029004785,1.4131482419262174,0.2683430378689985,1.5678582416810045,0.2954117732798776,-1.2982376871212284,-0.08705950710610527,0.6748773209183954,1.9369993262494407,1.497757259476984,-0.2031383910598991,0.47998729153631003,-0.4270536620887755,2.055648531225188,0.8002313235078095,-0.6687597471285311,-0.7380879135379684,0.2131000345540494,1.510439581599137,1.2276003173060597,0.7076602181223325,0.3504360761155448,1.1059901317549783,1.8040466618085236,0.11227325393934706,1.2476665066654842
Parent and Teenager,-0.08289431283302036,-0.43989765272113257,0.7210839840270077,1.3604110502579017,-0.9310849492633121,0.6178719606315141,0.2683430378689985,1.4296586489956042,0.3630611672159523,-1.2653653643699014,-0.20736256160391028,0.808375368241409,1.7514766914695357,1.0219029526742325,0.17757932511880406,0.3850160559492784,-0.5026874391700836,1.6593198292006823,0.5861980474565149,0.46826558841871163,-0.13458423223321878,0.7422558434479478,0.8614835570803857,1.1838834778736231,0.6544574544642462,0.24628316163925867,0.5117859548111109,1.5516408167999156,0.13877717277794838,1.3697874402602135
Wife and Husband,1.0268265867988173,1.464432851067325,0.8969411322571478,1.6937346523290995,-1.091902406396085,3.198904982651597,0.11962345975113003,2.0086028886236313,1.3536415784227616,-1.0311500647666956,0.048935250152282506,1.70256040219744,1.7514766914695357,1.2299688034219938,0.7648748155469377,0.4823036631359939,-0.23986006381253824,1.7568776635451764,3.4300336251544574,0.2757533622943107,0.574181719066545,-0.07639327793498914,1.1267800450911962,0.7904319229816951,1.0220401851928407,0.6517355787076591,1.4422452086301898,1.286614679540877,0.997504143148621,1.029593410960612
Fiance and Fiancee,1.1975528790498695,1.430694712220679,0.6415295598276588,1.6490624169999701,-1.1035982214602866,3.148296492023753,0.07150830212476049,1.9749867714839395,1.3922983749576618,-0.9982777420153682,-0.07659837193238328,1.7101168954421397,1.7149804354472595,1.251160695627785,0.14514149279864538,0.4475580891407385,-0.7768598810898251,1.7477316165753796,3.2423159158307806,-0.14336179666402052,0.7262272201704548,-0.3302931503638998,0.4084387852465406,0.47469919374743147,0.8769417388526063,0.7149712767825468,1.082958962105991,0.6598068311028334,0.8278790625815743,0.379735585760091
Between Siblings,0.15767455352073492,0.8496489876395553,0.20607376421016918,1.4566281725052577,-1.1825449731436477,1.0263547778419753,0.3383287216891725,1.2653131874237775,0.8800958208702385,-0.70653587759734,-0.2439765347119375,0.7277727736312882,1.486878835308032,0.9698864899872924,-0.5923923789018016,-0.22418967476753604,-1.2968420985238176,1.426095631470877,-0.8857193181749313,0.8833700759994509,0.33558724041117877,0.1015739223656494,1.2492245780192626,1.2033131842880391,1.123609097631005,0.36159531695229,0.714460247722197,1.5306069963825313,1.2254378451605894,0.5018565193548195
Between divorced spouses,-1.8832806674804776,-0.8147658621283091,-1.1170419224737422,-0.563931394689221,0.9460933685410554,-0.5605828925597287,-1.7568676876772724,-1.1774579913938334,-0.6855044387932073,0.15636259462499746,-0.5107354816418523,-0.24197719277173227,-1.4419457104796467,-1.91028431434515,0.1195326778090467,-1.1669529158388032,-1.8338419158011048,-1.2140632604769828,0.024799290600659312,1.6474029734306674,0.9133601446060358,0.7944595555361351,-0.11807270634414438,-1.5459902733518536,-0.9319522255223168,-0.5497426847152154,-1.689993863632057,-1.3720602212164617,-1.5839775517311172,-1.604729585154251
Between a person and their in-laws,-1.0335293492309234,-0.5973423006721466,-0.589470477783322,-0.21686248943982922,-0.27027139813591794,-0.4376765581778199,-1.1095001123406671,0.10368958404109085,-0.5985266465896826,-0.8133709265391531,-1.0756367810228484,1.0174383480114109,0.11674855713840666,-1.122331231420756,-1.2582215686313718,-1.0071232754606279,-1.2854970319616215,-0.535731443550425,-0.945367936090866,0.15543322096656018,-0.17668914023122462,-0.5106332466685467,0.4696610517105737,-0.13733655830667896,-0.7094679411339572,-0.021538618442620405,-1.2247642367225176,-0.4213315383507044,-1.6581885244792003,-1.482608651559522
Between cousins,0.09171212242373736,1.1495435551652966,0.44473703680821647,1.576899575314453,-1.2644156785930598,0.5347294403143403,-0.304664748408672,1.3586912905895883,0.40655006331771465,-1.3516552115921352,-0.7931861313323503,0.16859227352357214,0.846673677583934,-0.08970812030223513,-1.1728588519993757,-0.7917007166900433,-1.6182856511193768,0.2157687491345027,-0.7155453200030001,-0.5404182630455973,-0.8012452755349769,-0.641142526889015,0.8737280103731924,0.7661447899636745,0.10308335837135572,0.11609201854390058,-0.13308679536052845,0.7144947641880316,-0.13686358314350225,-0.7586059738193447
Employer and Employee,1.1150116551103115,-1.5750667486623193,0.004332879876891536,-1.259006384950154,1.5444406346664639,-0.9808962660208551,1.4759937296977885,-0.6103982376232732,0.608180399789522,1.3035319488218802,1.7008435953118615,-0.3774343309359636,-0.8983880455552805,1.2321093985942961,2.146802350356032,0.06484202594855296,1.4953048387278027,-0.494235489705979,-0.5728564693021369,0.38938905132607526,0.986653873343305,-0.02946266807793185,1.0941281696437117,0.26582984979245755,0.5480519271480746,1.1408823020516463,1.338604945209748,0.9626938451131631,0.6290996712920667,-0.2483149298699425
Interviewer and Job applicant,1.250463920036766,-1.301072166513801,-1.6674519578434015,-1.3789653945052993,1.5540099379008103,-0.96906570977019,0.22579492327377929,-0.9689701537799869,0.3182544257777728,0.8328600548824234,0.5482167016253849,-1.3961615683694393,-1.4255561880992726,0.12734823016919505,-0.7236612675892269,-1.1831675170365894,-0.7333704592680731,-1.557717506805069,-0.7299701491722131,-1.5107779213462522,0.547411314598677,-0.9960223070440658,0.8186279705555626,-0.0911910055724402,0.24334518983358222,1.0739268570311766,0.6614885575295268,-1.725428404228513,-0.8657213512050301,-0.3464478229371352
