"","Formality","Activeness","Valence","Exchange","Equality"
"Parent-Child",-2.42370248147605,-1.19577824470326,0.286570947033658,0.426479274358493,-2.48001330938954
"Parent-Teenager",-2.60877176637425,-1.81407890552905,0.211667172286339,1.09185644256684,-2.60406028859015
"Wife-Husband",-2.51075471207027,-1.34818359489625,0.704412688712092,1.60157039878735,0.8923929036239
"Fiance-Fiancee",-2.11653621343349,-1.37993500650411,1.0023682941665,1.22270283853847,1.17680450900568
"Siblings",-2.01194856110675,-1.82034186470227,0.253331231144685,0.390436846455787,-0.324552810479091
"Divorced spouses",-0.535231136859118,-0.949830693209679,-1.75629329722861,0.747027053325524,1.11431997530236
"A person and their in laws",-0.0529434616516195,-2.07043829160618,0.382763820655468,-0.175779122398427,-0.702440124445519
"Cousins",-0.667061525120322,-2.04417127063135,0.892087947412621,-0.386838849662304,0.0445444683147274
"Employer-Employee",0.632488789878629,0.863851180459585,0.135658973890233,1.53813236238205,-0.647526530947622
"Interviewer-Job applicant",1.45789295398482,0.207639855334295,-0.0901484733869877,0.299691380323986,0.103293331790261
"Guard-Prisoner",0.677481445606262,0.32837803623106,-2.27884445524786,-1.2393500111295,-0.939188953167083
"Nurse-Patient",1.11631054708252,1.17798954624756,0.61976149000315,-0.773391390426091,-0.33583158676646
"Therapist-Patient",0.254534002216414,1.26669258582424,0.386399120756832,-0.190830724701319,-0.367291511687623
"Salesperson-Customer",0.888785503957233,-0.509356890024908,0.352884023067392,2.48429884689378,0.86002870949221
"Business partners",-0.231545941084255,0.777103690540076,0.150709605053989,1.91971825624702,0.986439184253511
"Opposing negotiators",0.167097007561886,-1.09438139067582,-1.56570595956945,1.37386894735929,0.46496797371773
"Political opponents",1.03289234433183,0.655970105413419,-0.901190192673146,-0.262642148605791,0.849641409564462
"Business rivals",0.434355375299272,-0.272585806066575,-1.35837417918463,1.00313569149953,0.866179041572169
"Enemies",0.0145756560592533,-0.127460710347229,-2.48655226267222,-0.94902132377861,1.29124631690551
