,V1,V2,V3,V4,V5,cl_k3
parent and child,-2.63677632016363,0.274953401327737,-1.3299675098876,0.0825187042807779,-1.5946112963178,1
parent and teenager,-2.25388529123642,1.01045553758475,-1.60178819946558,-0.31196693422659,-1.38970249742072,1
wife and husband,-1.60777143708858,-0.483983286439434,-0.444738519371108,0.962987047608443,0.966240513242805,1
fiance and fiancee,-1.61939714185903,-0.31218930096052,-0.183674951260411,0.857379886954879,0.87539553390178,1
siblings,-1.02855583375157,0.0944444399164044,-0.0769629689325941,0.696953153879546,1.45184506681086,1
divorced spouses,-0.966988236694762,2.1288489215271,-0.295552005453172,-0.359587870173694,0.0890936126566676,0
a person and their in laws,-0.630649315806292,0.367570505364594,-0.119584682144413,-0.746562536897428,0.449984712743872,1
employer and employee,0.543672984617223,0.179176773596636,-1.49654111634896,0.104659597358865,0.0739822214394172,2
interviewer and job applicant,0.182267774589142,0.320191401134432,-1.42408994707648,-0.0994452313178675,-0.501381773305296,2
guard and prisoner,-0.17560989734325,2.71931887684631,0.971717855825506,0.392182902440011,-1.92533486984298,0
nurse and patient,-0.54584523243244,-0.482011303600243,-1.43598150219157,-0.369171349051011,-0.997089277928844,2
therapist and patient,-0.148037506403178,-0.442728193295535,-0.828034428423333,0.542696732922237,-0.436085424371949,2
salesperson and customer,0.375983050930852,0.292627775148762,-1.75927661543334,-0.327688913184653,-0.256848896012616,2
business partners,0.478816388335878,0.0371340063662806,-2.07453595935802,0.0490387057931592,1.34904189480943,2
opposing negotiators,0.101529640501922,2.74288224967824,-0.955961465079725,0.397238583538526,0.147339783495222,0
political opponents,0.261050310071321,2.50481956208602,-0.580396788274,0.629465714419615,0.990539030464921,0
business rivals,0.164036088910053,2.25582307123339,-1.14332893430459,0.0312615176891234,0.459182916601624,0
enemies,-0.338265918541408,3.01974977103643,0.440924911580611,0.981762522351924,0.0887931535404421,0
teacher and student,-0.184290703829259,-0.140424060991837,-1.48440074066903,-0.0548864632394837,-0.122221583253987,2
professor and graduate student,-0.422366917096718,-0.440327770438687,-1.03832571271196,0.655859344076728,0.297173690965545,1
master and servant,-0.340592631369893,2.39023415119612,-0.0851921061498802,0.0206791214996516,-1.62356002082289,0
close friends,-1.10776526507694,-0.43239755254571,-0.159758100735908,0.755627053310051,1.28962788554764,1
casual acquaintances,0.813165277679376,0.17681088264216,0.307059631456492,-1.32486812138319,1.64263568154055,1
teammates in sports,-0.16204052762558,-0.496625052267582,-0.136218207251883,0.214842265781083,1.65267795595864,1
second cousins,-0.827113956184337,0.473610223886886,0.274209482653401,-1.68111931682837,0.783230706889942,1
grandparent and grandchild,-1.49765025358136,-0.359762764050153,-0.955980093026636,-0.586466958558929,0.277925256563668,1
foster parent and foster child,-1.52363491620135,-0.349554151726598,-1.54655836695913,0.267025090380574,-0.254393631142432,1
godparent and godchild,-0.985187144713978,-0.029313466040067,-0.320771183743673,-0.722599290369175,0.458520769844335,1
step grandparent and step grandchild,-1.36049559782882,-0.318937200728517,-0.279232608386397,-0.682852660530076,-0.585124983002093,1
ancestor and descendant,-0.83545390543334,-0.669187341167053,0.44410688778445,-3.38748890317484,-1.55596424329107,1
man and his mistress,-0.918849638552311,0.241949065722075,-1.1996113109621,0.113526170846736,0.125337858119662,1
step siblings,-0.957358688706538,-0.104325019488993,-0.0205130087884589,0.403685619014179,1.24220538634577,1
distant relatives,-0.258033482368232,0.158685436792074,0.40103855279469,-2.73994704797081,0.970082792762446,1
twins,-1.23119142281297,-0.271149484218736,0.0635193556805349,0.88041936891873,1.32363008114836,1
a person and their family friends,-0.481153593803489,-0.431324359218797,-0.572768105971726,0.0423967068641232,1.54605923624195,1
manager and staff,0.315457851943036,0.530521406529647,-1.36865032312176,-0.0718442640598008,-0.471393399478131,2
union leader and union member,0.0800750913313344,-0.639987156688251,-1.16620290613917,0.168018009068097,0.335707493674555,2
manager and assistant,0.14553684649568,0.227760765874218,-1.53118602874924,-0.795844055074505,-0.880099475107709,2
entrepreneur and investor,0.352761903279763,0.222015966283274,-1.7319344183085,-0.299703549449391,-0.126955207408468,2
drug dealer and addict,0.21092190788152,0.985590451286809,-1.84946710894723,-0.811196061282909,0.497428388002599,2
victim and witness,0.258223303849586,-0.512874252892986,0.482114636789432,-0.941047753984212,-0.866409375542965,2
criminal and police officer,0.505218620862868,2.32470537050756,0.0721986668614266,0.97425060430442,-0.598538446620043,0
