,V1,V2,V3,V4,V5,cl_k3
parent and child,-1.40258396158173,-0.156696670843459,-0.56666135900182,0.442048572515556,0.140817129360345,0
parent and teenager,-1.06424959872899,0.0399193199516345,-0.654964286815913,0.577356637288665,0.0698999738973181,0
wife and husband,-1.88713644653114,-0.249452883314744,-0.456563136812689,0.0654130960457924,-0.353105255199815,0
fiance and fiancee,-1.88486803043449,-0.275721302459858,-0.447922709898965,0.0598696132009799,-0.355392472829939,0
siblings,-1.36599710101202,-0.257867982712776,-0.266094895514557,0.459581219633345,-0.190948782737925,0
divorced spouses,-1.4510402983167,2.46163060690672,0.686700562075114,-0.583221243688742,0.481736226034531,2
a person and their in laws,-1.06942539399617,0.271257382838343,-0.239314500949507,0.730590821194018,0.0143413205257381,0
employer and employee,0.741278797749715,-0.22062446415677,-0.37781919042138,-0.178710344756751,0.991954966120207,1
interviewer and job applicant,1.31409960258033,-0.0299215779764992,-0.920506507956678,0.286179399664215,-0.599460080656157,1
guard and prisoner,0.29262303846338,2.27506052236553,-0.627183604928683,0.723428046537246,1.54631838238672,2
nurse and patient,0.905591756562767,-0.355084574017327,-1.20538437069705,0.620697762535952,-0.40486993328812,1
therapist and patient,0.555776495216277,-0.729072731068718,-0.976316781341007,-0.225843692219074,0.149245012639581,1
salesperson and customer,0.299952476256131,0.268344616436339,0.320978244943199,-3.1145163671098,-0.306847943080279,1
business partners,-0.497458102465617,-0.77051416626214,-0.565638510875912,-0.595861068287752,1.39398507548748,1
opposing negotiators,0.342235994104632,2.31882155413034,-0.357424550435332,-0.038280206985379,0.558092255585348,2
political opponents,-0.585853512152699,2.28959597860398,1.02030697786945,0.221941856204695,3.90176116617613,2
business rivals,-0.460831253139396,2.44488019607725,0.450041649046726,-0.458754429390652,1.70038285566916,2
enemies,-0.315014378739725,2.51768185914087,0.407049315894948,0.64214412071641,0.0879696399726903,2
teacher and student,0.671987078247684,-0.719851219496957,-0.360349366735966,1.1023512722962,1.21438465707957,1
professor and graduate student,0.523242742663091,-0.709185965351702,-0.745736338609768,0.504512003165115,1.19963964657168,1
master and servant,0.20250653915702,2.39275424523494,-0.871806070338681,0.56256972916014,-0.0104889685769824,2
close friends,-0.811833974029191,-0.409350744343693,-0.562156294817147,0.773817804997662,-0.031110531828537,0
casual acquaintances,0.765267173436351,0.291063700162804,1.81296769382386,0.693090092363377,-1.24537184422766,0
teammates in sports,0.062895741626288,-0.789520252594688,0.0603938217753596,0.96983592020796,0.233307492048238,0
second cousins,-0.0827895746516319,0.231463755732668,1.34576310729555,0.526343872538849,-0.919359135935303,0
grandparent and grandchild,-1.20770882549612,-0.467640985592765,0.35862582963701,0.556666271711262,0.035479248707477,0
foster parent and foster child,-0.973509134380452,-0.0878438724552737,-0.758307200017185,0.631905390828089,-0.131915893144336,0
godparent and godchild,-0.967930607757071,-0.436826007499457,0.0721980882826674,0.69346629596873,0.296343937582239,0
step grandparent and step grandchild,-0.883221655947302,0.388776681735141,0.691270482873971,0.607951656036642,-0.0940675051452126,0
ancestor and descendant,-0.584768040774796,-0.197329645429441,4.25565797752534,-0.291822530199743,-0.466769079274807,0
man and his mistress,-1.53073741749997,0.551448297387714,-0.677856227910281,-0.252896249958101,-0.955394808795741,0
step siblings,-0.673585985231595,0.342308697111706,0.546842788341972,0.524204455693077,-0.738223067309298,0
distant relatives,-0.214408037917586,0.0056171580145603,3.88284595447805,-0.128614849583338,-0.584275655149893,0
twins,-1.49825188787365,-0.237209064326915,-0.389800589125189,0.440584307324648,-0.118861360309708,0
a person and their family friends,-0.231984791210143,-0.140055887184251,1.11556524907189,0.850361123667977,-0.421615737272376,0
manager and staff,0.846520277916792,-0.535369347180293,-0.0047852968182681,-0.25033094143591,0.812786552396909,1
union leader and union member,0.888718462444818,-0.935095435782255,0.402241732258893,0.52335104973213,0.920820203226618,1
manager and assistant,0.611563234043564,-0.253809163354952,-0.61432569962214,0.146868737786608,1.19238735926917,1
entrepreneur and investor,-0.389820176084665,0.0156499953933314,-0.1614325509937,-2.97344227629463,0.612345402994404,1
drug dealer and addict,-0.495135566327742,1.19867413539989,-0.0789412806131712,-3.18233029055517,-0.367245708127066,1
victim and witness,0.816716389051479,-0.0562118964176344,-0.536053106955181,0.601008380891056,-1.31184968614973,0
criminal and police officer,0.901170032104665,2.22761240897319,-0.273946276179638,0.628437531928375,1.30443848579533,2
criminal and prosecutor,0.90055095860807,2.23757064694555,0.156534546280394,0.722100690041064,1.4989353403346,2
customer and businessman,0.332649686909953,0.232706495068457,0.39399935420664,-2.98108847465963,-0.0314676461789664,1
representative and citizen,0.417826789340701,0.290585436933186,2.08461588493268,-0.0873390841481615,3.89324743212379,1
officer and soldier,0.420257181108224,-0.517399302605688,-0.457910650217718,0.503956653561111,2.30561995618164,1
religious followers,0.539702001297483,-0.474407752589164,2.85968739221928,0.429893169788404,-0.462114092096763,0
reader and writer,0.896987404941361,-0.460026531554609,1.83439408726828,0.444511768557017,0.22268828586848,0
reviewer and writer,0.410208750841831,0.469432180102634,0.0289932453464609,-0.567009189902269,1.21854849194818,1
sugar daddy and sugar baby,-2.24546599950599,0.306758489609621,0.134230796459196,-3.77874847848654,-0.463806770369423,1
director and performer,0.787582835150776,-0.556823422006053,-0.492957820515603,0.115323462451817,0.697705848122429,1
psychologist and client,0.653683338263743,-0.824332945348647,-0.945504471333667,-0.280125433574896,0.0677758975749591,1
