"","USA","UK","Australia","South Africa","Germany","Japan","Israel","CHN","HK(region)","France","Spain","Mexico","Chile","Portugal","Brazil","Russia","Egypt","Qatar","India"
"USA",0,0.208333333333333,0.148648648648649,0.178082191780822,0.136986301369863,0.153846153846154,0.141025641025641,0.181818181818182,0.295454545454545,0.231707317073171,0.216216216216216,0.194444444444444,0.125,0.150684931506849,0.225,0.246753246753247,0.272727272727273,0.205128205128205,0.390804597701149
"UK",0.208333333333333,0,0.169014084507042,0.225352112676056,0.157142857142857,0.265822784810127,0.253164556962025,0.294871794871795,0.393258426966292,0.317073170731707,0.310810810810811,0.217391304347826,0.293333333333333,0.293333333333333,0.333333333333333,0.315789473684211,0.363636363636364,0.316455696202532,0.416666666666667
"Australia",0.148648648648649,0.169014084507042,0,0.189189189189189,0.123287671232877,0.164556962025316,0.197530864197531,0.2375,0.340659340659341,0.282352941176471,0.25,0.154929577464789,0.210526315789474,0.256410256410256,0.27710843373494,0.278481012658228,0.30379746835443,0.280487804878049,0.397727272727273
"South Africa",0.178082191780822,0.225352112676056,0.189189189189189,0,0.178082191780822,0.259259259259259,0.246913580246914,0.2875,0.366666666666667,0.30952380952381,0.256756756756757,0.236111111111111,0.216216216216216,0.285714285714286,0.283950617283951,0.263157894736842,0.289473684210526,0.243589743589744,0.388235294117647
"Germany",0.136986301369863,0.157142857142857,0.123287671232877,0.178082191780822,0,0.153846153846154,0.164556962025316,0.25,0.351648351648352,0.253012048192771,0.216216216216216,0.219178082191781,0.2,0.223684210526316,0.246913580246914,0.269230769230769,0.316455696202532,0.25,0.444444444444444
"Japan",0.153846153846154,0.265822784810127,0.164556962025316,0.259259259259259,0.153846153846154,0,0.111111111111111,0.15,0.263736263736264,0.178571428571429,0.25,0.230769230769231,0.166666666666667,0.142857142857143,0.214285714285714,0.27710843373494,0.321428571428571,0.238095238095238,0.425531914893617
"Israel",0.141025641025641,0.253164556962025,0.197530864197531,0.246913580246914,0.164556962025316,0.111111111111111,0,0.1375,0.213483146067416,0.144578313253012,0.280487804878049,0.217948717948718,0.177215189873418,0.177215189873418,0.202380952380952,0.285714285714286,0.289156626506024,0.182926829268293,0.397849462365591
"CHN",0.181818181818182,0.294871794871795,0.2375,0.2875,0.25,0.15,0.1375,0,0.229885057471264,0.204819277108434,0.3,0.213333333333333,0.194805194805195,0.194805194805195,0.219512195121951,0.304878048780488,0.265822784810127,0.222222222222222,0.382022471910112
"HK(region)",0.295454545454545,0.393258426966292,0.340659340659341,0.366666666666667,0.351648351648352,0.263736263736264,0.213483146067416,0.229885057471264,0,0.252747252747253,0.395604395604396,0.305882352941176,0.28735632183908,0.28735632183908,0.247191011235955,0.344444444444444,0.348314606741573,0.288888888888889,0.395833333333333
"France",0.231707317073171,0.317073170731707,0.282352941176471,0.30952380952381,0.253012048192771,0.178571428571429,0.144578313253012,0.204819277108434,0.252747252747253,0,0.321428571428571,0.304878048780488,0.24390243902439,0.222222222222222,0.264367816091954,0.305882352941176,0.348837209302326,0.267441860465116,0.463917525773196
"Spain",0.216216216216216,0.310810810810811,0.25,0.256756756756757,0.216216216216216,0.25,0.280487804878049,0.3,0.395604395604396,0.321428571428571,0,0.25,0.180555555555556,0.22972972972973,0.317073170731707,0.3625,0.3875,0.320987654320988,0.454545454545455
"Mexico",0.194444444444444,0.217391304347826,0.154929577464789,0.236111111111111,0.219178082191781,0.230769230769231,0.217948717948718,0.213333333333333,0.305882352941176,0.304878048780488,0.25,0,0.183098591549296,0.256756756756757,0.278481012658228,0.302631578947368,0.328947368421053,0.282051282051282,0.423529411764706
"Chile",0.125,0.293333333333333,0.210526315789474,0.216216216216216,0.2,0.166666666666667,0.177215189873418,0.194805194805195,0.28735632183908,0.24390243902439,0.180555555555556,0.183098591549296,0,0.112676056338028,0.192307692307692,0.282051282051282,0.263157894736842,0.194805194805195,0.402298850574713
"Portugal",0.150684931506849,0.293333333333333,0.256410256410256,0.285714285714286,0.223684210526316,0.142857142857143,0.177215189873418,0.194805194805195,0.28735632183908,0.222222222222222,0.22972972972973,0.256756756756757,0.112676056338028,0,0.2375,0.325,0.329113924050633,0.2625,0.438202247191011
"Brazil",0.225,0.333333333333333,0.27710843373494,0.283950617283951,0.246913580246914,0.214285714285714,0.202380952380952,0.219512195121951,0.247191011235955,0.264367816091954,0.317073170731707,0.278481012658228,0.192307692307692,0.2375,0,0.2375,0.2625,0.197530864197531,0.395604395604396
"Russia",0.246753246753247,0.315789473684211,0.278481012658228,0.263157894736842,0.269230769230769,0.27710843373494,0.285714285714286,0.304878048780488,0.344444444444444,0.305882352941176,0.3625,0.302631578947368,0.282051282051282,0.325,0.2375,0,0.285714285714286,0.2625,0.383720930232558
"Egypt",0.272727272727273,0.363636363636364,0.30379746835443,0.289473684210526,0.316455696202532,0.321428571428571,0.289156626506024,0.265822784810127,0.348314606741573,0.348837209302326,0.3875,0.328947368421053,0.263157894736842,0.329113924050633,0.2625,0.285714285714286,0,0.197368421052632,0.460674157303371
"Qatar",0.205128205128205,0.316455696202532,0.280487804878049,0.243589743589744,0.25,0.238095238095238,0.182926829268293,0.222222222222222,0.288888888888889,0.267441860465116,0.320987654320988,0.282051282051282,0.194805194805195,0.2625,0.197530864197531,0.2625,0.197368421052632,0,0.363636363636364
"India",0.390804597701149,0.416666666666667,0.397727272727273,0.388235294117647,0.444444444444444,0.425531914893617,0.397849462365591,0.382022471910112,0.395833333333333,0.463917525773196,0.454545454545455,0.423529411764706,0.402298850574713,0.438202247191011,0.395604395604396,0.383720930232558,0.460674157303371,0.363636363636364,0
