"","USA","UK","Australia","South Africa","Germany","Japan","Israel","CHN","HK(region)","France","Spain","Mexico","Chile","Portugal","Brazil","Russia","Egypt","Qatar","India"
"USA",0,0.429702576598473,0.330719060697101,0.328782197121121,0.358619816254647,0.299281236183754,0.285456043206685,0.348025826038472,0.499747187451511,0.377682658694862,0.42057869939846,0.372228787411922,0.275851708127765,0.283492271622947,0.369128115694192,0.442367921149424,0.445551711105533,0.349510216961674,0.623925259753629
"UK",0.429702576598473,0,0.284495876298646,0.451089434241702,0.282088293447791,0.540325898446521,0.518937846853658,0.573827835550192,0.59846540307896,0.570835407725705,0.481963104151539,0.412445230982917,0.572368797638734,0.545959685990124,0.572610815802192,0.574064201164041,0.658555466646384,0.579158212814726,0.624626496005629
"Australia",0.330719060697101,0.284495876298646,0,0.37343863939424,0.281400155203327,0.380337470211407,0.421038987632286,0.487595138119547,0.558684112450917,0.518833166011954,0.443744561635552,0.347810207408366,0.423214085385076,0.485177017577328,0.487963593820598,0.538525205645774,0.56315807756508,0.536219694461572,0.639218872257751
"South Africa",0.328782197121121,0.451089434241702,0.37343863939424,0,0.390538568776527,0.469332807093079,0.457624372086479,0.494286346150117,0.582481579195026,0.517613064729586,0.47221186870641,0.44803536176696,0.419816769636666,0.488930452889369,0.454071964431623,0.453253102209544,0.483970784392484,0.440282136839111,0.641032315400471
"Germany",0.358619816254647,0.282088293447791,0.281400155203327,0.390538568776527,0,0.425534736583349,0.407276171326777,0.5357600847264,0.58879084669637,0.526454375475079,0.335691565560437,0.380941703859378,0.446126707131099,0.492612287713484,0.477928129267343,0.489549657219379,0.596169074506259,0.504634688183011,0.674777637507431
"Japan",0.299281236183754,0.540325898446521,0.380337470211407,0.469332807093079,0.425534736583349,0,0.20303062499142,0.236248481751117,0.484686552878436,0.30980607050084,0.522353709066156,0.443201814786382,0.31884624477166,0.267296248738384,0.410614537811376,0.531774232241077,0.48977439565027,0.40693746133214,0.716381991713623
"Israel",0.285456043206685,0.518937846853658,0.421038987632286,0.457624372086479,0.407276171326777,0.20303062499142,0,0.25859652633145,0.429207166430497,0.257764175212391,0.530783662485583,0.398802908632579,0.283754098755238,0.284303894193755,0.366885091433607,0.527713789541113,0.462733068567626,0.3302727303064,0.674308465067919
"CHN",0.348025826038472,0.573827835550192,0.487595138119547,0.494286346150117,0.5357600847264,0.236248481751117,0.25859652633145,0,0.415154031906178,0.369318850858532,0.576022536723902,0.444398554268773,0.365164095061693,0.35004285378337,0.413218285399374,0.534936957235573,0.422469201461136,0.389552031309168,0.676914065148192
"HK(region)",0.499747187451511,0.59846540307896,0.558684112450917,0.582481579195026,0.58879084669637,0.484686552878436,0.429207166430497,0.415154031906178,0,0.489348729878458,0.636377292504955,0.532314320837711,0.511801034701925,0.524793479867651,0.443473435982965,0.587549531987347,0.572254467508413,0.514278379506497,0.666818892889354
"France",0.377682658694862,0.570835407725705,0.518833166011954,0.517613064729586,0.526454375475079,0.30980607050084,0.257764175212391,0.369318850858532,0.489348729878458,0,0.572968494336528,0.515510788717453,0.398083662254936,0.321868459800486,0.436576778076922,0.549188631496911,0.532297795854464,0.437333390334913,0.726647009725392
