,0
0,1
1,3
2,6
3,7
4,11
5,12
6,14
7,15
8,16
9,17
10,20
11,22
12,23
13,28
14,31
15,415
16,551
17,44
18,45
19,50
20,52
21,54
22,55
23,568
24,57
25,65
26,67
27,68
28,325
29,198
30,456
31,73
32,74
33,75
34,203
35,334
36,593
37,83
38,211
39,85
40,90
41,91
42,608
43,227
44,105
45,502
46,252
