,0
0,515
1,271
2,18
3,403
4,535
5,32
6,546
7,547
8,36
9,421
10,41
11,554
12,43
13,44
14,46
15,431
16,48
17,434
18,309
19,184
20,442
21,187
22,573
23,447
24,64
25,194
26,579
27,458
28,459
29,469
30,89
31,475
32,476
33,480
34,490
35,235
36,250
37,369
38,378
39,508
