,0
0,390
1,6
2,392
3,400
4,276
5,278
6,152
7,282
8,283
9,289
10,296
11,172
12,311
13,449
14,578
15,198
16,330
17,591
18,336
19,211
20,212
21,215
22,343
23,473
24,349
25,351
26,225
27,228
28,358
29,232
30,233
31,236
32,370
33,243
34,375
35,382
36,383
