,0
0,0
1,132
2,6
3,394
4,142
5,274
6,403
7,405
8,536
9,413
10,286
11,288
12,34
13,549
14,422
15,552
16,553
17,430
18,183
19,440
20,569
21,186
22,193
23,579
24,195
25,200
26,584
27,74
28,459
29,208
30,593
31,338
32,81
33,80
34,342
35,474
36,475
37,228
38,485
39,102
40,104
41,239
42,498
43,506
44,510
45,255
