,0
0,5
1,519
2,136
3,137
4,10
5,138
6,142
7,19
8,405
9,278
10,152
11,153
12,154
13,158
14,546
15,163
16,34
17,36
18,166
19,552
20,424
21,42
22,172
23,46
24,184
25,57
26,56
27,190
28,193
29,69
30,587
31,472
32,223
33,228
34,102
35,109
36,495
37,114
38,119
39,120
40,506
41,125
42,510
