"","Formality","Activeness","Valence","Exchange","Equality"
"Parent-Child",-0.72600242879706,1.31331745310959,0.562836121405021,-1.26604800449455,1.59932272828208
"Parent-Teenager",-2.58481080449323,1.68262226457185,0.194943391526176,-1.71786340303484,0.0364679841033717
"Wife-Husband",0.0901776699491282,0.446220905049075,0.339731902967321,-0.688839729364455,3.30452092257966
"Fiance-Fiancee",-0.991896060381843,0.413846432112013,0.816796149212654,-1.32825097629346,0.6382583977484
"Siblings",0.290967515453365,0.502475464072341,0.343193411706214,-1.7921364355216,1.30763574044886
"Divorced spouses",-0.368991414057951,-1.00280845154123,-0.161374348972092,-1.12603597367943,-1.47071902203378
"A person and their in laws",0.882420192914915,-0.494006690586306,0.36787257492288,-1.27358109138393,0.22563809110107
"Cousins",1.70005876723313,-0.758735032776092,0.36343884794149,-1.12030219195953,1.23126667677768
"Employer-Employee",0.525301292054535,2.22252738363386,-0.579221452071672,0.667083124607354,-1.98211368845305
"Interviewer-Job applicant",-0.337149315051478,0.856807533913109,0.453353527173391,-0.939100537051448,-2.15690801367445
"Guard-Prisoner",-0.805189098946221,0.483866557356163,-1.21339451898652,-2.33453808359002,-2.06470413428713
"Nurse-Patient",0.142482933346079,0.325792603102001,1.76476104826143,-0.546561625762535,-1.23136446329067
"Therapist-Patient",0.419733523731548,0.0892992191081882,2.14838075835144,-0.0854087776047334,-1.12864277771799
"Salesperson-Customer",0.478319074335845,0.628805978226366,0.536279919029983,1.25984694099423,-1.28905641344443
"Business partners",0.564298387637559,0.653326457816437,0.351109982778247,0.478637383179263,-0.624071148187895
"Opposing negotiators",1.24872034128575,-1.36551972309099,0.0746946533905727,-0.997867111009678,-0.980278630762464
"Political opponents",0.779125527498735,-1.09385995013903,-1.25686061772299,-0.665778047563508,-0.312036163691857
"Business rivals",1.10193215065272,-0.892360706932654,-1.89595575134363,0.678788625676853,-0.00114753696869076
"Enemies",-0.416184173318782,-1.68001087959208,-1.8791857282115,-0.745569585121145,0.150081072141029
"Teacher-Student",0.765794808954569,-0.309434925381247,0.857829571960167,0.146477769091184,0.437315370155342
"Professor-Graduate student",0.88222701664686,-0.339788980317979,0.753704512348631,-0.0125611954737467,0.54054333603587
"Master-Servant",0.437409294536502,-0.935302987373124,-0.108531098359545,1.03021075764967,0.214375330931241
