Country Name,United States,United Kingdom,Germany,France,Australia,South Africa,India,Chile,Mexico,Spain,Brazil,Portugal,"Egypt, Arab Rep.",Qatar,Russian Federation,Israel,Japan,China,"Hong Kong SAR, China"
United States,0.0,1.2389999999995887,5.21099999999995,1.6890000000000596,3.577000000000083,15.309999999999997,47.73799999999999,5.062999999999953,1.932999999999972,1.8540000000001253,4.408999999999993,16.354000000000003,39.88099999999999,16.571000000000087,7.910000000000026,9.922999999999998,9.117999999999832,21.236000000000015,17.33600000000004
United Kingdom,1.2389999999995887,0.0,6.4499999999999975,2.9279999999999755,2.33800000000004,16.549,48.977,3.8239999999999545,3.172000000000006,3.0929999999999054,3.1700000000001083,17.59300000000004,41.12,15.332000000000031,9.149000000000026,8.684000000000037,7.8789999999998885,22.474999999999994,16.09699999999993
Germany,5.21099999999995,6.4499999999999975,0.0,3.522000000000084,8.788000000000023,10.09900000000003,42.526999999999994,10.274000000000028,3.278000000000082,3.3569999999999167,9.620000000000035,11.143000000000013,34.669999999999995,21.78200000000002,2.6990000000000545,15.134000000000004,14.328999999999981,16.024999999999995,22.547
France,1.6890000000000596,2.9279999999999755,3.522000000000084,0.0,5.26600000000008,13.621000000000018,46.04899999999999,6.752000000000104,0.2440000000013569,0.16499999999944437,6.098000000000019,14.66500000000005,38.192,18.260000000000023,6.221000000000061,11.612000000000007,10.806999999999995,19.54700000000002,19.025000000000034
Australia,3.577000000000083,2.33800000000004,8.788000000000023,5.26600000000008,0.0,18.887,51.315,1.4859999999998617,5.509999999999988,5.431000000000012,0.8320000000002111,19.930999999999997,43.458,12.994000000000016,11.487000000000037,6.346000000000087,5.540999999999896,24.813,13.758999999999986
South Africa,15.309999999999997,16.549,10.09900000000003,13.621000000000018,18.887,0.0,32.428000000000004,20.373000000000005,13.377000000000017,13.456000000000051,19.71900000000001,1.0440000000005827,24.57100000000001,31.881000000000043,7.400000000000015,25.233000000000004,24.428000000000008,5.9260000000000295,32.646
India,47.73799999999999,48.977,42.526999999999994,46.04899999999999,51.315,32.428000000000004,0.0,52.801,45.80499999999999,45.884,52.14699999999999,31.38400000000001,7.8570000000000055,64.309,39.82800000000001,57.661,56.85599999999999,26.502000000000002,65.074
Chile,5.062999999999953,3.8239999999999545,10.274000000000028,6.752000000000104,1.4859999999998617,20.373000000000005,52.801,0.0,6.995999999999961,6.916999999999997,0.6540000000001115,21.417000000000016,44.944,11.508000000000042,12.972999999999969,4.859999999999999,4.054999999999836,26.299,12.272999999999968
Mexico,1.932999999999972,3.172000000000006,3.278000000000082,0.2440000000013569,5.509999999999988,13.377000000000017,45.80499999999999,6.995999999999961,0.0,0.07900000000604401,6.342000000000008,14.420999999999996,37.947999999999986,18.504000000000026,5.9770000000000065,11.85600000000001,11.050999999999979,19.303000000000015,19.269000000000005
Spain,1.8540000000001253,3.0929999999999054,3.3569999999999167,0.16499999999944437,5.431000000000012,13.456000000000051,45.884,6.916999999999997,0.07900000000604401,0.0,6.262999999999949,14.5,38.026999999999994,18.425000000000004,6.056000000000061,11.77699999999998,10.971999999999994,19.382,19.190000000000012
Brazil,4.408999999999993,3.1700000000001083,9.620000000000035,6.098000000000019,0.8320000000002111,19.71900000000001,52.14699999999999,0.6540000000001115,6.342000000000008,6.262999999999949,0.0,20.762999999999995,44.28999999999999,12.161999999999983,12.318999999999994,5.513999999999955,4.708999999999851,25.64500000000001,12.927000000000016
Portugal,16.354000000000003,17.59300000000004,11.143000000000013,14.66500000000005,19.930999999999997,1.0440000000005827,31.384000000000015,21.417000000000016,14.420999999999996,14.5,20.762999999999995,0.0,23.527000000000008,32.92500000000001,8.444000000000056,26.277000000000015,25.471999999999998,4.882000000000049,33.69000000000001
"Egypt, Arab Rep.",39.88099999999999,41.120000000000005,34.669999999999995,38.192,43.458,24.571000000000012,7.8570000000000055,44.944,37.94799999999999,38.027,44.28999999999999,23.52700000000001,0.0,56.45200000000001,31.971000000000004,49.804,48.998999999999995,18.645000000000017,57.217
Qatar,16.571000000000062,15.332000000000061,21.78200000000002,18.260000000000023,12.994000000000016,31.88100000000003,64.309,11.508000000000042,18.504000000000026,18.425000000000004,12.161999999999983,32.92500000000001,56.45200000000001,0.0,24.481000000000016,6.648000000000011,7.45300000000002,37.807000000000016,0.7650000000004699
Russian Federation,7.910000000000026,9.149000000000026,2.6990000000000545,6.221000000000061,11.487000000000037,7.400000000000015,39.82800000000001,12.972999999999969,5.9770000000000065,6.056000000000061,12.318999999999994,8.444000000000056,31.971,24.480999999999998,0.0,17.833000000000006,17.02799999999995,13.326000000000004,25.246000000000013
Israel,9.922999999999952,8.683999999999983,15.134000000000004,11.612000000000007,6.346000000000087,25.233000000000004,57.661,4.859999999999999,11.85600000000001,11.77699999999998,5.513999999999955,26.277000000000015,49.804,6.648000000000011,17.83299999999998,0.0,0.8049999999991287,31.159000000000006,7.412999999999942
Japan,9.117999999999881,7.878999999999946,14.328999999999981,10.806999999999995,5.540999999999896,24.428000000000008,56.85599999999999,4.054999999999836,11.050999999999979,10.971999999999994,4.708999999999851,25.471999999999998,48.998999999999995,7.45300000000002,17.02799999999995,0.8049999999991287,0.0,30.353999999999992,8.21800000000005
China,21.236000000000015,22.474999999999994,16.024999999999995,19.54700000000002,24.813,5.9260000000000295,26.50200000000001,26.299,19.303000000000015,19.382,25.64500000000001,4.882000000000049,18.645000000000014,37.807000000000016,13.326000000000004,31.159000000000006,30.353999999999992,0.0,38.57200000000002
"Hong Kong SAR, China",17.336000000000016,16.09699999999996,22.547,19.025000000000034,13.758999999999986,32.646000000000015,65.074,12.272999999999968,19.269000000000005,19.190000000000012,12.927000000000016,33.69000000000001,57.217,0.7650000000004699,25.245999999999995,7.412999999999942,8.21800000000005,38.57200000000002,0.0
