Country Name,United States,United Kingdom,Germany,France,Australia,South Africa,India,Chile,Mexico,Spain,Brazil,Portugal,"Egypt, Arab Rep.",Qatar,Russian Federation,Israel,Japan,China,"Hong Kong SAR, China"
United States,0.0,26.91629028320309,17.95653533935542,20.7556610107421,19.508872985839563,64.4972190856933,60.238628387451094,2.5971298217773438,46.7763786315918,2.8133926391601562,35.041828155517486,22.636520385742106,49.394229888915994,70.4292583465576,3.7149276733398438,26.822307586669886,24.195335388183594,37.69474029541009,11.376945495605428
United Kingdom,26.91629028320309,0.0,8.959754943847656,6.1606292724609375,46.42516326904269,37.5809288024902,33.322338104248,29.51342010498047,19.860088348388693,29.72968292236328,8.125537872314396,4.2797698974609375,22.477939605712894,43.5129680633545,23.20136260986328,0.09398269653320312,2.7209548950195312,10.77845001220701,15.539344787597685
Germany,17.95653533935542,8.959754943847656,0.0,2.7991256713863937,37.465408325195,46.54068374633789,42.282093048095696,20.55366516113277,28.819843292236392,20.769927978515582,17.085292816162085,4.679985046386719,31.437694549560593,52.47272300720219,14.241607666015561,8.865772247314453,6.238800048828125,19.738204956054698,6.579589843749931
France,20.7556610107421,6.1606292724609375,2.7991256713863937,0.0,40.26453399658167,43.7415580749512,39.482967376709,23.352790832519453,26.020717620849698,23.569053649902266,14.28616714477539,1.880859375,28.638568878173896,49.6735973358155,17.04073333740229,6.066646575927734,3.4396743774414062,16.939079284668008,9.37871551513667
Australia,19.508872985839563,46.42516326904269,37.465408325195,40.26453399658167,0.0,84.00609207153289,79.74750137329069,16.911743164062123,66.2852516174314,16.69548034667936,54.550701141357095,42.14539337158168,68.90310287475559,89.93813133239719,23.223800659179375,46.33118057250949,43.70420837402319,57.20361328124969,30.885818481444975
South Africa,64.4972190856933,37.5809288024902,46.54068374633789,43.7415580749512,84.00609207153289,0.0,4.258590698242201,67.09434890747069,17.7208404541015,67.3106117248535,29.455390930175806,41.86069869995121,15.102989196777306,5.932039260864301,60.782291412353494,37.6749114990234,40.301883697509695,26.802478790283203,53.1202735900879
India,60.238628387451094,33.32233810424799,42.28209304809569,39.482967376709,79.74750137329069,4.258590698242201,0.0,62.83575820922849,13.462249755859299,63.05202102661129,25.196800231933594,37.602108001709006,10.844398498535114,10.190629959106504,56.523700714111285,33.41632080078119,36.0432929992675,22.543888092041005,48.861682891845696
Chile,2.5971298217773438,29.51342010498047,20.55366516113277,23.352790832519453,16.911743164062123,67.09434890747069,62.83575820922849,0.0,49.37350845336918,0.216262817378607,37.638957977294886,25.23365020751946,51.99135971069339,73.02638816833499,6.3120574951171875,29.419437408447266,26.792465209960973,40.291870117187486,13.97407531738278
Mexico,46.7763786315918,19.860088348388693,28.819843292236392,26.020717620849698,66.2852516174314,17.720840454101495,13.462249755859299,49.37350845336918,0.0,49.589771270751996,11.734550476074297,24.139858245849705,2.6178512573241752,23.652879714965795,43.061450958251996,19.954071044921896,22.581043243408203,9.081638336181715,35.399433135986406
Spain,2.8133926391601562,29.72968292236328,20.769927978515582,23.569053649902266,16.69548034667936,67.3106117248535,63.05202102661129,0.216262817378607,49.589771270751996,0.0,37.8552207946777,25.449913024902273,52.207622528076186,73.24265098571779,6.5283203125,29.635700225830078,27.008728027343782,40.5081329345703,14.190338134765593
Brazil,35.041828155517486,8.125537872314396,17.085292816162085,14.28616714477539,54.55070114135709,29.455390930175806,25.196800231933597,37.638957977294886,11.734550476074297,37.8552207946777,0.0,12.40530776977539,14.352401733398509,35.3874301910401,31.32690048217769,8.219520568847601,10.8464927673339,2.652912139892664,23.66488265991211
Portugal,22.636520385742106,4.2797698974609375,4.679985046386719,1.880859375,42.14539337158168,41.86069869995121,37.602108001709006,25.23365020751946,24.139858245849705,25.449913024902273,12.40530776977539,0.0,26.7577095031739,47.79273796081551,18.921592712402294,4.185787200927734,1.5588150024414062,15.058219909668015,11.259574890136678
"Egypt, Arab Rep.",49.394229888915994,22.47793960571289,31.43769454956059,28.638568878173892,68.90310287475559,15.102989196777303,10.844398498535114,51.99135971069339,2.6178512573241752,52.207622528076186,14.352401733398501,26.757709503173896,0.0,21.035028457641605,45.67930221557619,22.571922302246094,25.198894500732404,11.699489593505918,38.0172843933106
Qatar,70.4292583465576,43.5129680633545,52.47272300720219,49.6735973358155,89.93813133239719,5.932039260864306,10.1906299591065,73.02638816833499,23.652879714965795,73.2426509857178,35.3874301910401,47.79273796081551,21.03502845764161,0.0,66.71433067321779,43.6069507598877,46.233922958374,32.734518051147504,59.0523128509522
Russian Federation,3.7149276733398438,23.20136260986328,14.241607666015561,17.04073333740229,23.223800659179375,60.782291412353494,56.523700714111285,6.3120574951171875,43.061450958251996,6.5283203125,31.32690048217769,18.921592712402294,45.67930221557619,66.71433067321779,0.0,23.107379913330078,20.480407714843793,33.97981262207029,7.6620178222655655
Israel,26.822307586669886,0.09398269653320312,8.865772247314453,6.066646575927734,46.33118057250949,37.6749114990234,33.4163208007812,29.419437408447266,19.954071044921896,29.635700225830078,8.219520568847601,4.185787200927734,22.571922302246097,43.6069507598877,23.107379913330078,0.0,2.626972198486328,10.872432708740213,15.445362091064483
Japan,24.195335388183594,2.7209548950195312,6.238800048828125,3.4396743774414062,43.70420837402319,40.301883697509695,36.0432929992675,26.792465209960973,22.581043243408203,27.008728027343782,10.8464927673339,1.5588150024414062,25.198894500732408,46.233922958374,20.480407714843793,2.626972198486328,0.0,13.499404907226513,12.818389892578232
China,37.694740295410085,10.77845001220701,19.738204956054688,16.939079284668022,57.20361328124968,26.802478790283207,22.543888092041,40.29187011718748,9.081638336181715,40.50813293457029,2.652912139892664,15.058219909668015,11.699489593505907,32.734518051147504,33.979812622070284,10.872432708740213,13.499404907226513,0.0,26.317794799804705
"Hong Kong SAR, China",11.376945495605428,15.539344787597685,6.579589843749931,9.37871551513667,30.88581848144496,53.1202735900879,48.861682891845696,13.97407531738278,35.399433135986406,14.190338134765593,23.66488265991211,11.259574890136678,38.0172843933106,59.0523128509522,7.6620178222655655,15.445362091064483,12.818389892578232,26.317794799804695,0.0
