"","Activeness","Exchange","Formality","Valence","Equality","cl_k3"
"Master-servant1",0.240356517206624,1.77417690029028,-0.483971355041585,-0.107283631327749,-1.21540905907059,1
"Leading player-Replacement",0.534969509973227,-0.0403478711862871,0.614153114536811,-0.458228953438056,0.0604385124398372,1
"Supervisor-Assistant",0.793109563175965,1.28819711007364,0.579023491020445,-0.447364579787566,-0.311157550446476,1
"Television host-Audience",-1.12864967540524,0.110776986078622,0.697958893925753,1.09620385391845,0.79356458402924,1
"Network anchor-Follwer",-1.53068591862247,1.49412093146047,-1.44899616769752,1.29083191492771,-0.0708444353359792,1
"Loyal minister-Betrayer",-0.921306643499329,-0.536520581703487,-0.414869533457603,-2.37707979746696,-0.663701846639198,2
"Agency-Client",-0.339990553512105,1.79066901369595,0.357201653910893,0.254507769700654,0.445751162111416,1
"Government-Civilian",-0.23328862521686,-0.438181647491125,1.29047712189218,0.977645924994157,-1.02985830415201,1
"Star-Agent",1.45811000353505,1.99403606872582,-0.249306653139883,-0.405746389911659,0.503785905201797,1
"Actor-Audience",-1.3308591617223,0.347121585182907,0.211515690540662,1.30659934695819,-0.0620754955774578,1
"Actor-Play Writer",0.488699850231036,0.858855948965385,0.675914453481754,-0.244803980986223,0.384694025637109,1
"Thief-Owner",-1.56353315677149,0.0081211020288452,-1.3769061696678,-2.00102321184673,-1.07039542662222,2
"Suspect-Police officer",-0.455043486719464,-1.05815023809655,1.30334508104158,-2.2289364918476,-0.911709622414461,2
"Property-Proprietor",-0.105344678056747,1.58042668598467,0.447325241541344,0.0542610819599055,0.0225788036158586,1
"Delivery guy-Customer",-1.03510859160573,1.67460450673739,0.189482103567013,0.949785796182019,-0.217695937783221,1
"Librarian-Reader",-0.964043520381597,0.546583077002127,0.635678018149682,1.16151551783958,-0.349736959167451,1
"Players of the same sports team",1.23176380472611,-0.42529981429565,0.410372834832866,-0.199649166746671,1.71492161192698,0
"Conductor-Passenger",-1.2175259852176,1.53429387635786,0.390301779789121,1.1180602421442,0.351633451609419,1
"Victim-Passerby",-2.21275979893865,-1.54111207741522,-0.239430644150429,0.147243688452685,-0.558539423104635,2
"Leader-Betrayer",-0.835444272160533,-0.448181041459246,-0.333545302906078,-1.89774809281029,-0.989870368124803,2
"Cashier-Customer",-1.32159342820645,1.13859266022104,0.624764776320086,0.912130082565249,0.134802247434416,1
"Receiver-Courier",-0.947213945085547,1.29946890390201,0.493573560210676,0.988844899334514,0.468920247744731,1
"Persecutor-Victim",-0.99206933034327,-0.621746252050394,-1.18961665471062,-2.60621824790558,-0.845342263446579,2
"Winner-Loser",-0.543263010982487,-0.845012079651586,0.812013452074255,-1.77181483809154,0.605737847526542,2
"Sports Events Commentator-Audience",-1.14683306771802,0.11639754550723,1.10079743387442,1.18370496106236,0.36427421643528,1
"Human resource officer-Employee",0.474457000931944,0.653777925680254,1.0805006734764,-0.2900823384343,0.092454731413276,1
"Former colleagues",-1.22339462151045,-0.415097496647327,-0.314058558788874,0.54215397593278,0.830401278394257,0
"Judge-Competitor",-0.801304888687946,-0.40529856522511,1.35453277926581,-0.0027403047892888,-0.199696965501691,1
"Judge-Audience",-1.04190621853743,-0.66932714139256,1.18019861206308,0.37854300753291,0.0998611171709431,1
"Lawyer-Prosecutor",-0.150927781752329,-0.558042243425552,1.56405850581842,-0.394678471202172,0.144936295748723,1
"Old empolyee-New empolyee",-0.13843041650626,-0.127635729114183,0.658291180943951,-0.203391701278435,0.756134500353321,1
"Boss-Empolyee",0.640729109810682,1.56407202077029,0.513495618424554,-0.232486492222596,-1.25867630192756,1
"Customer service-Customer",-0.757570937386542,1.6803477162271,0.42613638726888,0.575130088234647,0.634661644658375,1
"Benefactor-Beneficiary",-0.77852281276874,0.0715431738816828,-0.554050244247046,1.49829800456473,-0.913944876955047,0
"Neighborhood committee-Resident",0.231298549509723,0.0623854339153824,0.928242606021272,0.483584614860939,-0.309518519083511,1
"Coach-Trainee",0.253496882131459,1.26056952403818,0.61878121781538,0.232245741172854,-0.164219598917591,1
"Samaritan-Recipient",-1.08311294699925,-1.55564202197843,0.571370286949787,1.22685862576065,0.308817702720085,0
"Sender-Courier",-1.13460999459086,1.36213571377945,0.465609373493486,0.908465763736032,0.0192827687429662,1
"Reporter-Interviewee",-0.572369919830805,-0.132963994514925,1.10732230544925,0.265470728756642,1.26110461496955,1
"Gang leader-Gang boy",0.632066455227629,1.13045244450021,-0.941906635127553,-1.47289031350051,-0.852771987924357,2
"Housekeeper-Resident",0.0200157667093054,1.65532449044507,-0.0767370658268816,0.36025034725478,-0.705478527285721,1
"Winner-Runner-up",-0.910837191223714,-1.2980236939325,1.30034729043134,-0.935084951330486,0.355302820720541,2
"Official-Briber",0.126025255521974,2.17858844533857,-1.78852846112725,-1.0712624631482,-0.377471951354109,1
"Civil servants-Person concerned",-0.611602048542174,0.621205036397625,1.32348602887344,0.50798067275171,0.0438042400556991,1
"Senior staff-Junior staff",-0.459148116566886,0.098873964398103,0.712925031502971,-0.190781135190264,-0.615580500176954,1
"Judge-Prosecutor",0.0474832734049151,-0.629302296168351,1.72542145061969,0.0322316996927645,-0.110070807882449,1
"Helper-Recipient",0.321768290057379,0.0574482489393318,-0.647902828635359,0.91025769517085,-0.912174662287852,0
"Rivals",-0.192190764314695,-0.517297045435776,-0.164386685736673,-2.45355891031663,1.19087499096278,2
"Players of opposing sports teams",-0.72459717608397,-0.581476122592471,0.421138772732558,-1.57077895099527,1.69042311903797,2
"Team leader-Team member",1.12269902117713,-0.278146913898946,1.11259874200641,-0.275986476396587,0.435682873189116,1
"Members of the same team",1.2026445728995,-0.0950128166504586,0.717176096295652,-0.324577865747834,2.04487625163843,1
"Gamblers",-1.0869303029552,0.795296742393073,-1.57627628206655,-1.51792085762244,1.25023031919487,2
"Drug dealers-Police officer",-0.429681228021496,-1.11273239929535,0.932690035288043,-2.74780400375907,-1.59490651665226,2
"Teammates of E-sports",1.22822640182106,-0.162971071842144,0.62707711426675,0.0156458066081371,2.01929661471743,0
"Director-Screenwriter",0.656799984885498,1.15061136896211,0.531783409959518,-0.319726889074877,0.471313379919639,1
"Cook-Customer",-0.915235994164213,1.60552661898875,0.124957823197885,1.01776656215221,0.30116133865249,1
"Crew member-Passenger",-1.14190274507983,0.720007723165023,0.675201287185233,0.888226982368563,0.426971979935487,1
"City management-Vendor",-0.468494208221943,-0.515397049314543,1.19439740194892,-1.94485363611206,-0.502219160649511,2
"Editor-Writer",0.055600155005085,0.987205214939798,0.447396305634452,0.2826506974153,0.485820251506217,1
"Informant / Reporter- Criminal",-1.18744035856471,-1.37068985512935,0.525995251412418,-1.83408045685806,-0.939828426201308,2
"Babysitter-Employer",0.44401273141969,1.96388716837434,0.0855953921988099,0.0098653412493944,-0.807035084647463,1
"Employer-Bodyguard",0.698371411980206,2.07383323051156,-0.205607149842097,-0.248687106762283,-0.705431846928559,1
"Security staff-Resident",-0.241523236263604,1.10051113390831,0.467049806382251,0.879557258695286,-1.17785651317276,1
"Vistor-Receptionist",-1.34229559021853,0.787420660067863,0.650330302557727,1.00082564990411,0.385077173151993,1
"Principal-Teacher",0.65416804937103,-0.0511534685410328,1.42741167361483,0.170308213258598,-0.752878572557891,1
"Alumni",-0.376242488939252,-0.950352895840984,0.282704949993206,0.700359183062051,1.42768702908872,0
"Classmates",0.776156064515895,-0.852913712151566,0.246752499139445,0.500225892280031,1.94831982734745,0
"Student-Dorm Resident assistant",-0.772948885072811,-0.366006012416468,0.756120046084485,0.793548593791151,-0.805390876504224,1
"University student-Administrator",0.438458501884218,-0.378294328792201,1.4012298842004,0.286922979128893,-0.604624140075421,1
"Professor-Teaching Assistant",0.874586405935657,0.426498421603755,0.666820229425478,0.0368252787996104,-0.22387312515788,1
"Mentor-Mentee",1.00397325959321,-0.143775936440599,1.02266985400154,-0.0116911819470046,-0.520780247355728,1
"Bully-Victim",-0.904621169593901,-0.624599844605276,-1.13445011682175,-2.52656442006878,-0.831645894902417,2
"Guest-Host",0.0583132292440087,0.185562121825258,-0.565359280368768,0.649906768562876,0.699652728883286,0
"Confidants",1.25417356662581,-0.707270562943516,-0.880958188739364,0.52092416845028,1.13520355454679,0
"Brothers-in-arms",1.33722859909661,-1.19491686326599,0.483923026812411,0.41434446321895,0.986964177090106,0
"Native-Tourist",-2.0783224208143,-0.0120585820199823,-0.242487914077221,1.3703563625233,0.343007882841726,1
"Celebrity-Fans",-1.03119027348676,0.0977376862812121,-0.435504392757208,1.483803679681,-0.873799469411572,0
"A person-their family friends",-0.754996131579879,-0.973335507314184,-0.471302722455974,1.42669548535693,-1.00623410702853,0
"Bride-Groom",2.03038879943155,-0.87036334716793,-0.61054009033582,0.007479387494089,1.03406241997947,0
"Playmates",1.27573716853084,-0.935233046507868,-0.507389045395994,0.198356017796907,1.54558262800042,0
"Childhood friends",0.659142044471471,-1.05761837593776,-0.500431647453476,0.639155524912321,1.40216507138791,0
"Fans of the same sports team",-0.716542183602198,-1.09771903789994,-0.014687333865397,1.21812428411983,1.59180959261769,0
"Roommates",0.989366736660358,-0.873683944894301,-0.0985606399334326,-0.0562254251745494,1.97482079204123,0
"Romantic rivals",-1.34153993024281,-1.28564322949793,-1.35020289006642,-1.86175363513004,1.19416382789853,2
"Ex-lovers",-0.533978228894223,-0.802164458687465,-2.10401249906149,-0.189821120977788,0.799476773831704,0
"Friends",1.09514907348862,-0.814784899559578,-0.724873788270428,0.654037396023899,1.29193110680185,0
"Friends with benefits",0.0630605958370642,1.6154685474782,-2.8399317738334,0.066072236931408,1.62484129609929,0
"Strangers",-3.11692917956583,-0.529102392569833,-0.876429373414428,1.17619221634534,0.39384137134151,0
"Neighbors",-0.10802887488212,-0.516382857476208,-0.265887996268698,0.79759259551068,1.08957510078397,0
"Romantic lovers",1.95609688573225,-0.0916584773186223,-1.44492650204349,-0.0683156744753641,0.778244300994891,0
"Landlord-Tenant",-0.481669811373475,1.76329208200721,-0.305231108004908,0.320272452316798,-0.255834110646694,1
"Fans of opposing sports teams",-1.69527638846864,-1.45197016245393,-0.17584709773979,-0.925867488007099,0.897845591777464,2
"Man-His Mistress",0.311887461586687,1.10362391064249,-3.20327400041295,-0.719542926166736,0.0831217324012815,0
"A person-their social media follower",-1.10915599361411,0.0512848090181029,-0.498004987211757,1.35223359862822,0.135670267061247,0
"Pen-friends",-0.188398626656169,-0.626964756441578,-1.33326737658548,0.845446071047894,0.96407758337353,0
"A person-their crush",-0.676364315055307,-0.513382032672111,-2.22180586742577,0.676265814523947,-1.242077726687,0
"Ancestor-Descendant",0.0941975950698763,-1.19076683013301,-0.871040435915459,1.40370358879519,-2.79900413762328,0
"Distant relatives",-0.981098661593631,-0.529288518722994,-1.03069171237135,1.24087399186798,-0.269903410164789,0
"Aunt-Niece/Nephew",0.444619769623425,-1.21636350962639,-1.0227113220276,0.983284728130733,-2.14460466939153,0
"Grandparent-Grandchild",1.48594506861103,-0.826101056875214,-0.886684550093052,0.852046756645169,-1.86578101357877,0
"Adoptive parents-adopted kids",1.33288390726403,-0.698301072580099,-0.325585680623295,0.472875894511646,-1.26364356776647,0
"Grandparent(mother) and Grandchild",1.27850911317266,-1.0916078071987,-0.713561818080092,1.05256188858269,-1.97598572508652,0
"Uncle-Niece/Nephew",0.894063374168492,-0.92771328814335,-0.981328922366734,0.850500334360273,-1.75570544771864,0
"Step-parent-Step-child",1.0336942802421,-0.418842039059605,-0.780250272455982,-0.0493806217951637,-1.29511478574507,0
"Parent-Infant",1.79747898798199,-0.917922744413631,-0.749933381538018,0.633180424966701,-2.24761465154757,0
"Reviewer-Writer",-1.23162881215925,-0.791203078953065,0.844743692215377,0.516965773707329,0.287294995150779,1
"Reader-Writer",-1.36593478774111,-0.136910581189257,0.190407029358799,1.5727092860931,-0.0620373603164545,1
"Victim-Criminal",-0.770354635638574,-0.652258794351106,-0.840676684062249,-2.49501949633438,-0.663100213604911,2
"Criminal-Police officer",-0.592502029162871,-1.12910072368726,1.41368858284453,-2.11550044586189,-1.16013821455916,2
"Team Captain-Team Members",0.81897804241406,0.597887987518096,0.812624545295528,-0.451180073280739,-0.0726936679471136,1
"Chief-Deputy",0.351452481670311,0.398358193068835,0.962291213099069,-0.745277446715702,-0.204646289809374,1
"Supervisor-Subordinate",0.738177119589225,0.922859557026521,1.08055807179637,-0.664044506678721,-0.429372943189521,1
"Television host-Guest",-0.713088039451843,0.434804020164135,0.817003812450797,0.620638959296761,0.920430419081558,1
"Police officer-Offender",-0.845689160637087,-0.62700342998734,1.57823881558873,-0.962546069900231,-0.359643561426476,2
"Defendant-Plaintiff",-0.443909914039335,-0.532128159870696,0.488590922172408,-2.24187919560693,0.996130203389721,2
"Guide-Tourist",-0.184694085598004,1.48870577999556,0.556599999322394,0.199209233098899,0.982235723423599,1
"Celebrity-Haters",-1.55853609922629,-1.06881191679095,-0.724558491575878,-1.40232776769664,-0.0320647390912836,2
"Doctor-Patient",0.448404818211719,1.08234104969257,0.89705844823011,0.412419666841602,-0.378714199374052,1
"Doctor-Nurse",0.559729853646626,-0.264312285918685,1.77211305366513,0.313951925211893,-0.323055486094308,1
"Director-Performer",0.511185125812449,1.17720124274254,0.575319331426967,-0.332629485346225,0.459816699044027,1
"Researcher-Research Subject",0.0117693128495445,0.922677463731971,0.678245079413487,0.199743416161122,0.701553713744395,1
"Diplomats",-0.0236816367990821,-0.217326266245017,1.53664296477626,-0.635289168694897,1.57918584813102,1
"Entrepreneur-Investor",0.998318068006023,1.70288804788031,0.404274454270771,-0.292342310784753,-0.283639926965962,1
"Co-workers",0.604182046599858,-0.100785140366305,0.780287239953673,-0.518796086858002,1.87638462032905,1
"Driver-Passenger",-1.2777924711254,1.55506542977697,0.211037264883057,1.03841994341051,0.502128620514874,1
"Intern-Employee",-0.0713940094565242,0.18492498004186,0.787254892444415,-0.299154199972376,0.316063944544246,1
"Superior-Subordinate",0.764056973456865,0.851453249074666,0.970054590271287,-0.583036885794312,-0.964883255545841,1
"Customer-Businessman",-0.676709316081578,1.63430054910272,0.569033546490337,0.752311761061722,0.191287465162804,1
"Predecessor-Successor",-1.2167287695406,-0.844434065751514,0.731802503155454,0.0134286066473153,-0.198516906928998,1
"Prostitute-Customer",-0.806039110038117,2.73214669358628,-2.67018056131193,-0.372954839130368,0.289171293670793,1
"Dealer-Buyer",-0.804514209284501,1.70584804012513,-0.0356763574867509,0.525443701476978,0.999243783602487,1
"Lawyer-Client",0.403986107834237,1.64142602412277,0.733342174070237,0.0849995744707834,0.565605960472051,1
"Judge-Lawyer",-0.179400966268544,-0.395835410061599,1.79075363295483,-0.560097282524521,-0.14900122630109,1
"Boss-Secretary",0.809553166633714,1.75327875661075,0.26766756556864,-0.31188872364755,-1.06649173832296,1
"Officer-Soldier",1.04401631301814,-0.607375695878954,1.4439441667586,-0.457340414838652,-1.66848640828621,1
"Police officer-Civilian",-0.390852370506411,-0.91510528786116,1.49326838851342,1.29196706085239,-1.4814896656816,1
"Manager-Staff",0.849983531409023,1.18472083086866,1.01787100994849,-0.755534629694936,-0.202707233917492,1
"Owner-Manager",0.991399354374155,1.37425968873292,0.958634813230095,-0.705488254223359,-0.434239431181402,1
"Coach-athlete",1.3814459658796,0.309933931840862,0.98613687620717,-0.134317060872544,-0.252562662767852,1
"Consultant-Client",-0.0194553940586733,1.68062556359883,0.280246500771,0.193160855883146,0.214930336522272,1
"Foreman-Laborer",0.269052729134759,1.52400444457539,0.649860301718335,-0.34925998604595,-0.400346128500153,1
"Customer-Server",-0.790029249733189,1.47865474389331,0.303111524544483,0.604737791305368,0.0510481178758848,1
"Judge-Contestant",-1.06777075503193,-0.510114275526038,1.6668016189651,0.0043996338666629,-0.18579117167912,1
"Patient-Caretaker",0.156037943148586,1.25918806867942,0.421493869258382,0.404373105990086,-0.317390737067441,1
"Babysitter-Infant",0.152783450625563,1.12915469862445,-0.0932276285240317,0.776717024292564,-1.00799409257185,1
"Criminal-Hostage",-0.755578933619465,0.171405986622739,-0.895656102198735,-2.58128269015223,-0.948980319255027,2
"Criminal-Prosecutor",-0.593757689324367,-1.30021885106294,1.61075138903419,-1.96780777479367,-1.07216288052404,2
"Religious followers",-0.205087094761136,-1.28563024418577,0.500250066835553,0.238308223562305,0.995876189978636,0
"Religious leader-Congregant",0.0369302062177127,-0.715714145275899,0.326659746224756,0.465980896671574,-0.985018832152596,0
"Therapist-Patient",0.396606570533877,1.22242830285272,0.734799799856818,0.35113399902024,-0.29407213451654,1
"Chef-Customer",-1.32863120256472,1.69890061687801,-0.0375972197120786,1.25198531340923,-0.662211795012584,1
"Life-partners",2.03863337081237,-0.306816809891773,-1.22744932237348,0.113384540750598,0.699198106256816,0
"Volunteer-Organizer",-0.0051739445422464,-0.54661728090815,1.13220986675513,0.867307286230481,0.486418297359486,1
"Political allies",0.69618828697866,0.694571692593991,0.57320512959333,-0.650458469583965,1.46322596327924,1
"Politician-Supporter",-0.185779322489993,0.0781183446734087,0.864629620993104,0.446573250557691,-0.544250296925788,1
"Athlete-Referee",-0.572267868959098,-0.65708912535045,1.61410138205948,-0.123489391316479,-0.442960438006854,1
"Second cousins",-0.524205904806919,-1.00882283219604,-0.949059643463556,1.27007433720864,-0.0415670608093563,0
"Man Wife-Man Mistress",-1.68012011746924,-0.400088920603626,-2.24834878411186,-1.5741279474204,-0.738079192351646,2
"Frenemies",-1.60295690565073,0.105837191218815,-1.67596297616016,-1.0243367758738,0.81569226879104,2
"Long-distance lovers",0.428594501046628,-0.901011204936147,-1.39934641424553,1.04920184883102,0.504764554342545,0
"A person-their significant other",1.9547601946998,-0.295943214696693,-1.58494571985556,0.0527529330202723,0.972558276137995,0
"Companions",-0.531946747516356,-0.31807892257206,-0.131131712047397,0.745630014381308,1.61548915401992,0
"Performer-Audience",-0.813128838424966,0.482688549435508,0.250000893316498,1.25941239667364,0.23304037125879,1
"Brother-Sister",1.17286238649111,-1.41392958941316,-0.13882822373015,0.579894874226213,-0.0490709493688438,0
"Fraternity brothers",0.302235164468023,-0.788796340212494,0.0624608850613255,0.609733562832905,1.53238325356424,0
"Bride-Bridesmaid",0.432008749442286,-0.999438060949859,-0.317558278448507,0.708262864821752,1.40045306844103,0
"Groom-Groomsman",0.263855095358293,-0.641169815821789,-0.264092555500721,0.926584444038428,1.36072987362555,0
"Facebook Friends",-1.17661821220144,-0.590603291335832,-0.885504304159347,1.27394276397593,1.03591465495148,0
"Sports rivals",0.150389414677915,-0.924884494754602,1.18649468638686,-2.30554568973317,1.60107865554912,2
"Cohabitants",1.2348415746233,0.124929814444986,-1.56007233256414,0.0278087533734511,0.912145032240232,0
"Half-siblings",0.53662744180722,-1.14278346260815,-0.7337086763698,0.0118372797642177,0.0019900695600004,0
"Peers",0.0973716719042635,-0.54454000582887,-0.269347893823491,0.59757840959674,1.03881523748429,0
"Competitors in sports",-0.827079425727061,-1.29994217119865,1.08229732078489,-1.47525762679719,1.57110667959429,2
"Athletic trainer-Trainee",0.807275410849774,1.07177225166813,0.724989671977325,0.215313685164119,-0.328939033688795,1
"Twins",1.46696557337992,-0.957736974058673,-0.729052384806065,0.367396968459222,0.821663091049143,0
"Victim-Witness",-1.01440572667116,-0.967536925615407,0.023691627212744,-0.40502018155481,-0.559675033571542,2
"Representative-Citizen",-0.299673013765131,-0.736083944774721,1.36000702558747,1.09686433747055,-0.410824606129799,1
"Man-God",-1.62901597202824,-1.5538908200008,-0.734647502436637,1.50096225702963,-1.79262614108204,0
"Slave-Master",-0.620757128495342,0.843505050320732,-1.03993671301323,-1.62620239986496,-2.46562243555667,2
"Mother-Infant",1.8519112382836,-0.892342874372393,-0.621295784574615,0.619748676449561,-1.79891016455807,0
"Leader-Follower",0.0309011210678406,-0.689299940601993,0.903538741815178,0.526369758183448,-1.07218243567296,1
"Soul-mates",1.81369041400668,-0.721243033834967,-1.07974181425151,0.0910171865659887,1.10405297260547,0
"A monarch-their minister",1.35048117308478,0.692519916767679,0.801440701968329,-1.11142384803482,-1.09532369192522,1
"Club Member-Club President",0.0921817771670139,0.814256919362764,0.242221718381646,0.235719463976948,-0.564817719081657,1
"Manager-Assistant",0.981264443804023,1.35284386903121,0.562938672120899,-0.586764887016928,0.122476213795188,1
"Close relatives",1.18570885934165,-0.438508762740595,-1.56568629476815,0.514681327556467,-0.689530739465309,0
"Sugar-daddy-Sugar-baby",-0.505157240328443,2.31985970839505,-2.58714869783132,-0.45096300300095,-0.57957028752441,1
"Sorority sisters",0.615535370813719,-0.328137777265417,-0.357844627888105,0.177334856434658,1.89935213553153,0
"Church members",0.0460770347132214,-0.63874065460254,0.271934930449452,0.250340204253414,0.545866304769467,0
"Godparent-Godchild",1.21432309370208,-0.764179546731245,-0.186165129979859,0.515434953655687,-1.40351640497032,0
"Parole officer-Parolee",-0.106952775890706,0.209371107242485,0.759965218982659,-1.17551741641208,-0.428350787466176,1
"Foster-parent-Foster-child",0.859111573157074,-0.583870686418775,-0.5998364914664,0.553877134001825,-1.64047842339219,0
"Step-grandparent-Step-grandchild",0.605093675336043,-1.0341630757461,-0.684589793517817,0.83681895795757,-1.85106737389093,0
"Step-siblings",0.556319522076591,-0.921069427156107,-0.731291942551396,-0.208847684643542,0.206558674593811,0
"A person-their deceased spouse",0.0890614617421779,-1.43193754229725,-1.44855107457711,0.992164168595735,-0.539568166975516,0
"Union leader-union member",0.426600072111445,0.213697659268317,1.09348850500868,-0.0453247293465071,-0.547989350073629,1
"Landlord-Housekeeper",-0.0968995072037775,1.69752057058288,-0.328658786737463,0.249869030355556,-0.809377301276233,1
"Drug dealer-Addict",0.0029150865621832,2.45396858509393,-2.23806181040166,-1.19543903163698,-0.223461544030035,1
"Criminal-their accomplice",0.959804393982555,1.76373498329592,-1.62580719666204,-1.993799313941,1.63640984113806,2
"Teacher-Student",1.05563166060612,-0.281129498046099,1.29273299921193,0.152510373083606,-0.986118507889328,1
"Master-Servant",0.337742792271018,1.8279141074579,-1.01517994377091,-0.345865973138546,-1.63277309079416,1
"Close Friends",1.11806168785494,-1.20610236026705,-0.283184017599054,0.557670196586923,1.35406475813446,0
"Fiance-Fiancee",1.58681010112447,-0.526371785692049,-1.33626402321228,0.107696631061914,0.960776557173807,0
"Ccasual acquaintances",-2.23818074140692,-0.66057898268416,-0.853846755002714,1.25046186258628,0.570573519247047,0
"Man-in-laws",0.885466740585405,-0.715846287668072,-0.596470945640427,0.76047734202169,-1.47125046338791,0
"Tang cousins",0.410801568460544,-1.21040732172733,-0.680768390052318,0.830695459083738,0.590939265085401,0
"Siblings",1.49135274952104,-0.809397818660422,-0.891729252145513,0.449414573362037,0.159103144458869,0
"Divorced spouses",-0.425806712377609,-0.0072085797247523,-1.76102943729334,-1.32788795993483,0.986804691543119,2
"A person-their in-laws",1.21103603217367,-0.688911465705122,-0.424602840476922,-0.335029411330699,-0.829349316522491,0
"Parent-Teenager",1.74628527539192,-0.656181906739568,-0.842791611177883,0.0347277448164333,-2.30486734137574,0
"Parent-Child",1.73539489585061,-1.09338682145998,-0.589125326388829,0.443374262788255,-1.91169193639731,0
"Wife-Husband",2.20836415761752,-0.569970230228657,-0.777248949073533,-0.0907921576953255,0.626937057114094,0
"Cousins",0.532160913156767,-1.33156645221789,-0.332067465710877,0.884742825289696,0.0900665005093375,0
"Guard-Prisoner",-0.51964814671379,-0.935277610507214,1.00007929682787,-1.88590164852491,-1.87517757537435,2
"Psychologist-Client",0.353750478629827,1.3506988671863,-0.0576085185878909,0.0710477458125598,0.667249109938304,1
"Interviewer-Job applicant",-0.588716036447377,0.502275938496768,1.10539152527475,-0.0711752122420234,0.0372834880770879,1
"Salesperson-Customer",-0.316567052130221,1.85677849704863,0.201193007966335,0.327445547143624,0.508714710619855,1
"Nurse-Patient",-0.103277080526015,0.482757990268599,0.718179405185732,0.780143255100677,-0.620100987634074,1
"Political opponents",0.000593781809326,-0.657444097675441,0.597218719141996,-2.80811890536566,1.06326952157877,2
"Teammates in sports",1.55622416113023,-0.760907570624095,1.00710675219947,-0.425080996679938,2.2188310273831,0
"Opposing negotiators",-0.172599579535705,0.114280138749803,0.724329439724575,-2.01147936238749,1.88214801528493,2
"Business rivals",-0.369934024081187,0.30688258835748,-0.0769556784038849,-2.13958441011204,0.5677282144111,2
