"","V1","V2"
"opposing negotiators",-0.18285960761574,-0.104086561379536
"nurse and patient",-0.198184774774516,-0.251807637185875
"man wife and man mistress",-0.112972441106252,-0.0182828023274821
"parent and infant",-0.198184774774515,-0.251807637185874
"a person and their crush",-0.112972441106258,-0.0182828023274821
"volunteer and organizer",0.581299444161771,0.0116000723742889
"doctor and patient",-0.198184774774515,-0.251807637185874
"prostitute and customer",0.581299444161772,0.0116000723742867
"distant relatives",-0.198184774774515,-0.251807637185874
"landlord and tenant",-0.148427052537603,-0.0377135106213175
"ancestor and descendant",-0.198184774774515,-0.251807637185874
"representative and citizen",-0.182859607615741,-0.104086561379536
"a person and their deceased spouse",-0.182859607615741,-0.104086561379536
"television host and guest",-0.198184774774515,-0.251807637185874
"guest and host",-0.148427052537603,-0.0377135106213177
"neighbors",-0.198184774774515,-0.251807637185874
"dealer and buyer",0.581299444161771,0.0116000723742867
"friends",-0.216313672889197,0.600666500546234
"judge and lawyer",-0.182859607615741,-0.104086561379536
"officer and soldier",0.581299444161772,0.0116000723742867
"teammates in sports",-0.216313672889197,0.600666500546234
"patient and caretaker",0.581299444161771,0.0116000723742867
"frenemies",-0.148427052537603,-0.0377135106213177
"enemies",-0.198184774774515,-0.251807637185874
"slave and master",-0.182859607615741,-0.104086561379536
"therapist and patient",-0.198184774774515,-0.251807637185874
"godparent and godchild",-0.198184774774515,-0.251807637185874
"step parent and step child",-0.198184774774515,-0.251807637185874
"wife and husband",-0.112972441106258,-0.0182828023274831
"romantic rivals",-0.112972441106258,-0.018282802327483
"romantic lovers",-0.112972441106258,-0.0182828023274829
"brothers in arms",-0.216313672889197,0.600666500546234
"driver and passenger",-0.148427052537603,-0.0377135106213176
"employer and employee",0.581299444161772,0.0116000723742867
"university student and administrator",-0.0988107501293821,-0.0139655991084587
"athletic trainer and trainee",-0.0988107501293821,-0.0139655991084588
"native and tourist",0.581299444161772,0.0116000723742867
"co workers",-0.148427052537603,-0.0377135106213175
"bride and bridesmaid",-0.216313672889197,0.600666500546234
"alumni",-0.148427052537603,-0.0377135106213174
"sports rivals",-0.198184774774515,-0.251807637185874
"classmates",-0.148427052537603,-0.0377135106213176
"psychologist and client",0.581299444161772,0.0116000723742867
"reader and writer",0.581299444161772,0.0116000723742867
"aunt and niece/nephew",-0.198184774774515,-0.251807637185874
"guard and prisoner",-0.182859607615741,-0.104086561379536
"criminal and police officer",-0.182859607615741,-0.104086561379536
"church members",-0.148427052537603,-0.0377135106213176
"friends with benefits",-0.112972441106258,-0.0182828023274827
"parent and child",-0.198184774774515,-0.251807637185874
"predecessor and successor",0.581299444161772,0.0116000723742867
"defendant and plaintiff",-0.182859607615741,-0.104086561379536
"roommates",0.581299444161772,0.0116000723742867
"mentor and mentee",-0.0988107501293821,-0.0139655991084588
"customer and businessman",0.581299444161772,0.0116000723742867
"superior and subordinate",-0.182859607615741,-0.104086561379536
"victim and witness",-0.216313672889197,0.600666500546234
"leader and follower",0.581299444161772,0.0116000723742867
"bride and groom",-0.112972441106258,-0.0182828023274828
"union leader and union member",0.581299444161772,0.0116000723742867
"foster parent and foster child",-0.198184774774515,-0.251807637185874
"police officer and civilian",-0.198184774774515,-0.251807637185874
"political opponents",-0.198184774774515,-0.251807637185874
"teacher and student",-0.0988107501293821,-0.0139655991084587
"politician and supporter",0.581299444161772,0.0116000723742867
"siblings",-0.198184774774515,-0.251807637185874
"second cousins",-0.198184774774515,-0.251807637185874
"manager and staff",0.581299444161772,0.0116000723742867
"drug dealer and addict",0.581299444161772,0.0116000723742867
"team captain and team members",0.581299444161772,0.0116000723742867
"life partners",-0.216313672889197,0.600666500546234
"soul mates",-0.112972441106258,-0.0182828023274828
"close friends",-0.216313672889197,0.600666500546234
"salesperson and customer",0.581299444161773,0.0116000723742867
"competitors in sports",-0.198184774774515,-0.251807637185874
