"","V1","V2"
"opposing negotiators",0.11881560448201,-0.0692349059804941
"nurse and patient",0.095585047924655,-0.0485248299756944
"man wife and man mistress",0.11881560448201,-0.0692349059804951
"parent and infant",0.231190666882617,-0.472873233257978
"a person and their crush",0.123831512690815,-0.0745368804546993
"volunteer and organizer",-0.552175303928473,0.0610554921875075
"doctor and patient",0.0955850479246554,-0.0485248299756947
"prostitute and customer",0.156963237996616,-0.120785251043453
"distant relatives",0.231190666882618,-0.472873233257978
"landlord and tenant",0.156963237996616,-0.120785251043453
"ancestor and descendant",0.231190666882618,-0.472873233257977
"representative and citizen",0.337635044431819,0.501282050939462
"a person and their deceased spouse",0.123831512690816,-0.0745368804546973
"television host and guest",-0.552175303928473,0.0610554921875073
"guest and host",-0.552175303928473,0.0610554921875073
"neighbors",0.337635044431819,0.501282050939462
"dealer and buyer",0.156963237996616,-0.120785251043453
"friends",0.118815604482009,-0.0692349059804932
"judge and lawyer",-0.552175303928473,0.0610554921875074
"officer and soldier",-0.552175303928473,0.0610554921875073
"teammates in sports",0.337635044431819,0.501282050939462
"patient and caretaker",0.0955850479246553,-0.0485248299756944
"frenemies",0.337635044431819,0.501282050939462
"enemies",0.11881560448201,-0.0692349059804943
"slave and master",-0.552175303928473,0.0610554921875073
"therapist and patient",0.0955850479246552,-0.0485248299756942
"godparent and godchild",0.231190666882618,-0.472873233257977
"step parent and step child",0.231190666882618,-0.472873233257978
"wife and husband",0.231190666882618,-0.472873233257977
"romantic rivals",0.11881560448201,-0.0692349059804942
"romantic lovers",0.123831512690816,-0.0745368804546973
"brothers in arms",0.0821931929215598,-0.03884245297739
"driver and passenger",0.156963237996616,-0.120785251043453
"employer and employee",-0.552175303928473,0.0610554921875073
"university student and administrator",-0.552175303928473,0.0610554921875073
"athletic trainer and trainee",-0.552175303928473,0.0610554921875073
"native and tourist",0.11881560448201,-0.0692349059804943
"co workers",0.337635044431819,0.501282050939462
"bride and bridesmaid",0.118815604482009,-0.0692349059804931
"alumni",0.337635044431819,0.501282050939462
"sports rivals",0.11881560448201,-0.0692349059804942
"classmates",0.337635044431819,0.501282050939462
"psychologist and client",0.0955850479246552,-0.0485248299756942
"reader and writer",0.156963237996616,-0.120785251043453
"aunt and niece/nephew",0.231190666882618,-0.472873233257977
"guard and prisoner",-0.552175303928473,0.0610554921875073
"criminal and police officer",-0.552175303928473,0.0610554921875073
"church members",0.337635044431819,0.501282050939462
"friends with benefits",0.123831512690816,-0.0745368804546974
"parent and child",0.231190666882618,-0.472873233257978
"predecessor and successor",0.337635044431819,0.501282050939462
"defendant and plaintiff",0.11881560448201,-0.0692349059804942
"roommates",0.337635044431819,0.501282050939462
"mentor and mentee",0.118815604482009,-0.0692349059804931
"customer and businessman",0.156963237996616,-0.120785251043453
"superior and subordinate",-0.552175303928473,0.0610554921875073
"victim and witness",0.337635044431819,0.501282050939462
"leader and follower",-0.552175303928473,0.0610554921875073
"bride and groom",0.123831512690816,-0.0745368804546974
"union leader and union member",0.337635044431819,0.501282050939462
"foster parent and foster child",0.337635044431819,0.501282050939462
"police officer and civilian",-0.552175303928473,0.0610554921875073
"political opponents",0.11881560448201,-0.0692349059804942
