"","Australia","Brazil","Chile","CHN","Egypt","France","Germany","HK(region)","India","Israel","Japan","Mexico","Portugal","Qatar","Russia","South Africa","Spain","UK","USA"
"Valence.Evaluation",-1.80656979299705,-1.56914598880237,-1.66519447074839,-1.90664764825142,-1.44581392566107,-1.71777397519073,-1.67701794121325,-1.69469823957731,-1.06543022505183,-1.84700030099479,-1.75877864594343,-1.69325577708296,-1.68738630350927,-1.19332777076337,-1.58835227527521,-1.76421732034664,-1.61251455570994,-1.51705384599138,-1.81174964320371
"Equality",-0.239243299534281,-0.473492215122102,-0.114681431495118,-0.0142029699391246,-0.699527417478729,-0.328566674378703,-0.47785804794767,-0.382697940322046,-0.437822377843157,-0.314069386031678,-0.502754668520052,-0.460608750758222,-0.299723442605427,-0.0233093875366019,-0.448603642083619,-0.431966999303934,-0.40974807127056,-0.134406951656508,-0.527064458893022
"Activity.Intensity",-0.463939286815835,-1.14587004565297,-0.511818913031256,-0.741368473921654,-0.94671816542033,-0.773292549758773,-0.760865629008189,-0.6255386707378,-0.596687626814709,-0.57442230670562,-0.749814297095163,-0.508988291058883,-1.09790166651064,-0.575054294878121,-0.90447030335571,-1.08723255889842,-0.581495398059298,-0.407929609685738,-0.646430769162085
"Socioemotional",-0.523825051113561,-0.805537331090501,-0.474541164442735,-0.487986452850045,-0.755709637842165,-0.665223035939534,-0.439121653330848,-0.521626590968542,-0.75615752840332,0.53730668736783,-0.689292136976346,-0.479115874105576,-0.773395281776821,-0.584791778345744,-0.317917496881225,-0.703981039198821,-0.449015050274942,-0.284095416872401,-0.64497900071261
"Formality.and.Regulation",0.0734812646638096,0.297561442538344,0.0279765584518286,0.054306874122767,-0.084092219346624,-0.513184803023491,0.0727485622341623,0.353645508513281,0.164948709132131,0.375943700259515,0.140002220119239,-0.0943794592365702,0.0765198499432533,0.443254931537161,-0.108954996911781,0.123494645504602,0.0389302059247805,0.122770851706432,0.308484324969725
"Intimacy",-0.569471590176159,-0.828720759044137,-0.599536889430313,-1.1489222821597,-0.493474201581835,0.493073664822786,-0.393396522031831,-1.07419415181318,-0.509273919967869,-0.677371793485372,-0.962471786737411,-0.613673341456217,-0.923356738471139,-0.0802009751413197,-0.465385741208073,-0.419233096556247,-0.572494650372098,-0.412635884926711,-0.702190618849621
"Visibility",-0.118287351060451,0.164969691244774,-0.0899043510764799,-0.525538272588669,-0.631828432139313,-0.380555208862904,-0.0443755178380902,-0.411359859339008,-0.273644621327544,0.131509881484335,-0.252681234526112,-0.324389245648616,-0.0471940986231386,-0.183544163651557,-0.474703908607492,-0.269294256477452,-0.404858946495124,-0.303016744349578,-0.0923299856184528
"Communal.Sharing",-0.613190064315785,-1.12347756503576,-0.716741720498174,-0.784166499301929,-0.784309830390012,-0.896110127949907,-0.858611597986708,-0.94377742738315,-0.483965360269656,-0.877990473304846,-1.00087798481161,-0.739082730135515,-0.922769030770426,-0.489440360269362,-0.879912971513638,-0.796710562450461,-0.694207650447719,-0.941452014071282,-0.987660393928013
"Expected.Reciprocity",-0.968502688109699,-1.08488396574055,-0.977451074949881,-1.01961978168678,-0.535261573972604,0.837306480875012,-1.19573160099072,-1.07855463547343,-0.468165897375274,-0.876149723883099,-0.965048066638348,-1.23562255535016,-1.14198805424296,-0.380468227655605,-1.05531130469926,-1.14399462918618,-0.895375302011654,-0.531776388199186,-1.07741929832383
"Strategic",0.48317568613881,0.315565203734618,0.344507720071131,0.707273436873641,0.338878163673596,0.68084562962843,0.391505962433288,0.917825687798445,0.283502946057442,0.743552464825108,0.917027863317666,-0.00644444060373568,0.442802747059381,0.303003649729999,-0.0527198515015923,0.120050489252263,0.183385606673778,0.517285158294654,0.373750276385027
"Concreteness",-0.200229086896212,-0.726288229805424,0.0385582360043832,-0.0218094018796658,-0.042933429988993,-0.228894592239428,-0.439528627353541,0.142319396206064,-0.282190950237592,-0.13461037047413,-0.133464847458804,-0.196883217540964,-0.121158390448741,0.384682158159325,-0.46980719140511,-0.596279127566843,-0.321857498530055,-0.49737982429356,-0.650826963916663
"Uniqueness",-0.0844559093474577,-0.79540241631536,0.00608307688368182,-0.250337075515291,-0.73908043118933,-0.198580082504772,-0.200216291886373,-0.22563382594023,-0.540527296443477,-0.47534149143027,0.139336293581381,-0.0232982406147589,-0.297228434189306,-0.90135973856076,-0.436970379058159,-0.262914628255913,-0.00530949082384807,-0.269133651987833,-0.199781171174979
"Love.Expression",-0.904291845476303,-0.79652099546569,-0.612376630236393,-0.983298324639545,-1.04820719477888,-0.567668646545625,-0.618616886876857,-0.917012347159819,-1.00806068786407,-0.756628881161587,-0.749507034981719,-0.732829299199398,-0.750650824307772,-0.800297958074999,-0.817269343127838,-1.13774307476349,-0.571627217781813,-0.836352924469339,-0.779885126900015
"Information.Exchange",-1.1961525365592,-1.4258764709861,-1.19789345586696,-1.3972484249617,-1.26424863465406,0.0230820855042903,-1.21927966132455,-1.09860585226533,-1.06383298228319,-1.32185242935464,-1.30062040708515,-1.38111197126293,-1.34446991298548,-1.3011060309257,-0.93985953185347,-1.39548445337608,-1.09150428551021,-1.12342183760029,-1.21539639809235
"Money.Exchange",-0.522097428307685,-0.45109130664374,-0.265729999209642,-0.0401780379865537,-0.648833802136769,-0.430910479773972,-0.447223271961575,-0.421270617433813,-0.560266191979399,-0.239855166752498,-0.523677247256774,-0.180532602630365,-0.441398684572017,-0.206071487961719,-0.26160155056931,-0.537100592948438,-0.309481358735303,-0.352424260151454,-0.271348601798961
"Goods.Exchange",-0.581927466852023,-0.632393622985538,0.422962342482721,-0.112040316164824,-0.596609461853474,-0.353461204334261,-0.56094359350463,-0.351054717709258,-0.654772039901965,-0.323546258513945,-0.448696509647178,0.0448274164141734,-0.498527525033208,-0.586957214227753,-0.230992474721571,-0.925871906027205,-0.427203918034246,-0.520201645678978,-0.691699297305932
"Service.Exchange",-0.644007322927,-0.620005749121928,-0.529314682808184,-0.738341549815086,-1.04330882232885,-0.88461165189225,-0.746242004844455,-0.850349802958724,-0.827415496847193,-0.557731822103496,-0.606572371435923,-0.45417295959728,-0.751031276216921,-0.727673789970745,-0.775584563396015,-0.697070305268909,-0.51908470182431,-0.645452063550706,-0.794178750474502
"Attachment",-0.984881875184805,-1.0208959826572,-0.846071661597021,-1.25828526904766,-0.978980089581786,-0.890235479776135,-0.548819278200093,-1.0879401868089,-1.15441963058145,-0.971311373579941,-0.974208272072445,-0.945444388649074,-0.897370898597592,-0.991515689198566,-0.969280300333905,-0.934719317546628,-0.706515664633954,-0.912854217191257,-0.919308837655619
"Mating",-0.355827470959677,-0.514628508475483,-0.299472374684114,-0.462322938063742,-0.454138878072653,-0.715160949556179,-0.292476883870379,-0.390789623443323,-0.456243048043566,-0.235045668905296,-0.28340478079449,-0.390598717000835,-0.236505379210695,-0.352497220246461,-0.29788732603883,-0.235833011522915,-0.286170700966512,-0.330987269683417,-0.10691424106055
"Conflict",1.72855814631026,1.46347269894957,1.8216529653371,1.79050560387443,1.27788017112359,1.58118556645671,1.66125973442964,1.61106532629103,1.14626650168712,1.88206023783569,1.84236716376699,1.85754483882748,1.76693896531355,1.37570836796688,1.17553460651435,1.64896959059135,1.55223221254197,1.76992470300557,1.73231878538281
"Negotiation",-0.419822331417544,-0.373398476029472,-0.216912975252622,-1.10322714177644,-0.92766486633132,-0.306963871896348,-0.904110893588551,-1.0277374023079,-0.255860306611116,-0.0837019144389795,-0.886755540887012,-0.49909943438499,-0.264058372153843,-0.357563549091632,-0.593227406135276,-0.334590368757156,-0.495153916472111,-0.151247923125649,-0.0992999930667477
"Coercion",1.07860478533702,0.904601667896468,1.77641858547424,1.58798547593779,0.967756693297375,1.69529690298454,0.77782074587156,1.3563215009857,0.567459372508477,1.16646577747453,1.83799945841192,1.80296003109167,1.03370385459608,0.891896783115035,0.637407604589164,1.46827348762453,1.67519249334202,1.3531624411505,1.30589300414355
"Importance.for.society",-0.447090887108928,-0.65967205713605,0.146497109994406,-0.468792192089228,-0.979359972563711,-0.310927261690498,-0.176306443757822,-0.592739587741629,-0.563611218378796,0.259055636435766,-0.157524828500707,-0.326821246945423,-0.514277209441331,-0.165513566341419,-0.480464894836901,-0.682830373676889,-0.214355998053978,-0.244084609580732,-0.482356635066649
