"","USA","UK","Australia","South Africa","Germany","Japan","Israel","CHN","HK(region)","France","Spain","Mexico","Chile","Portugal","Brazil","Russia","Egypt","Qatar","India"
"USA",0,0.249547858185066,0.259625058718127,0.323909440458082,0.224205491167773,0.356910549554739,0.530589723858322,0.472023516444648,0.602091066222934,0.357178159541772,0.904684613555915,0.32343190122151,0.644141397563574,0.380616891230739,0.511923221534286,0.914581512163458,0.817872714372739,0.879818026257046,0.59645451187903
"UK",0.249547858185066,0,0.236185324951566,0.291127990151181,0.274211680437081,0.35366571433882,0.518192426357921,0.451655661467668,0.546467042111626,0.476725723571429,0.82543757491827,0.413618233805215,0.565967489094374,0.474140062642036,0.502562647179443,0.887909066631757,0.787955720495245,0.851201137319185,0.65238010308578
"Australia",0.259625058718127,0.236185324951566,0,0.235290212694924,0.216982317211543,0.32499381941345,0.531026490589731,0.421762445047523,0.525384447210162,0.464505813326304,0.799390922654251,0.420888571394927,0.490015308355854,0.378511032323074,0.468754892969397,0.880549772043435,0.711838543519262,0.874562315917529,0.619687855801107
"South Africa",0.323909440458082,0.291127990151181,0.235290212694924,0,0.294046782106508,0.373735093034356,0.683482415778782,0.501167069605504,0.650902413591216,0.501196839468459,0.828470716098721,0.526505202203442,0.519458623833457,0.352914736555815,0.488665178977088,0.867278008192223,0.783041286911533,0.893112654089696,0.610154074388512
"Germany",0.224205491167773,0.274211680437081,0.216982317211543,0.294046782106508,0,0.316710653817069,0.565621169768683,0.469785118446152,0.659840793354877,0.31900127437328,0.901740405796205,0.332692791591948,0.584553731135526,0.400100218416102,0.515009246936238,0.915885922807052,0.757902291026745,0.856940010671133,0.579680807716097
"Japan",0.356910549554739,0.35366571433882,0.32499381941345,0.373735093034356,0.316710653817069,0,0.521253450378618,0.370719045269992,0.505060378969681,0.557031183056964,0.793533479929276,0.482638852481816,0.485190043904969,0.535523981676691,0.576976560278246,0.819438119346401,0.784707200810432,0.824033601025429,0.660771811284871
"Israel",0.530589723858322,0.518192426357921,0.531026490589731,0.683482415778782,0.565621169768683,0.521253450378618,0,0.449864104617086,0.495572995757517,0.727185815608835,0.781987703262662,0.623839489244176,0.661436216086084,0.779946759931903,0.738399141804661,0.759339916926495,0.877681602075452,0.910960867423661,0.875028488623151
"CHN",0.472023516444648,0.451655661467668,0.421762445047523,0.501167069605504,0.469785118446152,0.370719045269992,0.449864104617086,0,0.444647240287981,0.682569437655346,0.741175704516212,0.610827835250201,0.43467058094684,0.609079012845048,0.663010319059116,0.74517872832256,0.782557455841317,0.891237099682356,0.758970943803897
"HK(region)",0.602091066222934,0.546467042111626,0.525384447210162,0.650902413591216,0.659840793354877,0.505060378969681,0.495572995757517,0.444647240287981,0,0.779159641199416,0.761305790647664,0.706988902058639,0.541731514920907,0.768260663556424,0.679388526431919,0.75949731059698,0.797056726224224,0.968860757110453,0.838596454127222
"France",0.357178159541772,0.476725723571429,0.464505813326304,0.501196839468459,0.31900127437328,0.557031183056964,0.727185815608835,0.682569437655346,0.779159641199416,0,0.967980465899799,0.289353091513063,0.772082298136624,0.500317035109919,0.6160501702625,0.981556396412464,0.860629035378455,0.921561814488068,0.650368592158972
