"","Activeness","Formality","Exchange","Valence","Equality"
"Student and Dorm Resident assistant",-0.200874925354679,0.682468112366159,-0.0748269436218798,0.496794000323398,0.880747647526459
"Mentor and Mentee",1.2308623106386,0.805554926427856,-0.13365177795989,0.339280706123995,-0.433107844093763
"Athletic trainer and Trainee",1.05764842997653,0.986298315819952,0.110002766762073,0.32850116325868,-0.203238320412441
"Researcher and Research Subject",0.713298373236665,1.29405115128838,0.435045032849009,0.603631936802369,-0.290121168049179
"Between peers",-0.607423626988265,-0.337458328378551,-0.243529320169341,0.244116768509461,1.6799846352152
"Between classmates",-0.7961799010792,-0.240180393851438,-0.0808003306227907,0.266035528352338,1.75607175857781
"Between roommates",-0.358345772036884,-0.67304505697421,-0.0244191499778531,0.0552733739217011,1.54420476749569
"Between sorority sisters",-0.159229336472846,-0.500777420935736,-0.312772922103773,-0.0398408226544663,1.81122403990576
"Between fraternity brothers",0.655058401379309,-0.880978059554797,-1.02183190204905,0.230395583113991,1.15006923271961
"Bride and Bridesmaid",0.919634027994617,-0.959408189732084,-1.19416553011965,0.205328182790973,0.375575977565497
"Groom and Groomsman",0.722255590796824,-0.983247678213478,-1.15726421553966,0.358718684811719,0.294508914040369
"Predecessor and Successor",-0.495368628380765,0.701332462071802,0.348531658652095,0.136210722194287,-0.191458220669206
"Landlord and Tenant",-0.468242977813705,0.895965748864971,1.69294914466283,0.173141930411077,-1.08940259965187
"Landlord and Housekeeper",-0.403960714335109,0.743068467361724,1.23812887819519,0.0870481485699062,-1.2477816401316
"Guest and Host",-0.494090105508677,-0.0253439227575508,-0.988127083990456,1.10923144215198,0.322246924184286
"Television host and Guest",-1.39731019421073,0.896162492552951,-0.0846302813025198,0.913323574787694,-0.0215234675905075
"Volunteer and Organizer",1.18146243364077,1.24581290048023,1.32147400769863,0.459813694993518,-0.128196169566874
"Celebrity and Fans",-1.91937695581666,-0.238211695136212,0.613227919806576,0.480285228919998,-1.13527612468106
"Celebrity and Haters",-2.47094429155779,-0.145052570232633,-1.13932989231441,-0.696418933485585,-1.30495288731445
"Native and Tourist",-0.944173639213138,0.29304275191808,1.12326450184606,0.213987085599357,-0.151461500888341
"Bully and Victim",-1.06225680771523,-0.600704524807884,-0.973545081910605,-2.4907570784432,-0.582087959026609
"Between friends",0.763114639827826,-1.63152993661191,0.854135138931012,-0.0617250631186087,1.4365506015623
"Between Facebook Friends",-1.15237449616521,-1.27738648937774,0.248606554402163,0.124708446941207,0.495026739531661
"Between a person and their social media follower",-1.66791511022976,-0.150153873794628,0.210180671161657,0.183421487501705,-0.516128299502858
"Between childhood friends",0.489182681649925,-0.96160121181922,-0.707061796210219,0.904212941180791,1.81300134827001
"Between pen-friends",-1.64755036680628,-0.950390908136344,-0.917177005460209,0.915795026187606,0.370757654906977
"Between friends with benefits",-1.32437846412337,-1.34114925938108,0.333378345289981,-0.21969370913242,0.922665073519552
"Between political allies",0.348654967256956,1.22550197052172,-0.465598708144187,0.170059937810014,0.676164780106356
"Between romantic lovers",1.06883344029816,-1.4910195632432,0.134840138046474,-0.295863590015629,1.19133250848493
"Between ex-lovers",-2.72074006863447,-0.807621062764138,-1.22292418295228,-0.223767903487124,0.340111433259189
"Between life-partners",1.54620549752445,-1.35606963271916,0.769194899494495,-0.0791682426394656,1.48339277302327
"Between soul-mates",1.56836631752264,-1.57138303929994,0.488010861196076,-0.226622953286166,1.26185788519366
"Between strangers",-2.89591411070684,0.11751318955946,-0.519040184938268,0.76307123726216,-0.254432893791037
"Between neighbors",-0.617516271819793,-0.14590262797363,-0.17242712023009,0.189586426224166,0.131160414414564
"Between church members",0.289920707559373,-0.113394071020665,0.0202041352469648,0.759525743808716,0.573477981758616
"Between fans of the same sports team",-0.419802219504033,-0.322332558740669,-0.569111958083502,1.01435162227755,0.684993852612749
"Between fans of opposing sports teams",-1.41503541243406,0.213501154791213,-1.16795628552681,-1.28790085024368,-0.42318864755986
"Superior and Subordinate",0.698996974782331,1.00513875272079,0.563944914413334,-0.510818935567432,-0.597433307967503
"Aunt and Niece/Nephew",0.864236435652493,-1.19945928739795,-0.593186428846863,0.651851387686375,-0.336417613929022
"Uncle and Niece/Nephew",0.786300508506005,-1.1674270577569,-0.59339475418063,0.792546992476246,-0.391588292876819
"Between frenemies",-1.22125842708448,-0.107769962498769,-0.74611696870082,-1.67641924736889,1.36002815839272
"Between half-siblings",0.114659943914371,-0.642479971107572,-0.507842660749019,-0.475700922923232,1.64996044816233
"Between adoptive parents and adopted kids",0.935655961126542,-0.989055362973042,-0.31975800723259,0.337327821043281,-0.624799309009655
"Mother and Infant",1.53195776606704,-1.28976622511213,0.365092823510435,0.698406825206533,-1.17726234740804
"Between alumni",-1.76864944316859,0.188720258826327,0.299244703249725,0.999848821062983,1.57501033303032
"Between a monarch and their minister",-0.802373287023196,0.554010643576804,0.0113376121261708,0.452406656665874,0.0299426833432022
"Between confidants",0.262278102934881,-0.6239437851281,-0.0289970051497685,0.531706399173079,0.982179527672899
"Between a person and their significant other",1.53222749229557,-1.68074195791834,1.00663323950388,-0.142821802763793,0.91080279145419
"Between companions",1.03891101079748,-0.955543590603268,0.972742007455164,-0.309687951133953,0.424513734020791
"Between playmates",0.4190214758952,-0.229498428543904,-0.31001895951243,0.209855172144123,0.915265665196723
"Between competitors in sports",-0.268250121421695,1.04568959014057,-0.97399205516656,-1.32174754061977,0.990204939782879
"Between a person and their crush",-0.785865330108581,-1.48914081425752,-0.0835359965820327,0.294391216626799,-0.381228397665465
"Between cohabitants",0.922228575582642,-0.522238555810475,0.957401910620226,-0.451280536900515,0.624330352471382
"Between long-distance lovers",-0.417554982578203,-1.79889908454513,0.435968731543364,0.508582030360767,0.512343990364189
"Between brothers-in-arms",0.437144841308381,-0.288984011024277,0.147448127004155,0.305611076488358,0.0937811704385624
