"","USA","UK","Australia","South Africa","Germany","Japan","Israel","CHN","HK(region)","France","Spain","Mexico","Chile","Portugal","Brazil","Russia","Egypt","Qatar","India"
"USA",0,0.486477052319307,0.44806728218776,0.596170139686236,0.544129725065271,0.494149709089338,0.45263279453046,0.484082638738619,0.556048993582734,0.535943497237057,0.55536938962983,0.407920554272059,0.830973907479535,0.566947120642297,0.662076328561708,0.91113510149318,0.76747708716563,0.737037875691371,0.879381990512232
"UK",0.486477052319307,0,0.355224826273908,0.514439872723646,0.435722438615781,0.369634448724922,0.390484941734371,0.40965865758098,0.505724239027665,0.349746333585615,0.470060385706388,0.414580194648612,0.864443760777204,0.461620991594348,0.675361410717923,0.875479890205622,0.799312885654208,0.716583573971683,0.841166459938972
"Australia",0.44806728218776,0.355224826273908,0,0.522279248332423,0.445068088633709,0.420990487490251,0.336524160435204,0.337974676108859,0.515436474869604,0.331321481851435,0.490655202624174,0.353064839717929,0.904094157059214,0.377818438998843,0.670063300812585,0.85164907397215,0.756786348582893,0.691330248661368,0.919068786052782
"South Africa",0.596170139686236,0.514439872723646,0.522279248332423,0,0.515563348248181,0.494658835755557,0.579379489556692,0.546779698979611,0.568950096162575,0.540493063486749,0.571717582587406,0.45351696806066,0.832658388599033,0.577626641281886,0.771711859952824,0.908296901945356,0.772695977490029,0.774846151795547,0.87195991345388
"Germany",0.544129725065271,0.435722438615781,0.445068088633709,0.515563348248181,0,0.352748234253214,0.418842727240023,0.436134787466724,0.478198574922407,0.519826450843959,0.431188943802051,0.409636271320833,0.807474208247284,0.41677426901456,0.717411595705026,0.868105694882474,0.777875655341932,0.755309414506538,0.979461539087394
"Japan",0.494149709089338,0.369634448724922,0.420990487490251,0.494658835755557,0.352748234253214,0,0.368652459771566,0.386225971296359,0.438332194116988,0.484127585749676,0.509283844497564,0.366924330373488,0.765339823329742,0.422755893801857,0.675849138990684,0.851974089112926,0.741077139832703,0.695173890172919,0.92724843164115
"Israel",0.45263279453046,0.390484941734371,0.336524160435204,0.579379489556692,0.418842727240023,0.368652459771566,0,0.386618401607225,0.497963416377057,0.405957680183808,0.470337477817388,0.3954392014025,0.850655188924306,0.411953710770496,0.652299594254375,0.847511665528481,0.751648895473029,0.7110600961021,0.929069419436446
"CHN",0.484082638738619,0.40965865758098,0.337974676108859,0.546779698979611,0.436134787466724,0.386225971296359,0.386618401607225,0,0.468559269782563,0.395675379934694,0.487070104149628,0.327602683224359,0.878556571081725,0.354565395712779,0.65703702164937,0.873384262591453,0.760156172055926,0.699281728850662,0.965046720792181
"HK(region)",0.556048993582734,0.505724239027665,0.515436474869604,0.568950096162575,0.478198574922407,0.438332194116988,0.497963416377057,0.468559269782563,0,0.556970921269412,0.553073358951761,0.507631972884717,0.79197415829405,0.540287517928575,0.740797093803452,0.89347945858724,0.791963116125309,0.738027907949526,0.907316335692963
"France",0.535943497237057,0.349746333585615,0.331321481851435,0.540493063486749,0.519826450843959,0.484127585749676,0.405957680183808,0.395675379934694,0.556970921269412,0,0.471696171581545,0.405242701864908,0.906063500378235,0.475113603325253,0.652511512582345,0.858695530916715,0.800985834495302,0.698701301564412,0.825527183559769
"Spain",0.55536938962983,0.470060385706388,0.490655202624174,0.571717582587406,0.431188943802051,0.509283844497564,0.470337477817388,0.487070104149628,0.553073358951761,0.471696171581545,0,0.437623548853646,0.79453595135399,0.517578252535309,0.728761040498491,0.876729345474805,0.789541487017403,0.774519939378579,0.920255481303589
"Mexico",0.407920554272059,0.414580194648612,0.353064839717929,0.45351696806066,0.409636271320833,0.366924330373488,0.3954392014025,0.327602683224359,0.507631972884717,0.405242701864908,0.437623548853646,0,0.823505193850555,0.429010225162039,0.660848843379671,0.847745459771386,0.739171413273345,0.734649308138534,0.94033642074172
"Chile",0.830973907479535,0.864443760777204,0.904094157059214,0.832658388599033,0.807474208247284,0.765339823329742,0.850655188924306,0.878556571081725,0.79197415829405,0.906063500378235,0.79453595135399,0.823505193850555,0,0.90394594131338,0.869759504651852,0.952698374762285,0.811505119150489,0.925047997287348,0.938593356331898
"Portugal",0.566947120642297,0.461620991594348,0.377818438998843,0.577626641281886,0.41677426901456,0.422755893801857,0.411953710770496,0.354565395712779,0.540287517928575,0.475113603325253,0.517578252535309,0.429010225162039,0.90394594131338,0,0.723038887494625,0.904481431379382,0.804766955460669,0.756721673604394,0.98402551791799
"Brazil",0.662076328561708,0.675361410717923,0.670063300812585,0.771711859952824,0.717411595705026,0.675849138990684,0.652299594254375,0.65703702164937,0.740797093803452,0.652511512582345,0.728761040498491,0.660848843379671,0.869759504651852,0.723038887494625,0,0.862645605217386,0.835180522254466,0.797279486194006,0.850440590287931
"Russia",0.91113510149318,0.875479890205622,0.85164907397215,0.908296901945356,0.868105694882474,0.851974089112926,0.847511665528481,0.873384262591453,0.89347945858724,0.858695530916715,0.876729345474805,0.847745459771386,0.952698374762285,0.904481431379382,0.862645605217386,0,0.867432913241046,0.92420404257596,0.986821045131781
"Egypt",0.76747708716563,0.799312885654208,0.756786348582893,0.772695977490029,0.777875655341932,0.741077139832703,0.751648895473029,0.760156172055926,0.791963116125309,0.800985834495302,0.789541487017403,0.739171413273345,0.811505119150489,0.804766955460669,0.835180522254466,0.867432913241046,0,0.817650105467223,0.961646342211434
"Qatar",0.737037875691371,0.716583573971683,0.691330248661368,0.774846151795547,0.755309414506538,0.695173890172919,0.7110600961021,0.699281728850662,0.738027907949526,0.698701301564412,0.774519939378579,0.734649308138534,0.925047997287348,0.756721673604394,0.797279486194006,0.92420404257596,0.817650105467223,0,0.938924090631731
