"","Formality","Activeness","Valence","Exchange","Equality"
"Parent-Child",-2.96945720483944,0.376806956373071,1.70944661101426,0.799572941313802,-0.609644066194092
"Parent-Teenager",-2.50822344323497,-0.535060953246499,1.61935023412256,0.384497006092765,-0.731981816222728
"Wife-Husband",-2.77362577745161,0.748217452870364,0.735639950787604,0.953687966354018,-0.462821667913607
"Fiance-Fiancee",-2.65391290765615,-0.337480818663407,1.2434172603035,0.036677461579634,-0.498128908098234
"Siblings",-1.64706029866745,-0.705572528581002,1.15830885008289,1.15626849533765,-0.728688154533451
"Divorced spouses",-0.385145385095629,-1.05329500946149,-0.891304478225962,-2.6766404422516,-1.86732047175161
"A person and their in laws",-1.01165033226726,-0.755407670993072,0.170290549931365,-0.572003045336845,-1.62220463204615
"Cousins",-1.5475703150093,-0.75803559296307,1.56973710509756,0.500369849425218,-0.737200315874745
"Employer-Employee",0.619909166280671,1.84516178269327,-0.353987492394897,-0.649132709732541,-0.991153666350601
"Interviewer-Job applicant",0.612659235423474,1.14578194492303,0.236814731156486,-0.829173081362292,-1.52942442550228
"Guard-Prisoner",-0.113335076511451,0.112998140107637,-0.426950595728044,-0.988626676165508,-1.6045571144039
"Nurse-Patient",0.484326986179608,1.54600047025928,0.334730505764852,-0.383884179215294,-0.31598270157682
"Therapist-Patient",0.406876147526192,1.73540350424126,0.356593307898282,-0.468841294690947,-0.362070653042137
"Salesperson-Customer",0.750678509145743,0.956646972720656,-0.569228911735545,-0.657410080298929,-0.421844463323654
"Business partners",1.04867953443136,1.38846088727029,-0.459484556338504,-0.372661230215347,-0.112101965031873
"Opposing negotiators",0.587331880601836,-0.385358045522555,-0.948232499266487,-0.760725956238837,-1.04143550668556
"Political opponents",0.941380524299324,0.24980335368021,-1.99769353780067,-0.824778971743691,0.29575190515414
"Business rivals",1.16051937537241,0.113399290745597,-2.17901441378914,-0.584573634128635,0.703506753434829
"Enemies",0.652769128490715,-0.700152132375825,-2.11521624191317,-1.59952278683113,0.597420014961902
"Teacher-Student",0.831975560672283,1.07404515627865,0.614755907189451,0.283121988926713,1.15954757145053
"Professor-Graduate student",0.914906135658484,0.917781512023941,0.831618773790484,0.391334117696555,0.994785895423764
"Master-Servant",0.400837360536231,-0.202050838493576,0.681501026135863,-0.178749113235463,0.931045251327351
"Close friends",-0.450184375383441,1.18366688348981,-0.398393613201124,0.84579886199917,1.76198561247456
"Casual acquaintances",0.0566382578374547,-0.571008219439008,0.470092626520399,0.393021007692089,0.393358854897288
"Teammates in sports",1.45472971440747,1.28695253099458,-0.0362750465533266,-0.0865747709405623,2.03094297372311
"Second cousins",0.00675109902931253,0.338630476015515,0.747384325484584,-0.628591163695443,2.14612513513067
"Parent-Infant",-1.13905974362114,2.09663123011996,1.04638191712692,-0.170544127754027,2.40783786998323
"Grandparent-Grandchild",-0.437223508694023,1.5973719711501,1.97862278671859,-0.364080036832404,2.02312873499162
"Step-parent-Step-child",-0.0699594997941955,0.25566903443722,1.01877170820204,-1.61238817885612,0.3516347183514
"Foster-parent-Foster-child",-0.000344108466229523,-0.0413314197150975,1.54977489664217,-1.33350582515552,0.292302994084437
"Godparent-Godchild",-0.237656159803005,0.033667950699957,2.02454429072953,-1.67825666235248,0.849172095279879
"Step-grandparent-Step-grandchild",-0.147333430484711,-0.17539386706745,2.21495918366004,-1.40068329427797,0.120722234048719
