,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance
Parent and Child,0.6734810685918783,-1.0919222605897412,2.093353998703128,1.5197995805343345,-1.1364577028678844,1.6939472048044077,-0.8681299994892507,1.752520332043624,-0.874729936676514,-1.1193060000858752,-0.8575737540191595,0.9736878962786358,1.646867803890972,1.3607986547155764,0.8644418178948425,1.7513230529259118,0.9280231730956473,1.469207924985013,0.6869259129714622,0.6661081107359846,0.005802304969518022,0.09065305544010176,1.7133877616376219,1.440822582919404,1.0436038994005894,-0.5254530955323858,1.3589923332878402,1.6079976416653186,0.14751943251181834,1.5540072838472974
Parent and Teenager,0.043058006085171914,-0.7733333521856298,1.6385367189342823,1.5197995805343345,-1.030646764205317,1.0091240086074793,-0.7975077843412381,1.6359664487490586,-0.603476465238688,-0.5827106087088422,-0.5414103523296241,0.402532177640979,1.1099783294206154,0.9053761051122164,1.0993292122956648,1.022519161170227,0.9115155724713252,0.7577146044240671,0.7115369723784378,2.205560718849613,1.4362300933605154,0.9900840798173288,1.4723028622188183,1.2000723071892974,0.7445567360411336,-0.6759317111120204,1.1395422704709663,1.4728370937669875,0.21717954744944729,1.5778508710948167
Wife and Husband,0.8815818853416648,1.4622819188570138,1.5213868135392765,1.6845306633029604,-1.2478376383021659,2.5474208896169976,-1.0234988728148784,1.736626620685274,0.7121028712347681,-0.9600963784685137,-0.9143210312454862,1.8896923506975185,1.6403203712754797,0.65868889074373,1.1748287319245008,1.355686654544254,1.1838909827726438,1.2669206083549402,3.0577913025101084,0.7654276338400896,0.20086063975010865,0.6610239489476115,1.2592510906394112,1.440822582919404,1.2389000060843156,-0.5387306204364712,1.228693858490321,1.4241792965235882,1.1645571106011974,1.0592528484612695
Fiance and Fiancee,1.242698008525118,1.6160834608452055,1.8797277006298825,1.4631732708326195,-1.2812516189324503,2.5627527522184215,-0.9387522146372633,1.5564978919573096,0.9562309955288115,-0.9718896837735035,-1.060242601256041,1.9435749656633359,1.7057946974304015,0.5543212231262936,0.9483301730379933,0.9392272878267199,1.0270687768415814,0.8972230986517039,3.0495876160411166,0.36814954142366946,0.20086063975010865,-0.29325043057456834,0.8051144196412006,1.312923998937785,0.8422047893829971,-0.6405249780344592,0.7143577737632739,0.7483765570319313,0.5306500646687765,0.7254426269959984
Between Siblings,-0.10995730034849467,0.8690473997597029,1.2664134900324993,1.5764258902360497,-1.108612719009314,0.5389468888304837,-1.5249166003657675,1.1273676852818646,0.4137240526531595,-0.8893365466385753,-0.7683994612349315,1.1784418331487385,1.3522333361938252,-0.05290884301151991,-0.5532713840244077,0.5748253419488771,-0.16147846810962652,0.7716654538468312,-1.0030334996408596,1.5930903263742981,1.013603701335903,1.2423635134841122,1.3545637252933564,0.9818923698088879,1.5501531761115046,-0.9990181504447654,0.44004519524218105,1.478243515682921,0.3773978118059926,0.11147025537237391
Between divorced spouses,-1.3218385273031341,0.04511056768010451,-0.4219233818367014,-0.30253802259358764,0.4618443706140552,-0.9175800583047746,-0.8257566704004432,-1.357349190406823,-1.647802330274318,0.2782006785554085,0.715136500539042,0.7797104824016958,-0.3370042786031503,-1.04914567026887,0.7302204496658008,0.3353612060862952,-1.110665504008161,-1.0140432722669155,-0.034998496299820984,2.0896879418948235,1.2628449068888796,0.29905780499092255,0.18838560717449432,-0.5152734073877109,-0.7445760774222786,-0.7113384441895814,-1.6995929172223363,-0.6194481876991828,-1.2805129237095707,-1.8973519702311359
Between a person and their in-laws,-0.5934856686788811,0.5120081058585436,-0.2151882546690442,0.006332757597585624,-0.18415925490477753,-0.35030114205209506,-1.7085343597506002,-0.4355139316225337,-1.6071143095586442,-0.8657499360285958,-0.5576238601085746,0.9521348502923085,0.18679033063622197,-0.3470359062970231,-0.947546653197217,-0.07068667646330075,-1.250980109314901,-0.637370337852297,-0.12523904745873132,0.8481939030935107,-0.4276606612095726,-0.7210286007052008,0.2108121094460108,-0.011202517577800272,-0.9154601707705393,-0.600692403322203,-1.1029630589389612,0.09419950520400704,-1.336241015659674,-1.1820443528055538
Between cousins,0.47762147635678504,1.1272142738113105,0.28097605053333313,0.8093967860946361,-0.7577659223913272,-0.31452679598210626,-1.3201121764365311,-0.36134327861690124,-0.9832313252516445,-1.1369959580433597,-0.9872818162507637,0.8766991893401658,1.0968834641896312,-0.05290884301151991,-0.9894908307687924,-0.3413852648296982,-1.250980109314901,-0.4629847200677516,-0.822552397323039,-0.12017144717151337,-0.10256343657525487,-0.26034441748759657,-0.14801192689825424,-0.1767183321422483,0.09763838265129045,-0.990166467175375,-0.910944253974197,0.7916279323593972,-0.5769457628395206,-1.0091783452610381
Employer and Employee,0.953669096372637,-1.1584475307354274,-0.4035469260884651,-0.8728050000946982,0.8980824510649913,-0.8448956726387656,0.9280283391085358,-0.01697953251932195,1.0549371198575759,0.44985878910581445,0.9295151033940547,-0.10102535131228962,-1.1738852110924198,1.3728742526217264,1.650704492009284,-0.08015166207051772,1.1343681808996768,-0.12562781584455798,-0.3467385821215114,0.5472256512628894,0.5663487316874777,1.3530473756857442,1.4526796727312414,1.0477225233288394,0.10908151390229016,1.7599408785833148,0.16830429714472467,-0.15111688923146435,1.1201487873284592,0.5317134806099031
Interviewer and Job applicant,0.007014400569685852,-1.2463341261572511,-0.8323308935473098,-0.20015307878947636,0.9228335478281651,-0.9584650252419047,0.4258259202782236,-0.403137852929599,0.43406806301099643,0.2926147183726182,-0.25947546706231767,-1.494135869155768,-1.3060243056959888,0.8398228593359758,0.39237916486202046,-0.46064408348062835,0.188932872415761,-1.2936943902414049,-0.6152228665612448,-0.35567910422897453,0.9387328253595143,0.24620875366942288,0.9796206404414387,-0.23878676260391668,-0.7628850874238781,0.88860330675271,-1.1046775125547181,-1.8906331406829897,0.25810486497530377,-0.0450032859394724
Guard and Prisoner,-1.0865349894095846,-1.226803771619068,-0.3484175588437565,-0.96889813170973,0.05654516111708645,-0.831267350326389,-0.16426192184739202,-0.403137852929599,-0.6268344030569454,0.481307603252454,-0.04329536334297713,-0.17744069617290223,-1.1381719422806444,-1.4528156574173028,-1.081005400015866,-1.1932339694792002,-0.06768528274415885,-1.0235552150551632,-0.8210608179650405,1.4591594543096722,-1.354680322969854,2.96245056121218,1.181459160885088,-1.3983378953196244,-2.493086532575015,0.2662193268737066,-0.34860346800595815,-0.9357238697812782,-0.4158567470462542,-0.21265350877359318
Nurse and Patient,0.9047041983138636,0.4283937754919473,-0.36679401459199285,-0.3374289810966646,0.3486081029225358,0.2135706936224902,-0.5095260847932315,0.647024408673959,-0.15063386431053966,0.39744409886141585,0.9799571275952342,-0.412564834205557,-0.10248714673915871,0.9122764467728736,-0.14298106523336052,-0.23348442890742802,0.8552396612520443,0.16734002203347853,-0.3691122724914891,-0.40985338955848655,-0.8640790567035203,0.4256960977801777,1.4589871264951055,0.8869088625872449,-0.8864709049346736,0.20149139296629026,0.6003466083154446,-0.3761592014821862,0.9477400028578282,1.1084302471592786
Therapist and Patient,0.8122149464250691,0.3160942368973945,-0.17077848661080663,0.005760774671305804,0.2595041545751106,0.672390878139172,-1.3256050153924877,0.26086608826368224,0.34967809411922823,0.02529979812618399,1.0376051552537253,0.22814844193342648,-0.12034378114504635,1.0054310591917428,0.4884694625714481,-1.03990120264229,0.895758317329927,0.28528811260775305,-0.26171855871559585,-0.6084924357666966,-1.1537111295595486,0.16244799308440389,1.0742324468993991,0.9884753851608835,-0.7422874511720788,0.2662193268737066,0.8240828051717103,0.3354610832025287,1.2768840459381239,0.10923491906791871
Salesperson and Customer,-0.40102641658675814,-0.08427803113535827,-1.2366129200085063,-0.5662221516086449,0.7149243350175061,-0.985721669866658,0.8652530367547466,-0.30895289673197024,-0.1325502995480178,0.9740056915498029,1.477171366149717,-1.558795007114748,-0.8453231380240864,-0.14865108355313525,2.460608429845886,3.1795893810549103,1.3279573154940023,-1.061602986208155,-0.3556880582695026,-0.346650056674056,1.6303032850361536,1.1675771201046312,0.4939467006239078,-1.3052352496271225,-1.5112658712392508,0.6147543556059486,-0.9118014807820752,-1.6290974804997183,-0.12589651861837461,0.18300101711493186
Between Business Partners,-0.3792642396717479,0.3405071800701234,0.08036640861508816,-0.0445737228413301,0.7891776253070273,-0.14985123470755463,0.5576540552211809,1.0755659593731686,1.235772767482793,0.6385516739856503,0.6845109858454689,0.10470826946628299,-0.20605562629330718,1.0934104153651194,2.199791907491726,1.350954161740646,0.6616505266577188,0.5287938479869003,-0.2259206541236314,0.1364039875140912,1.9022027820030378,0.6530467336538005,0.2668783651248024,-0.7127638679475636,0.5759612689430732,0.44546591307885963,1.1712596623624674,0.8524501789136464,1.2298634683552245,1.1017242382459138
Between opposing negotiators,-1.733959752631143,-1.251216714791797,-1.114103215020265,-0.4747048834038528,0.63572082537535,-0.7949251574933844,0.6078742971042119,-0.7045297127620102,0.16884244649401117,0.8953836561832044,0.6196569547296668,-0.5418831101235171,-1.3881648239630722,0.2912456973137465,0.6943772433773637,0.1470079925026831,-0.009158335076107027,-1.190965408128327,-0.39596070093546254,1.996387783827331,2.8065641523494125,1.5325347197964991,-0.13049122199863195,-0.3488171620586919,-2.1291949587932284,-0.376080940361425,-0.5491945410495067,-1.1911773053091246,-1.897004940907585,-0.5948960168353885
Between political opponents,-2.765190181444702,0.8300976586068489,-0.5021115523744594,-1.3316393038669057,1.7634707978937725,-1.1034208171099114,1.8559614448109067,-1.5119516554380439,-0.749583448717699,2.1619131713614963,-0.73965733380861,0.48443375238901976,-0.5281893109755211,-0.576644775055384,-0.03819688344546131,-1.1284934679258383,-0.8168302128952233,-0.9596349595181372,-0.371349641528487,2.2668077580971446,0.7643624957829259,0.6961236962403817,0.9165461028027982,-0.8143303905212023,-2.390098351316019,0.8587288757185179,1.1095393321952218,-0.19369246181943875,0.34430925721061933,-1.4800891933995464
Between business rivals,-2.7518361183377635,0.798138896635277,-0.44698218512975074,-1.2904565331747493,1.795872233656472,-1.1926243813363768,1.5529279398121623,-1.5620409275976916,-1.4203193053639596,2.170490120674216,-0.7160740497665004,-0.26561224793514787,-0.433906281312434,-1.766436185894162,0.5204995618079237,0.24582244224202512,-0.3711249960385202,-0.8173362954059481,-0.43533839598662344,2.08306664035455,1.0049344420123212,1.025183827110099,-0.38278937255319345,-0.9328246668571141,-1.1817036912104628,1.0081010308894787,0.10658396697747896,0.037432075086707955,-0.08671270396595847,-2.445754476924082
Between enemies,-2.6672603853271553,0.6343502415309686,0.42005240880975714,0.012416575995290578,0.24060331704686866,-0.6536861808014807,-1.0613780609397216,-1.4464502995369657,-1.8050060466757856,1.7459311296945854,-0.8221988279559945,-0.019907523691024064,-0.5321177705448162,-1.7208939309338256,-0.4458942894411747,-1.4470848834647518,-1.153585265631399,-1.0140432722669155,-0.22860549696802876,2.420753018908507,-0.11340001072973196,1.9926206118670675,-1.4361341511184877,-1.4745127872498534,-2.2802442913064227,-1.0532347104697808,0.3071750400210275,-0.2666791576845377,-0.9095728116666978,-1.9495098173350844
Teacher and Student,1.4635964690857206,-0.6200311658532438,0.21457022180675242,-1.0807987914692256,1.403004825033734,-0.8469605699588227,1.8713699281159273,0.2797030795032079,0.12829142248108366,0.01767584318154428,-0.46844956732434667,1.0534341664280447,0.3949986878088723,1.3133588057985601,-0.7931920797338193,0.27081000424507706,1.2086523837091272,0.9404707318622711,-0.22368328508663357,-0.9809406474070905,-0.09389417725167308,-0.04755219952517959,1.0490026318439432,0.6922396943211041,0.7613399952092664,1.4462593527242973,1.449001148115073,0.1408298942289315,1.410109015756339,0.4110053201693361
Professor and Graduate student,1.5348181389893907,-0.31242808187686044,0.18951141851370312,-1.4065170687617357,1.5042593117921714,-0.92501368865698,1.9124592169293169,0.1448473467656944,0.2121334045618659,0.04769516577606379,-0.6099492715770057,0.5361610627562046,0.3517856325466243,1.2336598596179718,-0.7327924640307506,0.3957478142603374,0.9907520554680722,0.3670908205866853,-0.25321655637500434,-0.7574717204228542,-0.022372787832123094,-0.2055010623426438,-0.30079247362296097,-0.3064977776530091,0.15027678640588868,1.4711547119194572,1.124969414737033,-0.388323650793036,1.4492928304087551,0.256767115161945
Master and Servant,-0.9801970794839658,-1.1193868216590612,-0.1863706308820374,-1.234298209503627,1.7634707978937725,-0.5273144648139877,-2.1296995700878387,-1.1998569596740838,-1.6077307947210029,0.20208025340502,1.5066504712023543,0.5167633213685098,-0.04498878395220017,-0.5652592113152999,1.0791960070613087,0.22083488023897313,1.956446691990929,-0.4113665772035261,-0.046483657356409455,-0.44461522264492326,-0.5555322362324039,0.8474913564404515,-1.9722677210469308,-2.777949826944883,-2.63726998633761,-0.6150763886349623,-0.17887256004603244,-0.7897504780510802,-0.37667293239383803,-0.05841530376620206
Between Close Friends,1.4947559496685758,1.6730100056070687,1.4274163011903416,2.0191406751767316,-2.161153108863274,1.3608276446462007,-1.4928155934803071,1.7669691605512148,1.4993544235668224,-2.1179845356856877,-1.665301232461422,0.7753998732044298,1.5774650181667553,1.0913403128669217,0.5506993696594581,1.145374674351899,0.3023851094338312,1.4134045272939586,0.9035032357528472,-0.97100869509668,0.8813974966512801,-0.3568687225427138,0.5128690619154999,1.3439582141686188,1.516586657775239,-1.1129835725381652,1.6495922211586216,1.5579882389429363,1.347414912312473,0.2768851419020395
Between casual acquaintances,0.03471171664333549,1.01386053994339,-1.5595930513411425,0.1696598822744334,-1.100006087634847,-0.37864185776987835,-0.5631704340773782,0.46079506346501187,0.8039591604262134,-1.4661363879189824,-1.370510181935049,0.005956131492568306,0.4932101770412546,-0.371704627733872,0.027236033566196607,-0.2789163598220681,-0.36122043566392703,-0.30673520653279873,0.7607590911923889,-0.7276758634916226,0.15317971347040865,-0.6135356246210931,-0.029571961776807355,-1.0428550663118892,-0.2136147873758981,-0.9685904892062362,-0.31774330292233527,-0.10245909198806506,-0.8703889970142816,-1.2789089259986013
