,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
0,,93,89,,96,100,,,,,83,,,,,,,94,96,94,,,,,,,,,90,,80,,
1,,,,89,90,,,,85,,,,,87,,,,,,,,,,,73,79,79,,65,,84,,
2,99,,,,,,99,,,99,,98,,,97,,98,,,,,,,97,,,,99,,,,98,99
3,100,,100,,,,100,,,,,,,100,100,,,,,,,,,,100,100,100,,,100,100,,
4,,,,,,,,100,,,,,100,,,100,,99,,100,100,92,100,,,,,,,100,,,
5,,,,,,,,,100,100,,,,,,100,100,,100,,,100,,,,,100,,,,,100,100
6,,,100,100,,,,100,100,,,,,100,,,,,100,,100,,,,,,,,100,100,,,
7,,,,100,,,,,,,100,,,100,100,,,,,,100,,,100,100,99,,,,,,,100
8,,100,,,,100,100,,,,,100,,100,100,100,,,,,,,,100,100,,,,,,100,,
11,,,100,,,,100,,,,100,100,,,,,100,,,,100,,100,,,100,,100,,100,,,
12,100,,,,,,,100,,,,,100,,,,,,100,100,100,100,100,,,100,,,,100,,,
13,,,96,,,94,,,95,,89,98,,,,91,84,100,,,,,,,,,86,,,,,,
14,,,,,,,100,100,,100,,100,,,,100,100,,100,,,100,100,100,,,,,,,,,
15,,100,,,100,,,,100,,,,,,,,,100,,,100,,100,100,,,100,,,,,100,
17,,,,91,94,,,94,,96,,,,,,,,,,91,,,,,,,,95,83,,,95,90
18,,83,94,77,,,95,,,,,,,75,87,,,,,,,86,,76,77,,,,,,75,,
19,,87,,,,100,,,,,85,,,,,,,100,,,100,,,,100,,,,,100,100,,
20,96,,,,,,100,,,95,,94,,,100,,100,,,,,,,100,,,,100,,,,100,97
21,,92,,,,,,,,,82,,87,,,91,,,,,,90,88,,79,,81,,,,93,,
22,,,,,,100,,100,,,100,,100,,99,100,,,,,,,,,,100,,,,,100,,100
23,81,100,100,,,,,,,100,100,,100,,,99,100,,,,,,,,,,,,,100,,100,
24,,100,,,,,,90,100,,,100,100,,100,,,,100,93,,,,95,,,,,,,,,100
25,,100,,100,,100,,,,,,100,100,,,,100,100,,,,,,,100,,,100,,,,100,
26,,71,,,,78,,,76,69,,,79,,,,,,,,75,,,,,,,,66,,,79,70
27,,,,,100,,,100,,,,,,,,,,,100,100,,,100,100,,,,,100,100,,,100
29,100,,100,,100,,,,100,,,,,,,,,,,100,,100,,100,,,100,100,,,,,100
30,,,,,,,80,,,,98,,,,,77,,,,,,67,,72,70,96,,81,72,65,,,
31,100,,,,,,100,,,,,,,100,100,,100,100,,,100,,,100,100,,,,,,,,100
32,85,,,,,,,,86,,,86,80,,,,89,90,,,,,83,,,90,94,,,,91,,
33,,100,,,,,,100,100,,,,,,,,,,,,100,100,,100,100,,,100,,100,,,
36,,,100,,100,,,,,,100,,100,100,100,,,,,,100,,100,,,,,,100,,,,100
37,,,,,,,,,,,,,100,,,100,100,,,,100,100,,,,100,,,100,100,,,
38,,100,,,,,,,,,100,,,,,100,,,100,100,100,100,,,,,,,100,100,,100,
39,,100,,,,,100,,,,100,,,,,100,,,,100,,,,,,,,,100,,,100,100
43,,,,,,90,,,93,91,94,,,96,,,,,83,,,96,,,91,,89,90,,,,,
45,,,,,,,,,87,,,84,,85,,,83,,,77,85,,85,,88,,,83,,,,,
46,66,,,,67,,,,,64,,69,,,,66,79,80,,,,,,,,,,,69,,,88,
47,,,,100,100,100,,100,,,,100,,,,,100,,100,,,,100,,,,100,,,,,,
48,,,,92,,97,,97,,,,,,,99,,,,,100,,100,,,90,,,,,,100,,
49,,,,100,,100,,,,100,100,,,100,,,100,,,,100,,,,100,,,100,,,100,,
50,78,,84,58,68,90,,,,,75,,,,85,,,80,,,,,,,,,66,,,,,,
51,,,,,100,,,,100,100,100,,,,100,100,,100,100,,,,100,,100,,,,,,,,
52,100,96,100,97,,,,99,100,,,99,,,,,,,,,,,,95,,,,,,,,99,100
53,,,,,,,,100,,,,,,,,100,100,,100,100,,100,,,100,,100,,,,,100,
54,100,,,100,,,100,,,,,,,67,,,100,,100,,,100,,,100,,,,100,,100,,
56,,,,,,,,100,,,,100,,,100,,,,,100,,,,,,,100,100,,100,100,100,
57,,,100,,,100,,,100,100,,100,,,,,,,,,100,,,100,,,,100,,,100,100,
58,,,,,,,,100,,94,,94,92,,,,,,,,,,95,98,93,,,,,94,98,,
59,,,68,,,,,,77,,,,,,72,,76,,,72,76,,,,,,69,68,68,,,76,
60,88,,91,,,90,,88,,,,,90,87,,,,,,,,,,,,87,,93,90,89,,,
62,,,57.0,,,67.0,59.0,,64.0,,,,,,,82.0,,,,,,,,,61.0,,,62.0,,,60.0,,73.0
63,,,,,,,,100.0,,100.0,100.0,,100.0,100.0,100.0,,,,,100.0,100.0,,,,,,100.0,,,,,,
64,100.0,100.0,,100.0,,,,100.0,,,96.0,,100.0,100.0,,,,,,100.0,,,100.0,,,,,,100.0,,,,
65,100.0,100.0,100.0,,,100.0,,,,,,100.0,,,,100.0,,,100.0,,,,,,,,,100.0,,,,,
66,74.0,,79.0,68.0,56.0,92.0,,63.0,,,,74.0,,,,62.0,,,,,48.0,,,,,,,76.0,,,,,
67,,,,83.0,,,,,100.0,100.0,,,100.0,,,,,,,,,,98.0,,,96.0,,100.0,,,99.0,,
69,76.0,94.0,,,67.0,70.0,89.0,,,,80.0,,,,,,,69.0,73.0,,,,,,,80.0,,,,,,,82.0
70,,,,,,,,,,87.0,,,,73.0,,,91.0,,89.0,,,89.0,,,,80.0,89.0,,,,,90.0,78.0
71,,,,,,,,,,100.0,,100.0,,,99.0,,,99.0,,,99.0,99.0,,99.0,,99.0,,,,,,99.0,
72,,,,85.0,89.0,81.0,,,,,,87.0,,,,,,,,,,,,86.0,,89.0,,87.0,78.0,,,,91.0
73,81.0,89.0,,,,,,,93.0,,,,92.0,,,,78.0,,,,,79.0,89.0,90.0,84.0,,,,91.0,,,,
74,,,100.0,,,,100.0,,,,,,,,,100.0,,,100.0,100.0,,100.0,100.0,,,,,,,100.0,,,100.0
75,,,,,,,,100.0,100.0,100.0,,,,,100.0,,,,,100.0,100.0,97.0,,,,100.0,,,,,,100.0,100.0
76,,,,91.0,94.0,,,,,,69.0,,74.0,100.0,,,,,,,,,,78.0,100.0,,78.0,,91.0,,100.0,,
77,,100.0,,88.0,,100.0,,100.0,,,,,100.0,96.0,,,,,,,,,100.0,,,,,,,92.0,100.0,,100.0
78,97.0,,,,95.0,,,,94.0,,,,,94.0,,,95.0,88.0,,,,,,95.0,99.0,,,,95.0,,,,
