,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance
Parent and Child,1.1427804909286752,-1.739818640039378,1.4006383541672014,0.8952854948660774,-2.8660966918940045,1.1585726506062726,-1.5244420074184253,0.4751103006868782,-1.993502562655501,-2.6770294967744164,-1.4272221450209683,0.5706087995268272,2.6279731482924773,1.7215689277581405,0.6248580686357689,0.0696773064890468,-0.40775460403102626,2.4013311518250386,1.5178199994241668,-0.8949981244378293,-1.0665218240777097,-0.4881972612019465,-0.17694293613903983,0.20053242772642008,0.3344482984518931,0.23317625640285133,-0.02204361865023403,0.3915095095443029,0.2932599502285245,0.489753844121009
Parent and Teenager,0.5397927840176218,-1.4712375035121297,0.7440368797295858,0.4126911800181832,-2.4258353938280957,0.7468701224764808,-1.6209256455220442,0.29186599412378683,-1.768527892264358,-2.6462240501561047,-1.3644326049269029,0.5706087995268272,1.0940927338820314,-0.7553429895326575,0.6983527815948106,0.30998542435394943,0.1981543445713074,1.309559976016931,0.6354282299936137,-0.5831595606051941,-1.4118716648377623,-1.0009752675174817,-0.5381413003369416,-0.6212612417665461,0.3206146734449614,-0.7061653016345057,-0.40194444554812847,-0.5941229714642374,-0.1732722495186374,-0.37084038730143887
Wife and Husband,-0.09190862322252956,-0.3236635565320671,1.3580018947881363,0.6836213216871768,-2.588895133852506,2.1676474744538012,-2.0470617138130294,0.4910445882141035,-1.8153976152625129,-2.184142350881434,-1.075600720494203,1.3755292136566961,1.6419071676000478,1.605915453020827,1.194442094068343,1.3385041688157326,0.1468061285880588,1.60487513012896,2.523556854904152,-0.25053175918371673,-1.1010568081537149,-0.3106971820927228,0.46367303055157827,0.4792276721631651,1.1713826113712613,1.1663783271327746,0.23825879977980416,0.2583159310296352,0.8530985899251184,0.6084564967310013
Fiance and Fiancee,0.4440804495872956,-0.12833182087588588,0.3347268696905513,0.7598204240315812,-1.6757605897158063,1.0213384745630087,-2.071182623338934,0.22016170025127288,-1.993502562655501,-2.1148300959902335,-1.9044226497358645,0.7888923016637408,1.6327769270380807,-0.03250877242444802,-1.2125097553402768,0.7137030623669858,-0.28451888567122957,0.5488997305768559,2.40021176885472,-1.0717066439429892,-0.8247769355456728,-1.346114310229861,-0.2382785074179289,-0.3139818696952632,-0.5578205144952018,0.3252685660143569,-0.6059652599932942,0.2716352888811019,-0.22770100615580569,-0.482124124123307
Between Siblings,-0.5704702953741594,0.19722107188441548,0.9486918847491019,-0.07836970175686729,-2.507365263840301,0.39167578448215074,-0.9294595724461072,0.1564245501423718,-1.6935363354673105,-2.1610382659177008,-1.5528012252090992,0.3113971407392424,1.1032229744439983,0.805978919421075,1.0842000246297803,1.2616055710989638,1.3586240257927262,1.1037342625449107,-0.9395936380222121,0.27959379933176304,-0.6866369992416518,-0.8826418814446658,-0.5449563638123734,-0.32827393351253215,0.6042039860870614,-0.1474719566580387,-0.9647604853968609,-0.7539552656818386,-0.48429371601674465,-0.7640429240720396
Between divorced spouses,-3.1834170253220573,-2.0409550658426574,-2.8544802918635863,-2.1696117327644107,0.6804526536369279,-2.223846158930645,-0.9214192692708054,-1.4768399213982244,-0.7186460971056912,-0.08167061918168302,-0.3597999634218582,-1.6531543784929796,-2.06497050055853,-2.788916586997087,-2.1311936673282994,-1.477906972560926,-2.4719528865576206,-1.6256936769753583,-0.9206174709376841,1.3814233915404073,-0.9168702264150201,0.3105530947895601,-1.4104694251922512,-1.5573914217976643,-0.8206593896269045,-0.46672529664459134,-1.9567237556302521,-0.9337665966766395,-0.7486619625401366,-1.327880523969505
Between a person and their in-laws,-1.393596371474962,-2.073510355118687,-1.1746037923283854,-0.30696700879008054,-0.6321782535595782,-1.5457478773051052,-0.16563077079245528,-0.2578669255654868,-2.0778680640521796,-1.360096653841605,-1.791401477566547,0.9662476471499831,-1.2706395716674062,-1.4299882588336532,-0.7991019949456665,0.088901955918239,-0.39748496083437657,-0.05067952171120313,-1.0819148911561722,1.0176117337356663,-0.3182638357642623,-0.16278044950170306,-0.8857095375839787,-0.6855755289442566,-0.5232364519778729,-0.2150063170398095,-1.3376261117966466,-1.0603004962655735,-0.6320289126033456,-0.9643536503514026
Between cousins,-0.1780497242098229,0.5390516092827319,0.30061770218729866,-0.25616760722714443,-2.3116935758110078,-0.34293068727885073,-0.31035622794788403,0.14049026261514652,-1.6185447786702627,-1.9916083095169883,-1.8793068336982384,0.12039907636944303,0.8019250358990894,0.025317964944208748,0.23901082560079925,0.37727169735612215,0.43435613809425105,0.4862571221288498,-0.37979670902863544,-1.3211774950090973,-0.5715203856549675,-1.326392079217725,-0.21101825351620054,-0.8356421990255812,0.2721969859207003,-0.19658785511750815,-1.4079781167777379,-0.3810132458407688,-0.49206925267919766,-0.6305024398857981
Employer and Employee,-0.455615494057768,-1.2096325004011732,-0.8737122075675477,-1.3386786643420963,0.4533337300314982,-1.0752307022996288,-0.13002371387326236,-0.1099056842412516,0.6298627902983621,1.0647320728283336,-0.4333534246749063,-0.6799737647992403,-0.893256295106106,-0.838870499065162,0.09814595909596927,-0.36287730566777787,-0.2810956712723465,-0.06857740983920489,0.07879399551412489,-0.2332073945263479,-0.22617054489491495,0.3565716338178776,1.6727788754844908,1.4707395994862,1.151208574902819,1.8432568027773402,2.231565607577399,0.9614670309383176,1.2049416239011022,0.7500341396877112
Interviewer and Job applicant,-0.6155918244627411,-1.3665955022677467,-1.4876772226260984,-1.5346192132277074,1.0613136178368012,-1.3658442515677174,0.26280252697718726,-0.8269486229663914,-0.8164029479304139,0.767679551866045,-0.8370004681367544,-1.3893951467442094,-0.6923910027428334,-0.9480987807615134,-0.636801170494449,-1.208761880552235,-0.9520456934534616,-1.0947229958446396,0.2053017760776454,-0.44109977041477133,0.45685469571941106,-0.27453975857047336,0.823735550836907,1.439773461215451,1.7057063772639987,1.3444234590483517,0.6158145598449966,-0.1063014901542672,0.12673387337432937,-0.254610706620821
Guard and Prisoner,-1.8707907245633015,-1.4398449031388147,-1.8714053570376925,-1.4039921806372997,0.2332030809985438,-1.7187321328218248,-0.409137095530161,-0.7962182113067423,-1.2141260259433273,0.06465525225529625,-0.5140828333672761,-1.2256825201415242,-0.9419509114365963,-1.3785867145059585,-0.7654169181727721,-0.1514061619466636,-0.8835814054757966,-0.5398884638765848,0.11042094065500528,0.4666969376313441,-0.6252414719954205,0.6063865599715996,0.5505650898633372,0.2785432760623467,0.1770908139980449,0.5263367753328104,-0.3521117753531885,-0.26502383788424627,-1.0357088576623479,-0.23049923030941624
