"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","879.486602503792","984.250678302985","1040.41217368084","1136.36249930463","1200.23093409712","1216.8901178145","1325.09001608541","1429.27268810108","1556.13618927636","1677.99387908497","1837.83047111518","2017.95972295379","2202.2487478746","2515.30014560995","2672.9733500385","2570.84206122025","2678.53252556802","2743.55825913683","2984.72066568252","3020.37454307536","3052.42163311179","2810.65000544927","2742.84301644067","3117.52030105317","3259.29523617759","3632.23460657458","3114.76078770728",
"American Samoa","ASM","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8398.48342400892","8542.05575236406","8885.22345780938","8786.12269204805","8699.78865926106","8655.51607158529","8542.97045014854","8399.99768849816","8130.34970314335","7764.00495148182","7577.53976423811","7931.53610890595","8119.04128469485","8242.84127154786","8342.84493911149","8306.96969675556","8420.88256045851","8679.62352192185","",
"Antigua and Barbuda","ATG","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9513.70620487604","","","","","",
"Australia","AUS","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","10857.666021947","10879.5337468016","10883.44158461","11259.0821256586","11817.6639619239","12168.0082159118","12242.6627233477","12707.5798450606","13104.9637446218","13516.6982883566","14062.606876344","14122.7537485315","14365.5529488621","14808.1668246593","15344.5416895589","15895.9900595179","15856.2998464102","16513.9174068746","16645.9956289648","16711.3678923927","16803.7156801125","17074.8883640989","17729.7226725083","17931.3819659166","17915.408340525","17829.3567352088","18446.131108384","18534.8063123338","18813.2014093275","19354.5935476997","19891.7816327677","19829.7758023924","20047.8800995508","20223.6850300366","20440.7075621879","21088.8706923966","21522.17673033","21915.2196236547","22761.3657874571","23792.5390586406","24511.5848627817","24952.4308493395","25413.289095839","26113.6189956597","27113.3187929453","27973.9539521891","28459.1586818069","29820.8552437013","30666.1329973368","30211.8532200822","30713.2407649644","31496.5437427505","31871.6372804273","31882.0149961385","32175.964309511","32460.4379153775","32832.5674065524","33015.0586725313","33434.2008020202","33509.087079511","32107.5557536755",
"Austria","AUT","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","9882.4619467077","10499.4254626598","11073.2632227346","11603.6327810309","11930.5029815622","12350.6453792383","12934.7414971859","13761.1459264483","13537.4008229507","14204.1775730635","14562.0952400651","14710.2576952774","14982.4013777961","15822.130719422","15486.4735209151","15759.5139222439","16094.8829422363","16473.5980480244","16846.3969642071","17372.4309736651","17970.6651081617","18325.0076992482","18755.039603433","18620.7190110794","18928.1545608026","19060.2980696476","19593.9951838094","19654.0222899605","20202.8454708511","20651.0381062945","21243.4685877558","21433.3785096438","21473.6423610999","21741.726365906","22108.7356395566","22452.3508649528","22809.0042202033","22986.1231765902","23131.1218127864","23266.8589565448","23441.8020806779","23677.1671210205","23692.4742198365","23534.6332392028","23422.3303802851","23274.2464720946","23379.7165302119","23663.2961063085","23804.6326340784","23900.1535253112","21601.2038760007",
"Azerbaijan","AZE","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3118.1338451825","","","","","",
"Burundi","BDI","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208.228911138123","223.906795658424","215.416936738952","209.183645947481","206.06854690914","217.087573342736","203.782839809294","205.32126296759","224.019870840817","239.479292935369","228.338751537876","228.582616417614","221.884191288698","214.229437951904","223.767955131597","225.378043968025","241.429401276295","242.796036100283","230.428644379129","219.428546565657","212.893429247401","213.475915449532","213.106810738214","207.555445748798",
"Belgium","BEL","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","9470.29033465874","9918.06698037841","10464.0958750428","11281.3613728397","11561.3065153126","11626.5928167979","12195.8877125006","12501.3474348493","12801.4725901811","13446.2810999551","13322.2995888349","13378.3310367036","13708.2880589438","13688.7860600097","13739.5073463015","14107.4313766827","14485.8338132444","14724.6519797745","15164.9303662607","15609.7401188766","16057.3155988981","16480.9381960567","16727.4177066373","16587.497910011","16932.4922124942","17163.3718351339","17466.1930020361","17691.1012010957","18207.5186146621","18549.6127916374","19025.933074935","19139.4523545555","19170.3814807282","19227.3330271704","19348.0280759693","19519.8018879916","19735.6527383398","20001.163522364","20116.62703425","20072.0620774736","20487.9982358521","20398.1921584997","20569.5651972219","20814.5826153726","20836.774319448","21044.7615826916","21267.2249213346","21584.9964549644","21889.1400281491","22088.2680170897","20039.8130589314",
"Benin","BEN","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","587.128223792908","588.578741920595","573.095522852104","611.332631180304","654.781813670618","689.649583449469","745.807617670449","748.988826936182","759.250539716312","745.278103982594","740.757947869019","731.628666542322","743.526801505275","754.701386876732","741.401762624285","709.384957402477","691.266054283061","755.725245380378","756.338880693433","775.02287784418","795.36154175414","844.490928364417","725.538142107807","693.548952593623","728.861298272432","787.602719490653","752.788501578296","715.686514539859","774.059778318344","695.687427680223","636.981577980507","674.246758359649","689.139226114776","700.635162466817","641.065834015695","646.520738757628","662.404168734004","674.90222492148","690.935310185924","706.511534685996","737.394427654927","746.815521353072","755.722232001787","752.955461509697","760.198589061861","753.432136233124","763.851740251552","770.280553110104","781.318416694847","781.192153275643","775.135755572898","781.935062966446","774.916233652087","784.096044403625","790.6824968965","809.451385316474","802.635327097528","808.194604912028","813.914840413635","819.836543411877","823.83524741012",
"Burkina Faso","BFA","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","266.913719495363","266.16268137901","298.014471289064","298.504370435513","300.324932892474","277.826806419078","278.509723970054","261.816498377147","254.901604182961","265.444626581785","277.436407025428","290.349634220022","316.862957914785","308.091223791598","309.273975242828","324.699690391585","330.261646319326","327.75223637345","320.945171540138","292.912132592366","298.680501407693","332.177622035123","306.940507687299","315.801946077055","301.922728301122","285.255516883087","292.34222540821","286.597330572969","297.501986361481","231.533830111134","263.437336652867","303.251235867177","302.147725079672","332.695674516445","378.105641383679","369.352167893468","363.53101636267","372.199132244758","380.187365852369","393.539726265064","402.943246975821","407.773771313416","402.220929259903","418.512411892545","410.24262690722","419.654760892261","430.246339787198","457.087156223914","471.769162906868","464.072236049213","467.279982391141","473.157860658703","475.957395576468","480.714663434988","494.208692449584","",
"Bangladesh","BGD","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","799.13376136696","846.851257443476","809.304721475207","825.469901991981","886.761167324337","864.593611953163","851.993043305578","820.979413608288","819.944681291436","829.125795786756","879.805910679399","832.01436891014","767.839064409412","650.312732528408","608.917903006099","569.883212768608","556.377716620394","474.821899921541","534.883474370302","536.790465339826","543.760653401314","511.623810938504","482.630255568933","482.569315876679","504.01839037465","497.462473824709","498.372046076275","498.721294978615","504.800370493194","496.666426897002","521.773168987693","508.164796504345","516.55091697319","522.682717215413","530.352755111181","538.601030314602","526.739552073137","521.149948912098","519.05800761447","528.964209983108","544.544822199352","556.453008740496","552.193493310023","564.705059146954","588.826940009845","619.203387079062","653.973248628491","694.023404720693","713.42715618611","721.672185859377","746.454618185012","785.871425845432","808.816371280701","840.515413195525","864.248570797884","904.345738115809","921.349601772418","979.181032233647","1075.72150485358","1106.49357963035","1123.93516603772",
"Bulgaria","BGR","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","2105.5472265092","2193.54846702168","2302.51904653369","2349.78424390518","2465.14831602336","2462.51618043161","2510.06546861428","2649.61748354219","2820.25986385968","2744.54976118538","2953.68764332975","2235.82716265889","2205.72686386981","2158.91318792949","2070.94172120752","2466.36112331571","2560.99742006755","1741.64632977084","1718.34208658185","1854.16314663151","2036.57332878186","2236.65378107599","2418.34362099242","2593.54920423024","2857.72361122589","3093.33809335938","3381.97110191715","3792.93700629877","3950.20137995971","3804.32913865826","3840.75544736429","3965.97921887326","4121.71807002358","4038.12378585969","4178.63872115477","4365.34105791761","4550.70325986731","4758.16535150415","5003.64975201385","5314.07549440145","5364.11394840888",
"Bahrain","BHR","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8987.92198193085","9200.93860231841","8790.92727030713","8571.67848215827","8160.43211073549","7824.74123041042","7344.93781920079","7123.08012968033","8287.02846648936","8648.53155816895","9432.84247042648","9763.72309452117","9708.591541644","10546.638343515","10309.8510515064","10298.7160199271","9887.73942943772","9559.22304942085","9225.63707369741","8699.24914530701","",
"Bahamas, The","BHS","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21446.7754463169","20640.8675688281","19386.0912743211","18070.5006622734","17679.9941573897","17754.2600818345","18757.6267559837","19697.9549640557","21956.497085506","21699.1691637173","23167.3264126528","23385.4637191724","23203.0903935817","23639.4882562783","23022.2954113734","22247.7691873856","23602.0348676439","23842.546627889","23676.9897955728","22431.587813181","19865.9867332463","19765.6408468698","19110.549934927","19623.6276765626","19037.4660619288","19751.6352057678","19564.1368252271","19480.0873923465","20808.2240052087","20992.535945619","20043.8358430389","",
"Bosnia and Herzegovina","BIH","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3325.94637846806","3565.57155013431","3577.78093949495","3442.91618481959","3474.39256912045","3510.90717638376","3542.59114271879","3606.86069920753","3738.89274697348","3856.09199490357","3989.29124506334","4073.68772637511","4187.04773489951","4327.20403428687","4180.07067136746",
"Belarus","BLR","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810.12275173512","759.218324729412","716.059756015203","679.46298909695","585.135371717066","518.608900067629","548.092667853674","610.259271651466","694.397972487295","760.749232171677","823.410990370834","970.880704843812","1084.95264871738","1171.15559911409","1290.02368233649","1489.04388592859","1688.52433274818","1923.06849383266","2244.87064425709","2249.88589394321","2466.74617799153","2525.84029131741","2798.33853770167","3095.92402142931","3225.57242623298","3145.72943840911","3041.57968803446","3185.06772351488","3442.49675396042","3641.23570318972","3593.82434473131",
"Belize","BLZ","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","1918.7885054126","1484.1310030799","1639.44424309757","1471.63160962261","1218.53739097014","1112.74526896516","1001.4275621763","1159.39402619674","1324.65042625807","1445.53016598159","1518.18307168616","1650.26714952235","2848.80294978499","2842.42224833401","2940.85885553079","2999.05536298704","2950.38424703425","2910.10936784887","2989.79882443731","3122.496371741","3272.03188630471","3470.35215886277","3588.0201039707","3622.57663734692","3524.88117751014","3344.37785907518","3182.88708501398","3184.27282458432","3050.27590532463","3085.23870665405","3167.98092215429","3237.3801814254","3202.31357428931","3286.85458577248","3246.77267130587","3318.14119615265","3427.91178833506","3221.71697388459","3075.17921717785","2917.42511309396","2462.01153629035",
"Bermuda","BMU","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49630.2405076874","","","","","",
"Bolivia","BOL","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","990.903994724456","1042.4475288812","1023.78611148608","1060.05738325838","1047.56787530316","1100.63330668117","1160.09621182275","1205.2047619646","1215.1116085032","1267.31538005627","1321.92802130969","1339.89620867268","1324.08719829242","1402.58945512937","1415.57469338656","1441.60778033411","1520.2737721988","1563.62195695739","1486.58355500304","1467.05787179349","1462.7086213505","1438.53793826669","1353.05723707457","1265.25676836445","1239.65008491021","1262.82469292876","1298.40736482196","1310.98972871868","1295.02169484361","1290.52160669003","1306.16899622498","1321.35690817901","1339.77869379849","1355.56296728961","1366.56413274463","1378.129197216","1394.42783322908","1440.83313773433","1486.68493135554","1498.09294380893","1503.24813636418","1493.59014807036","1495.78691585216","1496.07404612305","1511.89999122486","1534.61123671661","1569.35590592922","1606.91674546018","1666.59881175983","1699.26551901251","1738.05328619912","1799.06586677666","1852.05073959202","1931.17718324538","2004.63767303904","2077.20324704605","2116.21812851036","2184.44542413936","2246.23793453413","2296.45072739608","",
"Brazil","BRA","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","1509.51120343444","1601.63766817651","1654.61136114927","1595.96536264574","1603.59329245307","1575.13340001842","1597.36771638213","1691.52525092403","1840.81587114505","1718.71346071635","1983.64285439083","2186.62791005766","2380.76291921913","2537.63032976917","2775.88202096153","2567.83216976831","2946.18328038816","3207.8065060803","3192.1698098235","3445.74264012091","3665.72805856671","3496.79156492704","3526.71582375745","3623.49571309868","3879.12657728491","3749.37218193691","3703.91572266619","3488.28948541372","3467.24420611544","3270.89443113485","3305.95054589639","3517.13883900915","3435.27909850639","3531.88986298743","3733.28577495387","3990.40486121362","4047.84077425935","4105.90081750581","4014.48616870869","3970.42723020719","4072.13106761362","4047.8277482432","4047.72568088524","3975.32488076774","4081.96439968105","4213.89972934935","4388.48696288201","4620.10860135947","4870.09921827827","5038.42928099972","5302.3219098329","5507.12686624707","5649.14613352861","5794.39580493392","5874.29823303863","5637.85666932822","5374.4608047181","5439.32791592849","5524.54312657117","5603.3357694462","5260.07150825078",
"Barbados","BRB","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12673.9584757138","","","","","",
"Brunei Darussalam","BRN","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3978.69054021321","4053.41254266669","3873.09857006138","4606.72647582555","5250.30405304091","4711.8251590259","4372.25753982681","4749.48242888746","5237.56445552248","4617.92932490557","4389.00365143055","3997.07672467789","4081.31700188067","4030.34575391255","4581.42540522574","5055.35740740696","4948.60764481511","5061.78953936643","5098.36540468744","5127.08814833301","5319.97626207981","5349.38200538255","5566.45711965516","5968.15259635074","6243.42349795709","5933.07208638085","6165.9928400064","6014.07555122276","6228.55531811728","6297.73324524765","6604.80981724215","7020.71205117966",
"Bhutan","BTN","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","432.516282012933","505.586062328304","582.106045657031","457.669691667732","410.733535209781","435.854746896518","499.789692641041","511.237917968815","619.774287774255","576.913434539692","534.307704404632","486.948602058332","572.656959156236","656.443175338661","701.729030041396","845.487429565887","534.333420971851","923.340901904987","836.037566363681","919.472158177681","961.824669376392","1007.89388978006","970.366266360799","1555.38149985321","1458.97205228763","1640.64847129091","1541.61976367822","1601.58854930193","1815.66862262049","1905.02795199421","",
"Botswana","BWA","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","839.465917390106","893.923085111223","935.310535075828","1013.87229551056","1097.27154580265","1078.02547148167","1020.55917757338","938.87320112459","847.004422523443","877.587226139213","992.218613341054","1021.4374774975","984.457609763172","1032.44319197736","1246.07633600162","1475.06536574424","1573.65633154371","1511.07474510451","1438.05000900676","1435.99673976532","1639.13228126281","1687.25281461975","1869.83930335268","1865.97255490694","1826.78933269356","1766.76074334006","1656.33232129924","1707.81724298039","1700.88042389092","1722.26803140797","1872.27852678022","2151.16786610077","2421.54261433478","2779.91145814838","2876.86458844159","3071.96619704203","3267.40607790339","3184.9867104944","3467.42326863685","3453.23850621535","3537.33749447687","3550.84718079986","3706.14307255651","3773.72632231213","3848.44277881456","3779.10760191097",
"Central African Republic","CAF","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","541.81855553848","519.360537797535","515.837258925723","558.140658679336","301.015219593132","307.397333160662","311.100456925898","335.443526427734","333.433827171778","372.191126893875","367.497632091","",
"Canada","CAN","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","10880.1539623238","11173.8106035618","11802.3583986414","12443.8391713404","12884.5067008153","13182.7537737681","13677.5956757917","13894.1641706949","14166.9468959237","14348.4722336129","14406.4644062839","14400.2362608371","13864.971361563","14071.3147816028","14474.1362692564","15045.3049770599","15406.2879113223","15793.7931410537","16233.3144841948","16488.5089247047","16464.4698030353","16079.9770074842","16135.9279250487","16256.1076145795","16543.8606410461","16741.0213917917","17058.8445890191","17715.9111043537","18050.400664544","18608.9334373678","19185.6919235214","19434.7935248424","19993.2732838732","20357.5826739394","20785.8955725081","21399.1873018211","22073.3405082846","22824.6631516765","23254.1956588789","23009.7157493911","23571.2466104577","23873.3569440581","24063.2781305213","24436.0360221171","24815.3025317621","25202.476505057","25443.0203155813","26064.710066804","26350.3208716288","26410.2984507653","24575.0362230461",
"Central Europe and the Baltics","CEB","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3479.38755089124","3698.87485420773","3794.57009618222","3933.86903292039","4069.27289374526","4210.61908672821","4407.69259558024","4666.42413642125","4888.98868114533","5193.74158952708","5446.70472748355","5765.17884506594","6190.57947785429","6497.48219448103","6357.51801817383","6395.9218655793","6517.39027223081","6555.58233641628","6581.59086454447","6749.25809286361","7023.16773689604","7362.95094719639","7771.44554614582","8158.94866044644","8483.37225213195","8168.76108530429",
"Switzerland","CHE","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","27864.7963219195","29038.6501542673","30385.0612490353","30994.2192715843","30677.8739768607","29794.1411181293","30284.4408382595","31308.0317142189","32000.2085087178","32342.9557841774","33061.1334856393","33197.4065283229","33087.2102345833","33360.2434732606","33779.0351770709","34348.4971558399","35127.4965177143","35952.5057500891","36451.0152473329","37071.4556516609","37271.4122500415","37478.5727392928","37241.4786887556","36766.7468229633","36919.6115085753","36997.4093062138","37384.8795285715","38057.4568259017","38833.0574206945","39476.471224728","40139.4871908394","40831.7588352215","40681.2636902133","40570.6628796761","41043.3108489143","41318.6715716278","41684.7727326059","42193.4732741719","42290.9236110237","42415.7186418836","42763.0678482661","42882.6258543645","43357.2403713282","43831.4237586261","43723.2392506145","44294.1282745087","44527.1748855714","44626.282993102","44592.1472408548","44877.0319704484","42914.7205136575",
"Channel Islands","CHI","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","2182.08220608353","2259.88417468849","2304.16026652503","2353.1044402174","2293.34426260593","2248.36236009204","2457.47137048661","2497.23665610788","2549.71325718667","2640.30185258402","2582.53063898536","2875.46918038119","3048.01281316817","2802.70507963159","2254.77986925588","1966.41507670434","1941.23311045417","2217.80624119735","2348.98365310329","2464.59642900728","2597.24298147746","2903.62081855169","2441.19549263096","2269.55639586721","2251.63164048421","2196.95897265678","2274.41359851924","2400.79331247535","2528.58828170095","2740.12121557984","2754.64685193361","2949.95833404162","3301.81782298419","3489.81977706407","3716.15571370363","4020.08285259372","4336.96427539103","4604.24253943732","4766.27004325391","4661.28159046635","4797.30512891925","4840.81105287407","4891.39300125099","5059.24111102532","5421.51673309686","5778.74953102332","6144.5467743925","6509.32840585747","6707.4343525553","6579.52858386386","7208.07493163896","7721.73197117","8110.46131472051","8398.98521741454","8532.31556590284","8611.44661523338","8728.07224788015","8897.95070608463","9110.72259302805","9094.28492647381","8340.16328079394",
"China","CHN","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","557.006714962383","615.011200072221","644.930088995546","681.989778330802","739.243574820637","818.449716466698","869.280559082162","942.286885872553","994.110996146201","1068.13658689249","1178.94053420652","1292.15876872076","1462.51034339267","1582.83244360994","1732.34236357568","1923.95721710901","2202.87325055774","2393.96136534073","2593.30317994772","2817.44343737965","3047.12653634647","3301.52227419289","3596.16141002889","3877.69380789489","4112.40579384992","",
"Cote d'Ivoire","CIV","Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1032.39000637697","1047.0919098956","1070.12348478186","1000.68458937724","1070.50341573197","1088.40940280717","1169.97698520559","1297.48895607149","1405.88222907942","1470.15270666192","","","",
