,Dim1,Dim2,cl_k3,cl_k6
opposing negotiators,24.567472,7.794814,0,4
nurse and patient,12.869455,2.4514585,0,0
man wife and man mistress,11.890384,28.66828,2,2
parent and infant,18.9263,7.1350822,0,5
a person and their crush,16.31571,8.992643,0,3
volunteer and organizer,24.28898,7.458637,0,4
doctor and patient,12.851559,2.0915356,0,0
prostitute and customer,12.98616,2.3916368,0,0
distant relatives,18.72909,4.7891116,0,5
landlord and tenant,-17.359404,2.8068666,1,1
ancestor and descendant,19.156338,5.003561,0,5
representative and citizen,17.672014,8.663548,0,3
a person and their deceased spouse,18.917336,4.794913,0,5
television host and guest,17.82211,8.760848,0,3
guest and host,15.942948,9.445131,0,3
neighbors,15.961471,9.373855,0,3
dealer and buyer,13.278823,2.1828976,0,0
friends,16.132545,8.907351,0,3
judge and lawyer,23.969162,8.497789,0,4
officer and soldier,-17.60357,2.731335,1,1
teammates in sports,16.23934,9.220516,0,3
patient and caretaker,13.166183,2.4725702,0,0
frenemies,16.312725,9.399894,0,3
enemies,-17.560108,2.1387079,1,1
slave and master,-17.876238,2.3696158,1,1
therapist and patient,13.220718,2.2310221,0,0
godparent and godchild,18.964249,5.064408,0,5
step parent and step child,19.177109,4.891372,0,5
wife and husband,11.456295,28.626188,2,2
romantic rivals,11.921537,28.36004,2,2
romantic lovers,11.884792,28.600952,2,2
brothers in arms,-17.834562,3.0046191,1,1
driver and passenger,13.0555,2.3254764,0,0
employer and employee,-18.122501,2.11502,1,1
university student and administrator,24.296036,8.141963,0,4
athletic trainer and trainee,23.896717,8.05501,0,4
native and tourist,-17.705217,2.790074,1,1
co workers,15.891728,9.084585,0,3
bride and bridesmaid,16.285955,9.102606,0,3
alumni,17.895111,8.516565,0,3
sports rivals,16.224968,9.501111,0,3
classmates,16.048944,9.292428,0,3
psychologist and client,12.782277,2.3659616,0,0
reader and writer,17.509558,8.5145855,0,3
aunt and niece/nephew,18.80338,5.1921215,0,5
guard and prisoner,-17.784626,2.8869743,1,1
criminal and police officer,-17.964396,2.7708392,1,1
church members,15.79993,9.095627,0,3
friends with benefits,11.910634,28.726242,2,2
parent and child,19.20674,6.766257,0,5
predecessor and successor,24.110323,7.5310125,0,4
defendant and plaintiff,-17.639927,2.3759134,1,1
roommates,16.068073,9.066458,0,3
mentor and mentee,23.90449,7.8178663,0,4
customer and businessman,12.931589,2.5386543,0,0
superior and subordinate,24.323515,7.917313,0,4
victim and witness,17.765558,8.420863,0,3
leader and follower,23.85004,8.231266,0,4
bride and groom,11.93465,28.557226,2,2
union leader and union member,23.765846,7.828225,0,4
foster parent and foster child,18.667355,5.0831423,0,5
police officer and civilian,-18.107254,2.615078,1,1
political opponents,24.384657,8.283718,0,4
teacher and student,24.058414,8.14852,0,4
politician and supporter,23.851944,7.588983,0,4
siblings,19.042847,6.9485183,0,5
second cousins,18.692724,5.1277575,0,5
manager and staff,-17.674425,2.2928438,1,1
drug dealer and addict,-18.070099,2.3679438,1,1
team captain and team members,23.857952,7.680982,0,4
life partners,11.788721,28.316637,2,2
soul mates,11.765001,28.745476,2,2
close friends,11.5956135,28.68607,2,2
salesperson and customer,13.009332,2.417973,0,0
competitors in sports,16.405495,9.238141,0,3
boss and secretary,-18.075521,2.5166209,1,1
bully and victim,-17.617779,2.177417,1,1
director and performer,23.726852,7.8140225,0,4
confidants,11.623207,28.403303,2,2
playmates,18.98382,4.8952923,0,5
uncle and niece/nephew,18.718735,5.1509447,0,5
step grandparent and step grandchild,19.304184,6.715313,0,5
guide and tourist,12.910696,2.2831106,0,0
fiance and fiancee,11.748327,28.491123,2,2
