"","PC1","PC2","PC3","PC4","PC5"
"parent and child",-2.62886189277355,-0.114256277299616,0.666370058950662,-1.13931349726245,-0.879371304852012
"parent and teenager",-2.83379708387301,0.26173681137822,-0.165623720221263,-1.29831921753307,-0.714070812706279
"wife and husband",-5.14473292521341,-0.318339352291033,-0.00350387059828017,1.21996810339022,-1.12551146568351
"fiance and fiancee",-5.02156298811442,-0.577479094043374,0.0992912757404006,1.66084853545085,-2.35716740906041
"siblings",-3.6546756000895,-0.121876410607316,0.710000921199438,-1.25166664196201,-0.626438998468942
"divorced spouses",0.097350070426287,4.62536406192577,0.979427857404676,1.0419892017628,-1.78319166876549
"a person and their in laws",-1.77672946390426,2.185034260755,2.68139287807583,-0.642360526797341,0.39334353920346
"employer and employee",1.72109436501937,-1.89763634087826,0.129026136912577,1.20505790034522,-1.37461968691466
"interviewer and job applicant",2.38867723213717,-0.0871698425531136,-0.887375399338157,2.7782949713914,1.21475905193531
"guard and prisoner",2.51227820182752,0.966511489146513,-2.92616165077696,0.11936363054047,0.586129307810054
"nurse and patient",1.24121575240672,-1.98371851079993,-1.44272184278465,1.01524146423818,1.63569675380656
"therapist and patient",1.08108233747574,-2.33167683940473,-1.62503354667525,0.747417519616691,1.07309333868188
"salesperson and customer",3.88961451833433,-1.07484557547688,-0.822297180601641,3.05838650544004,-0.505977965138429
"business partners",-0.0352168387283801,-1.28873090586599,1.04958962666031,1.56013309295724,-2.00703897762336
"opposing negotiators",4.0080842870531,4.53285440864046,-1.61972706259994,1.03028950291079,-1.62431839339631
"political opponents",2.47781006215249,5.54189796112247,-1.32552771739107,0.364937194875219,-1.08187695920785
"business rivals",3.35736719238798,4.88049913960278,-1.94344338566423,1.04343984449752,-0.489428252408151
"enemies",1.55460895732236,5.12393960846715,-1.03851345414254,0.130251201217256,1.80639849601173
"teacher and student",0.305141668304847,-0.565060355841202,-0.0271932096311326,-1.15526280676597,0.474303837372438
"professor and graduate student",0.847305675913004,-0.172505425129998,1.10522260339147,-0.852907427087544,0.146306108674699
"master and servant",1.8528151832494,2.76085775911126,-1.37892654579537,1.08156840802468,0.685373236913321
"close friends",-4.39460117115929,-0.25162673202912,0.560120569444282,0.254599955792979,-2.40257846801273
"casual acquaintances",-1.06758115244122,3.95324324055015,2.16073751236394,0.921322889399753,0.0789473723264149
"teammates in sports",-2.5223366775708,0.118229976975143,0.851163397944713,-0.651058828609545,-1.94026961512172
"second cousins",-2.3191822622403,1.40970271088483,2.09498108617226,-0.724773014042323,-0.848118052268986
"grandparent and grandchild",-2.8171704862239,-0.000888870524485441,1.29912712499137,-1.41720986540381,0.950128847584663
"foster parent and foster child",-3.33053809880961,-0.436995351281848,0.480838770053874,-0.31298589882333,-0.111999905393349
"godparent and godchild",-2.73960031444454,1.24315294079176,2.31097923982731,-0.982421361770815,0.389440120201949
"step grandparent and step grandchild",-2.60039904959298,0.350332579026334,1.1265849788828,-0.817432777864521,0.702255262061209
"ancestor and descendant",1.02968029656541,3.31101257082454,3.30195141917396,0.497370947524661,0.986633045681898
"man and his mistress",-4.41639491632395,-0.335083301181562,-0.548736072704668,2.3002919307467,-1.09640852226732
"step siblings",-3.60996739668134,0.430913483640319,0.819901219722268,-1.3036137482147,0.339265597669473
"distant relatives",-0.753735491653352,3.88012987523378,3.49417698479739,0.583598541904417,0.432108211489158
"twins",-3.78134313369622,0.0323994281470512,1.34140286398895,-1.38399061135702,-0.982457451674937
"a person and their family friends",-2.63325057623436,1.0174132648741,1.61325276957018,-0.488817592303615,0.246390979185161
"manager and staff",2.0128613609053,-0.747114339301855,-0.28930592418638,1.24138273600995,-1.13631688126004
"union leader and union member",2.96746151697823,0.670946161052641,0.107800529747626,0.998619947301316,-0.0147868397224265
"manager and assistant",1.910090766993,-1.35024929114915,-0.513405686323281,0.69588647994893,-0.769182665490378
"entrepreneur and investor",3.05030026282112,-1.42886935759858,-0.263121413976969,2.66125720425951,-0.176896881780376
"drug dealer and addict",2.04715720218517,0.71025472015116,-1.00464748673877,3.44785247153192,0.624438039903812
"victim and witness",1.11866406948871,2.17708273709648,-1.46304608880942,0.0483763752524135,1.15014357767619
"criminal and police officer",2.64776785098227,1.70856540151993,-3.14921754649292,0.0435846572435971,0.619926162793675
"criminal and prosecutor",2.66433525897457,1.93890013584035,-3.01209327390755,0.150472936087541,-0.319310299767089
"customer and businessman",3.47983853640922,-0.919662038362284,-0.468212414078941,3.80166666691063,-0.409702633533668
