"","PC1","PC2","PC3","PC4","PC5"
"parent and child",-5.34887097406107,-1.76674276719221,-2.13739507379133,0.470686460598032,2.95019098345596
"parent and teenager",-5.26893570875122,-1.82853821173788,-3.19596593852834,0.325592472191689,2.5150077711328
"wife and husband",-6.91966700030631,-2.42766522710814,-1.03235497376621,1.7208814895834,0.481963337857066
"fiance and fiancee",-7.16172912886798,-1.742406273086,-0.595653880844999,1.70730880618574,1.18312937532065
"siblings",-6.07308293993553,-0.0927275093533043,-0.1547694513833,-0.898814265549414,-1.13191430532768
"divorced spouses",0.275326909703073,0.26427244246435,-2.72774891664095,4.54714932721825,1.12723403026055
"a person and their in laws",-1.6791808419432,0.948427951377996,-0.367445978632595,0.329707118631687,0.252021712206771
"employer and employee",2.57771955159415,-3.30807415682767,0.261443865333383,0.364795047805,0.623347245246822
"interviewer and job applicant",1.80522767359076,-1.43732647049447,0.0604151055235188,-1.46329759694108,-1.73546004080043
"guard and prisoner",3.83974971217074,-0.108348332650217,-3.98135463602598,-2.23296714785993,-1.0456337473771
"nurse and patient",1.74870972723771,-2.11719796735356,0.95720240143448,-3.10572474264555,-0.232076267826678
"therapist and patient",-0.822036407765195,-3.28024894560633,0.383587877357702,-0.29330386443091,0.382897548899489
"salesperson and customer",2.69626339284934,-4.38305647919772,2.05779627042602,2.04865919449976,-1.06353668832774
"business partners",-0.795076467082253,-3.08992243823628,0.856933199247127,0.452867541257782,-1.01399450096566
"opposing negotiators",3.56409548040731,0.234517463384821,-2.33729663175657,1.10765513968805,-2.37363955467142
"political opponents",3.19564440523767,2.10336546316913,-2.30395855584806,0.294423727658801,-1.3489366456775
"business rivals",2.80002599710053,1.80488321435003,-2.47512795840969,0.796971239595595,-1.36448499622691
"enemies",1.19226851316444,2.34530119840857,-2.32527004103957,1.79464747968491,-0.215240020827153
"teacher and student",0.665165774618615,-0.0668566428157891,-0.53806576495483,-3.1752170955194,-0.632615219872681
