"","PC1","PC2","PC3","PC4","PC5"
"parent and child",-5.34078236739555,-2.97298421602061,-0.492151123026421,-1.19083607081284,0.451605760129027
"parent and teenager",-4.35656415053883,-2.72558418863824,-1.04567639745333,-2.35772754462048,0.658236612611538
"wife and husband",-6.28972029610215,-2.43077651894568,-0.511075937292816,0.192414366579047,0.0885892120363083
"fiance and fiancee",-5.91428426135354,-2.39282200532972,-0.215913982300492,0.565430519740164,-0.786755136762578
"siblings",-5.01839250084889,-0.751415401280232,0.222519300651941,0.295504222402915,-1.75690444981015
"divorced spouses",-1.2460543169024,0.708218883190352,-2.68781386522947,1.29949444827325,-0.942431058339107
"a person and their in laws",-2.21040256618274,1.33829915122889,-1.22095859122913,-0.322603879713586,-0.509863339779918
"employer and employee",3.74528199533802,-1.6771380595046,-1.59854742007199,0.546541674677203,1.23874877703921
"interviewer and job applicant",3.37770933982774,-0.81470048908591,0.478974406237219,-1.00709260143056,-1.39240865027126
"guard and prisoner",3.62321653232463,1.15878016728576,-1.09365752017785,-0.319602833100485,0.282285872385892
"nurse and patient",3.05629109530347,-0.814735241392434,3.27735594210257,-1.08548294974815,-1.36775007881667
"therapist and patient",-0.0398535784826443,-3.11240518449901,1.10816898599819,-2.17034570553451,0.908122442954414
"salesperson and customer",3.87236728784657,0.835961567774366,-0.256764394316616,-0.589239758546458,0.902284802428092
"business partners",0.909977181658735,-2.38194957094819,0.601408821549341,1.15218369260768,1.01607421361007
"opposing negotiators",2.68429443372291,0.0770278945478687,-2.29880579708263,1.47139197681319,-2.46528901324719
"political opponents",2.47148347561004,1.61794490576267,-2.22441599751641,2.61534771987896,0.408078971928394
"business rivals",2.30248061088984,3.03029505300115,-2.52453955024085,0.60400051209003,1.15282780433543
"enemies",-2.08005305045718,2.05598439982138,-3.66670776778624,0.891433360569888,-1.40710566429371
"teacher and student",-0.18616506372029,-2.58485989631661,0.946637896190321,0.168561753848339,1.32815287887252
"professor and graduate student",0.474686556339548,-2.38410773889154,0.434939245351953,-0.600461442255259,1.63841015496444
"master and servant",2.43267960893276,1.1092648191024,-2.61730552435939,-1.65335675234428,0.352914836579835
"close friends",-5.94396489367868,-1.37991738155839,0.413589225088773,-0.707963852163533,-1.01746027814357
"casual acquaintances",-1.86043604237989,3.36405272809708,1.06314513657806,0.615612748672552,-1.65681112775206
"teammates in sports",0.0120282493322729,-1.57368925147685,0.0778579190392112,2.82892033046997,0.0672092481985488
"second cousins",-2.56100050912804,3.83108218515942,0.673434645542783,0.479987251507771,0.138815496368878
