"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.7574,0.0552,0.836,0.2911,0.5063,0.5103,0.0825,0.7169,0.1744,0.7328,0.8301,0.0069,0.763,0.2105,0.2319
