"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.2361,0.3395,0.8658,0.1309,0.4069,0.6193,0.0422,0.1372,0.3656,0.717,0.5374,0.0196,0.6428,0.9859,0.7227
