"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.3974,0.1969,0.768,0.1604,0.6135,0.5165,0.016,0.6333,0.203,0.6961,0.6823,0.0079,0.6953,0.3956,0.4325
