,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap,cl_k3
Parent and Child,1.3986462685639287,-1.1985933903369896,1.8210777072738076,1.5026898613588404,-1.4954586191223342,1.3528715335604635,0.9520225447339992,1.9150415094369264,-0.7906324847683429,-1.460709555321919,0.047620879895432,1.8552684517173488,2.052375114163714,1.1607481368821273,-0.734557104906494,-0.9386756250212568,-0.6146097159369329,1.7172758967498003,0.5591725955412674,-1.1126944754957817,-1.0499295694833397,-0.6982878026732758,2.1108487010356147,1.9707627948011928,1.659290106430933,-0.8086975176042899,1.6503079070197657,2.154420159165846,1.7394726632849409,1.8000017243533464,1.6593309111915258,1.4632101347765132,2.431046296805601,0
Parent and Teenager,0.4210188301242376,-1.0724563889141074,1.446455616525503,1.3676900427159353,-1.4954586191223342,1.241040068362249,0.8497472111655165,1.817187575735939,-0.5045085505326441,-1.3268321876950928,0.0320139830976231,1.4658067607316867,1.7327039867114384,0.0094285955697142,-0.5349781466435253,-1.1812388140142416,-0.8622128970958289,0.9510855943613392,0.4986379951452879,0.5926752196124822,-0.1640928383018927,-0.1426880226895526,1.797345364474382,1.923015671204074,1.6095935171091789,-0.8050900710482134,1.78874372898256,2.1175982965423663,1.7833549217915683,1.6167172093725393,1.5000506457193392,1.0338137327542207,2.095801641872951,0
Wife and Husband,1.079353805504501,1.7205772140211395,2.038358519907823,1.4850811893619396,-1.2149701364882788,2.2357515219674258,0.3156426914189973,1.881404219727212,1.4029843443720151,-1.120867006730745,-0.0031015346974468,1.9010874741862496,1.7551808628604266,0.9775050867633353,0.4322121895539383,-0.9580806801406956,-0.6175226945388023,1.417343749907343,3.5354571150102583,-0.0989657700536925,0.39962144517721,-0.5736340058820558,2.041877966992143,1.9495418509802516,1.6773615934570254,-0.714903907146301,1.9161046851883303,1.625105883953328,1.7010756870916408,1.7752335466532372,1.4859965046482642,1.252640745323274,-1.8589488637732243,0
Fiance and Fiancee,1.2768542981185802,1.7596196192234606,1.955941659943196,1.549646320017242,-1.0639378766084029,2.291667254566533,0.3345825680057534,1.8722304134427443,1.228821949619851,-1.2204168441968464,-0.1474653300771785,1.847631947972532,1.8375960754067169,1.012079247163107,0.0545473916101669,-1.0357009006184503,-0.742780774419185,1.4064371263857989,3.5690874485635806,-0.7363604075891869,-0.0030316144507204,-0.7730800807480077,0.8819156217155822,1.901794727383132,1.5915220300830866,-0.6752219950294596,1.805356027618095,0.7505866466456886,1.6901051224649843,1.5325054051921687,1.4297799403639635,1.3434745995972204,-1.3191481482037033,0
Between Siblings,0.5362274508157837,1.4172477582184946,1.2366672457064525,1.4263856160389377,-1.6557377520560803,1.1027222035118247,0.98611432259016,1.5542051289145355,0.6482806337793025,-1.3336976937272376,-0.4205860240388338,1.2367116483871798,1.6353041900658232,0.2479903023281421,-1.2442510598549985,-1.1812388140142416,-1.1418588428752878,1.332817417615377,-0.4329222442817296,0.0739444773628509,-0.4821887554079577,-0.1996726155083959,1.697024296774787,1.976068030756429,1.5824862865700406,-0.8159124107164429,1.450960323393342,2.1360092278541063,1.6626787108983418,1.5820417605923869,1.621853201668658,1.4343084538711668,-0.6486588383384032,0
Between divorced spouses,-1.139235061526987,0.4682169856082385,-1.4044184940690931,-0.3608945916464772,0.5203597066213171,-0.5188340418622956,-0.5972593600626426,-0.59552347707903,0.0967663837307811,0.4925269108233117,0.1997881236740684,-0.2485883299797083,-0.4125889701753167,-1.899065058497709,0.318605705619633,-1.5256785423842798,-1.351593302209882,-1.0993596276889208,0.047991525530774,1.735239011364937,0.57276226081722,0.7370116289513428,0.0354566130002544,-0.5704452277565996,-1.0920937932916293,-0.7690156054874485,-1.4672668035823553,-1.030670957765134,-1.195153374345798,-1.746801322302268,-0.4675291042311951,-1.3237376668104797,-1.5634789984088548,1
Between a person and their in-laws,-0.1451492487027892,-0.4988333586338577,-0.2018815827670364,0.7132344001644616,0.7576961150039796,0.0962390167278878,-0.0139111611905573,0.6123610170425324,-0.0276353268064791,-0.4686439336769775,-0.443996369235547,0.2248749021989395,0.2242558540460133,-1.0277962164234506,-1.0630947746624575,-1.6421088731009124,-0.9321243835406936,-0.5403951722097942,-0.6548824457336544,-0.3600263396825918,-1.138513242601484,-0.4525417461420136,-0.0147039208495429,-0.6181923513537189,-0.4866989779175351,-0.678829441585536,-1.4174299076757495,0.5434636693886162,-0.6630809899529352,-0.9938487202189534,0.221123808251492,-0.9025988879040008,2.044662626713733,1
Between cousins,0.2827684852943824,0.9577486816065672,0.5136466105622248,0.9714949227856708,-1.2642867927755852,0.5877088769410967,0.5656490623641769,1.098572750119313,0.1050598310999318,-1.2341478562611363,-0.2957308496563629,0.6830651268879538,0.9035569998820988,-0.2464201913885995,-1.3824211078832074,-1.2928178809510145,-1.296246708774364,0.4957340623368798,-0.4665525778350516,-0.8109491417688722,-1.2311234463159082,-0.5558263206261673,-0.083674654893014,-0.2256048906662937,-0.3195377229261806,-1.0323592040810328,-0.6975636334692207,1.289106387514077,0.022579299213125,-0.6916769522776232,0.7036493183584088,-0.3286940813549752,-0.3986458753377831,0
Employer and Employee,1.1433063459700123,-1.5804366939640817,0.526490796530738,-1.490784378114268,1.4463679938731515,-1.047300777780177,-0.5626264428754317,-1.1555625083498593,1.1210071338208918,1.4041680332345554,1.7181162264323313,-0.6633459396200766,-1.0488094367258416,0.5353880106512485,1.5383401851575451,-1.6057243947519648,0.2621968432257456,-0.6682071666028871,-0.6796848167292293,-0.6583812764013338,0.3221107311988332,-0.8955079168822417,1.9635021328518352,0.0396569070954801,0.7037602299262994,1.4672405146243717,-0.2102695401601857,0.2387627561793231,0.2995860560362136,1.1263072909103804,0.4970534446136024,0.1130887553410368,0.4542392552620601,2
Interviewer and Job applicant,0.1163037843768011,-0.7940111034601942,-1.7346211083429557,-1.38177831337155,0.9254608118384774,-1.2385914419350188,-0.2249555003001243,-1.1839576230398778,-1.235516697213498,1.1619137489574416,-0.3542567126481461,-0.3841362714502085,-1.0447511118656077,-0.071388504364753,-0.0183756892936102,-1.3140421599879006,-0.6466524805574959,-1.2043358790837813,-0.6687549583243997,-0.6749094618161505,0.5314903222053571,-0.8434204375087676,1.1283292442527115,-0.5189844389908156,-0.3778182685853286,1.4575004089229653,-0.4644377092838755,-1.1779584082590522,-0.5199151215750618,-0.3805886403642535,0.2229976937276351,-0.4888919698017537,-0.1134038130052573,2
Guard and Prisoner,-2.023284885609056,-1.708718882485993,-0.0022615258397255,-1.5289365007742195,1.3147101346775751,-1.2932459174078306,-0.4782087072316048,-1.519019976382098,-2.282860622117671,-1.3945064614405212,-0.8397426808942718,-1.072853452935883,-1.0812760356077131,-2.5996239835980925,-1.4553441887869845,-1.7239739493860449,-0.7507914655743257,-1.137873641999373,-0.6796848167292293,2.112844478149595,-1.9418060965592048,3.352515400909976,0.5245218180357772,-0.8627637288900741,-1.4797271900013105,0.6036178090996586,-1.705376417358361,-0.0222121951645882,-0.7223220389368828,-0.0863426892869583,-0.8647928251735888,-1.4290223615370992,-0.1031760099734136,1
Nurse and Patient,1.308360329083207,0.1485841078529761,-0.3292530936214597,0.0734526509437385,1.2231220587154343,-0.6319267641868065,-0.8932625741470864,-0.2582768841452699,-0.6810405016759947,0.7602816460769636,0.971772125994257,-0.6137086652787667,0.0712882246987331,-0.1107166118194938,0.0664453679681514,-2.078722613288285,1.2467836106575907,0.1071855993818771,-0.6742198875268145,-0.9724167992828504,-1.4968744656703423,-0.8376329398006038,2.0594341538395726,0.5410017048652326,0.5533151004340803,1.4152932842168704,-0.4843724676465178,-0.834134266012312,0.3983211376761263,0.747354172098712,0.9945700385296666,0.5627163339970714,-0.0980621084574918,2
Therapist and Patient,1.2472292242264684,0.2545563505449894,0.7143370163202452,-0.2045128141501929,1.4807135223589547,-0.2001564079515921,-1.9273798357839649,-0.2298817694552512,-0.1496674809525536,0.3713997686847547,0.6819297568920927,0.7637256976925825,-0.3467192359053654,0.4792050000016187,0.4755822324072372,-1.2115592126383643,1.109509494044497,0.284418231606966,-0.6796848167292293,-0.8126443402729561,-0.5219507450462159,-0.6582205108475265,1.6813491299467258,1.1473901745486477,1.02091482723422,1.418539986117339,0.298066798087194,0.0357822384673919,0.7981982183177724,1.3893453380855385,1.2601933047729887,1.2130041543673695,0.2189997855296582,2
Salesperson and Customer,0.2263397731189308,0.4665008359290156,-1.511988551555392,-1.245520732443152,1.011324633052984,-1.0855589106111454,0.7950921387294496,-1.0022288890237585,0.3509013066854703,1.283040891095998,2.500690623008176,-1.3024258467644412,-1.028517812424672,-0.7006382236406065,2.1670139036858966,2.745859215782181,1.156845396324874,-1.1733201684443906,-0.5867810202881775,-1.1983019999520117,2.68417424224118,-0.860782930633259,1.241190445414755,0.1637994284479904,-0.5445277364010307,0.9899753352554516,-0.339845469517361,-0.7968521301060391,-0.4705475807551054,-0.1755081290073508,-0.0004631493024611,-0.6338132554842772,-0.6196800630815134,2
Between Business Partners,0.4280724191461691,1.14695418374089,0.5960634705268518,-1.0438595126691232,0.7651816789047313,-1.2057987566513315,-0.4711738959279525,0.2301190885230507,0.7051499871677644,1.6209218665351308,1.2036460212759883,1.5393081092755492,-0.8215432445527395,0.158961839298729,1.7778349350731075,1.0509489326937005,-0.3105675743668181,-0.6327606401578694,-0.6796848167292293,-0.8236631305495006,2.9458987309993345,-0.8665704283414227,0.9533943824515432,-0.3852924929188813,1.3177390016377872,1.3730861595107755,-0.3049596423827367,0.396176218894698,1.2671898561073578,0.3906924132171419,0.1724027858717644,0.1056568945368047,-0.4151240024446422,2
Between opposing negotiators,-2.3533928518354448,0.2378238911725662,-0.9832362291849284,-1.430831042505773,1.555128834078194,-1.2604532321241435,0.0212628953277038,-1.2748219900479376,-1.95171511644944,1.5890463028144577,0.9282957706289328,0.21151102064551,-1.0609844113065434,-1.4141624588909043,0.6552032948439089,-0.9592934960856604,-1.0916099619930413,-1.2973830110019529,-0.6906146751340589,1.9585814142779727,0.982965065313174,0.6034539895321784,-0.1639315090526897,-1.316361403062707,-1.3658768217369284,0.2172602829438658,-1.8050502091715728,-1.1365338128076377,-1.270301742038398,-0.8620820148543734,-1.366525661410975,-1.469897595960375,-0.7730971085591667,1
Between political opponents,-1.8398915710388395,-0.1079802691908455,-0.7049455332004736,-0.575133434275435,0.5419357437470138,-0.3039999113499348,1.7307220421151963,-0.9056854990776952,-1.1431039979572477,2.016178856671474,-0.7310517924809603,-0.4199854140300433,-1.0100298880613838,-1.295553880852797,0.5881225894277444,1.2007317018968684,-0.7350128314808666,-0.966056451314495,-0.6219994529259618,2.4415717213998374,0.9458874294057686,1.9230034669935212,0.9246660767012052,-0.160012882492473,-1.6453277256585932,0.345357430653273,0.188425627092661,-0.5226966256639504,-0.0572066253443799,-0.7542728922833531,-1.8682584976483607,-1.5827267554428062,-1.1584993228045444,1
Between business rivals,-1.1246576442149958,-0.1972200525104355,-1.1362961119763784,-1.0929122418033463,0.3301383180845638,-0.7794938479633985,0.7458484596038839,-0.2639559070832737,-0.7580510843895366,1.9651779547183972,0.5587467500236726,-0.5082294573034831,-1.0100298880613838,-1.2556015177241715,1.2312103438306436,0.3528385990391685,0.2916502935335359,-0.914855913116136,-0.5879954489998253,2.084073192427507,1.2832212149162794,1.2953814933082042,0.2731491427203162,-0.3553420244806884,-1.408755531862475,0.30993886446634,-0.3190045857745984,-0.1687046281700447,-0.3758516615459163,-0.8920740263966872,-1.2166574116257818,-1.5624580441585372,-0.907453248386566,1
Between enemies,-2.286148636493032,0.5780505650785034,0.1855846939497811,0.2533126577692236,-1.2669287565052625,0.4229046124384638,-1.1043069132566536,-1.1328464165978442,-0.4038024039072427,0.728406082356291,-1.3179825899128437,-0.0118567138903844,-0.6745416996153758,-2.084613052643153,-1.0750353960969945,0.8503626511292236,-1.265174937021091,-0.6234066956793229,-0.5831377341532343,1.9861283899693336,-0.4034477126362737,2.40658105327565,-0.9221535786776924,-0.6027589376657609,-2.1813116022279235,-1.071385216824042,-1.175293069988099,-0.3005101591518183,-1.3452506449196049,-0.98934541518257,-2.132731879622232,-1.717851497337933,-1.1584993228045444,1
Teacher and Student,0.3486019828324085,-0.6434189691083859,0.088182950355222,-0.4824782792441245,0.8853910286050408,0.2534757384727468,-0.3726865376768212,-0.1901286088892251,-0.3884002873645344,-0.0939834616370689,0.0370304856397762,-0.1442227788005439,-0.2488685142752797,1.1215640884290523,-0.689182743455255,0.689192887776107,0.7250367766338779,-0.0602007754973735,-0.5539914450736886,-0.917935002915492,-0.5721146053915287,-0.3251178649776555,0.3962704530789093,1.1552033402281758,0.6427689612132377,1.2337731325088392,1.5294911896704182,-0.4172522008785316,1.1500541456163709,0.7372217357668489,1.2900902957787304,0.7718218720797808,1.1148623510915916,2
Professor and Graduate student,0.831537711200645,-0.4872493482991031,0.3456018441408425,-0.3625716080271344,1.463540758116053,0.4502318501748698,-0.4711738959279525,-0.3264251594013147,0.2122822578010945,0.2056468373372559,0.2544122624663996,0.7933701809797539,-0.2669055136540974,1.1065819522558176,-0.9153722294866192,0.7382445548835773,0.7629054984581799,0.0894623361593682,-0.5491337302270977,-0.8787570819322228,-0.5604824058911664,-0.5308955612679233,0.3347097978996126,0.9294896650417942,0.4098932079451835,0.90615139527971,1.0990816341133676,-0.5113990087226554,0.849360942440273,0.7250628121686139,1.3935798800293753,0.8022249390061842,1.2450343896786913,2
Master and Servant,-0.3360663915630656,-0.8609409409498866,-0.1344496064323415,-0.4552267630584448,0.7308361504189285,0.1059086546961547,-1.0339588002201312,-0.695561650371557,-0.5347203945202645,-1.101251275210331,1.2108920805035432,0.8871294769577835,-0.8585190932793156,-1.1557206099026076,0.4994208301997584,0.3458312180238154,1.309898147031427,-0.7179307661993705,-0.5539914450736886,-0.668175756647151,-0.5372180068904415,-0.2222290168325214,-1.655751386230977,-0.3640233196801646,-1.2017548622908716,-0.0590045333142106,-0.7992510372382549,-0.4172522008785316,0.3018300351643935,0.1698053011825331,-0.6838777001132017,-0.451057042071118,0.3849691347282107,1
Between Close Friends,0.6359181756590805,1.8106750721803413,1.7718416610611725,1.6485902864760171,-1.0436828213475449,1.696353890954982,-0.9495410645763044,1.9338259699241696,0.8745732691375571,-1.5538842800438857,-1.1803074645893157,-0.7674463344192125,1.4285724279547598,0.936784408959159,-0.8843266137568242,-0.0115452137591818,-0.9832633412179558,1.5545854292201036,-0.1167971088805034,-1.28522801213364,-0.0486656278752194,-0.9064398569976622,0.2834092519168656,1.8410256609867988,1.5225218068925523,-1.0153058203613985,1.6291649814836298,1.9138227613419745,1.275716976794441,1.247896526892734,1.627389681484536,1.4305549888185245,-0.8051752180681305,0
