,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap,cl_k3
Parent and Child,1.1427804909286752,-1.739818640039378,1.4006383541672014,0.8952854948660774,-2.8660966918940045,1.1585726506062726,-1.5244420074184253,0.4751103006868782,-1.993502562655501,-2.6770294967744164,-1.4272221450209683,0.5706087995268272,2.6279731482924773,1.7215689277581403,0.6248580686357689,0.0696773064890468,-0.4077546040310262,2.401331151825038,1.5178199994241668,-0.8949981244378293,-1.0665218240777097,-0.4881972612019465,-0.1769429361390398,0.20053242772642,0.3344482984518931,0.2331762564028513,-0.022043618650234,0.3915095095443029,0.2932599502285245,0.489753844121009,0.3848804093615099,0.5195428560117508,0.699936063168701,0
Parent and Teenager,0.5397927840176218,-1.4712375035121297,0.7440368797295858,0.4126911800181832,-2.425835393828096,0.7468701224764808,-1.6209256455220442,0.2918659941237868,-1.768527892264358,-2.6462240501561047,-1.3644326049269029,0.5706087995268272,1.0940927338820314,-0.7553429895326575,0.6983527815948106,0.3099854243539494,0.1981543445713074,1.309559976016931,0.6354282299936137,-0.5831595606051941,-1.4118716648377625,-1.0009752675174817,-0.5381413003369416,-0.6212612417665461,0.3206146734449614,-0.7061653016345057,-0.4019444455481284,-0.5941229714642374,-0.1732722495186374,-0.3708403873014388,-0.682965991889801,0.2180698675043748,-0.5514110082417991,0
Wife and Husband,-0.0919086232225295,-0.3236635565320671,1.3580018947881365,0.6836213216871768,-2.588895133852506,2.167647474453801,-2.0470617138130294,0.4910445882141035,-1.8153976152625129,-2.184142350881434,-1.075600720494203,1.375529213656696,1.6419071676000478,1.605915453020827,1.194442094068343,1.3385041688157326,0.1468061285880588,1.60487513012896,2.523556854904152,-0.2505317591837167,-1.1010568081537149,-0.3106971820927228,0.4636730305515782,0.4792276721631651,1.171382611371261,1.1663783271327746,0.2382587997798041,0.2583159310296352,0.8530985899251184,0.6084564967310013,0.8079893608007078,0.765643254793283,-0.0353187132532875,0
Fiance and Fiancee,0.4440804495872956,-0.1283318208758858,0.3347268696905513,0.7598204240315812,-1.6757605897158063,1.0213384745630087,-2.071182623338934,0.2201617002512728,-1.993502562655501,-2.114830095990233,-1.9044226497358645,0.7888923016637408,1.6327769270380807,-0.032508772424448,-1.2125097553402768,0.7137030623669858,-0.2845188856712295,0.5488997305768559,2.40021176885472,-1.0717066439429892,-0.8247769355456728,-1.346114310229861,-0.2382785074179289,-0.3139818696952632,-0.5578205144952018,0.3252685660143569,-0.6059652599932942,0.2716352888811019,-0.2277010061558056,-0.482124124123307,-0.6426699012765441,-0.163385750607,-0.8624803367280246,0
Between Siblings,-0.5704702953741594,0.1972210718844154,0.948691884749102,-0.0783697017568672,-2.507365263840301,0.3916757844821507,-0.9294595724461072,0.1564245501423718,-1.6935363354673103,-2.1610382659177008,-1.5528012252090992,0.3113971407392424,1.1032229744439983,0.805978919421075,1.0842000246297805,1.2616055710989638,1.3586240257927262,1.1037342625449107,-0.939593638022212,0.279593799331763,-0.6866369992416518,-0.8826418814446658,-0.5449563638123734,-0.3282739335125321,0.6042039860870614,-0.1474719566580387,-0.9647604853968608,-0.7539552656818386,-0.4842937160167446,-0.7640429240720396,-0.4747695237213069,-0.4525537191753005,-0.6786666426225274,0
Between divorced spouses,-3.1834170253220573,-2.0409550658426574,-2.8544802918635863,-2.1696117327644107,0.6804526536369279,-2.223846158930645,-0.9214192692708054,-1.4768399213982244,-0.7186460971056912,-0.081670619181683,-0.3597999634218582,-1.6531543784929796,-2.06497050055853,-2.788916586997087,-2.1311936673282994,-1.477906972560926,-2.471952886557621,-1.6256936769753585,-0.920617470937684,1.3814233915404073,-0.91687022641502,0.3105530947895601,-1.4104694251922512,-1.5573914217976643,-0.8206593896269045,-0.4667252966445913,-1.956723755630252,-0.9337665966766396,-0.7486619625401366,-1.327880523969505,-1.3075553963952844,-1.3200576248802007,-0.5655505231729911,2
Between a person and their in-laws,-1.393596371474962,-2.073510355118687,-1.1746037923283854,-0.3069670087900805,-0.6321782535595782,-1.5457478773051052,-0.1656307707924552,-0.2578669255654868,-2.07786806405218,-1.360096653841605,-1.791401477566547,0.9662476471499832,-1.2706395716674062,-1.4299882588336532,-0.7991019949456665,0.088901955918239,-0.3974849608343765,-0.0506795217112031,-1.0819148911561722,1.0176117337356665,-0.3182638357642623,-0.162780449501703,-0.8857095375839787,-0.6855755289442566,-0.5232364519778729,-0.2150063170398095,-1.3376261117966466,-1.0603004962655735,-0.6320289126033456,-0.9643536503514026,-0.5889417804588682,-0.5509938786879129,-0.1979231349619969,2
Between cousins,-0.1780497242098229,0.5390516092827319,0.3006177021872986,-0.2561676072271444,-2.311693575811008,-0.3429306872788507,-0.310356227947884,0.1404902626151465,-1.6185447786702627,-1.9916083095169883,-1.8793068336982384,0.120399076369443,0.8019250358990894,0.0253179649442087,0.2390108256007992,0.3772716973561221,0.434356138094251,0.4862571221288498,-0.3797967090286354,-1.321177495009097,-0.5715203856549675,-1.326392079217725,-0.2110182535162005,-0.8356421990255812,0.2721969859207003,-0.1965878551175081,-1.407978116777738,-0.3810132458407688,-0.4920692526791976,-0.6305024398857981,-0.6158058408677062,-0.5632988986269896,-1.0180150009711375,2
Employer and Employee,-0.455615494057768,-1.2096325004011732,-0.8737122075675477,-1.3386786643420965,0.4533337300314982,-1.0752307022996288,-0.1300237138732623,-0.1099056842412516,0.6298627902983621,1.0647320728283336,-0.4333534246749063,-0.6799737647992403,-0.893256295106106,-0.838870499065162,0.0981459590959692,-0.3628773056677778,-0.2810956712723465,-0.0685774098392048,0.0787939955141248,-0.2332073945263479,-0.2261705448949149,0.3565716338178776,1.6727788754844908,1.4707395994862,1.151208574902819,1.84325680277734,2.231565607577399,0.9614670309383176,1.2049416239011022,0.7500341396877112,1.1835265385992564,0.5456910233822888,1.9347870338261437,1
Interviewer and Job applicant,-0.6155918244627411,-1.3665955022677467,-1.4876772226260984,-1.5346192132277074,1.0613136178368012,-1.3658442515677174,0.2628025269771872,-0.8269486229663914,-0.8164029479304139,0.767679551866045,-0.8370004681367544,-1.3893951467442094,-0.6923910027428334,-0.9480987807615134,-0.636801170494449,-1.208761880552235,-0.9520456934534616,-1.0947229958446396,0.2053017760776454,-0.4410997704147713,0.456854695719411,-0.2745397585704733,0.823735550836907,1.439773461215451,1.7057063772639989,1.3444234590483517,0.6158145598449966,-0.1063014901542672,0.1267338733743293,-0.254610706620821,1.2344563197910114,0.3723953259069597,1.567159645615149,1
Guard and Prisoner,-1.8707907245633013,-1.4398449031388147,-1.8714053570376925,-1.4039921806372997,0.2332030809985438,-1.7187321328218248,-0.409137095530161,-0.7962182113067423,-1.2141260259433273,0.0646552522552962,-0.5140828333672761,-1.2256825201415242,-0.9419509114365964,-1.3785867145059585,-0.7654169181727721,-0.1514061619466636,-0.8835814054757966,-0.5398884638765848,0.1104209406550052,0.4666969376313441,-0.6252414719954205,0.6063865599715996,0.5505650898633372,0.2785432760623467,0.1770908139980449,0.5263367753328104,-0.3521117753531885,-0.2650238378842462,-1.035708857662348,-0.2304992303094162,-0.29343711596165,-0.52074403800435,0.9697651397722836,2
Nurse and Patient,0.7011364334858855,0.223962916646869,-0.1610742436603016,0.392129517480804,0.1493437861288472,-0.5770360464114774,0.6556287678276365,-0.5811053296892004,-0.2861055105798629,-0.4502357840793369,0.2770653718179467,-1.2256825201415242,-0.211531666479241,-0.1385244576003187,-0.2203311303932121,-0.747370294251622,-0.2947885288678793,-0.4325011351085742,-0.2184992888101472,-0.4965377373183512,-0.0036117586273257,-0.3337064516068812,1.4291403562377931,1.215268958752517,1.3235524864475103,1.8831634702756592,2.246808541989969,1.019184248294674,0.6658377486377162,0.9188144738675448,0.7542612399830321,0.9189432948676128,1.0004007554565326,1
Therapist and Patient,0.9103362501693124,0.0879283150291713,-0.9943124783826206,0.2288457267427949,0.3170623758682409,-0.4524873824394395,0.5729285065959632,-0.5094010358166865,0.0031476370658924,-0.8364040613303115,0.5031077161565819,-1.6713446703377222,-0.2176184935205525,-0.305579476665327,-0.7225450022799981,-0.5615320164360975,-0.1441670953170165,0.026877993510138,-0.2944039571482593,-0.4341700245518242,-0.2645427494238094,0.0278677836156111,1.7096938026430806,1.4242903920800758,1.6457606689006274,1.6171190202868655,1.5456335590117558,0.3337922921879472,1.0280481648303037,1.4653412702593869,1.3872456633662775,1.572134769966928,1.1612377377988423,1
Salesperson and Customer,-0.3817802646400883,-0.3306396899483592,-0.8408212246179829,-0.7617426037344625,0.4114040825966499,-0.7431009317075279,0.583266039249922,-0.3659924480716585,-0.1053222933012656,1.0152233193346183,0.8421712326645345,-1.116540769073067,-0.6193490782470978,-1.2115316954409496,0.0736477214429551,-0.2795704914746115,-0.4248706760254426,-0.6651736807725972,0.3001826115002855,0.0578419317174449,-0.2491938676122518,0.2711086327652882,0.6022459878853635,0.6346538661759649,0.6641496944504326,1.1847967890550752,1.5532550262180416,-0.034154968458822,0.5647557720258312,1.0956319668178474,0.7397098739282444,0.3190735728376285,0.5485254241138524,1
Between Business Partners,-0.7509564117284883,0.3913901186378811,-0.983348817399432,-0.9032552223740709,1.019383970401953,-0.161873833171351,0.3971904514786566,-0.5094010358166865,1.4494133752946678,1.3617845937906214,0.777587705710639,-0.1251698635345847,-0.211531666479241,-0.312004669706289,0.2206371473610388,-0.6256141812000713,-0.123627808923717,-0.4981267249112472,0.3191587785848135,-0.482678245592456,0.3954591684731797,-0.3731509136311531,0.8754164488589347,0.8127091612327747,1.2486203509932972,1.1448901215567562,1.3703398132672036,1.1779065960246524,0.8258842116065336,1.3930068413251724,0.455958235859893,1.145560745412273,1.1076254103514065,1
Between opposing negotiators,-1.390861733348381,-0.1527482878329086,-1.7617687472058088,-1.012111082866077,0.4533337300314982,-1.4177395282227332,0.583266039249922,-1.1649831512225286,-1.2261782404285668,1.3023740895981644,-0.3849157794594842,-1.0346844557717247,-0.5950017700818525,-1.757673103922708,-0.4653135069233517,-0.510266284624918,-0.904120691869096,-0.6293779045165937,-0.3450070693736672,1.0210766066671404,0.6333668365523273,0.5998124829675541,-0.5273507831675072,-0.6194747337893877,-0.4898051915444543,0.519685664083091,-0.4207049802097528,-1.289504445959564,-0.3955230057870768,-0.1340533250637971,-0.5335346558656398,-0.4274309701330187,-0.1024814091764501,2
Between political opponents,0.1378009794102525,0.2053598942034227,0.5137999990826293,-0.3746995442073292,0.8190534326576766,0.0364814464878201,0.3569889356021485,-0.5526512448191551,0.4999667008463327,1.5972262215162876,0.2053058974247295,0.3030016214262838,-0.5514575458632409,-1.042993939520335,0.4934156012282516,-0.3495679329860297,-0.7450728844132904,-1.3241831000497903,-0.9600295102670884,1.8387866184949384,0.2165856612077165,1.782134947233552,0.9432056787319828,0.1089332914430143,-0.4339466905694955,0.9163337531572928,0.5382141664719128,0.7850359915194572,0.223986987235764,0.5929442182649228,-0.3172484422331201,-2.011935336909189,-0.3823795342916391,1
Between business rivals,0.9130708882958926,0.1646657826083854,0.5820183340891347,0.1417610383491896,1.3489975877370106,-0.0684623351923227,0.3409083292515454,-0.5048483822374792,1.2405083242171788,1.3584840102243745,0.9211066544970744,0.60524031669278,-1.135792941829125,-0.7820322529335761,0.4368812066443734,0.1946375277787961,-0.8841080538448555,-0.817535189964817,-0.6797661194802133,1.7812164220950677,0.8116500022096531,1.6304254779094285,-0.3937858649027885,0.6325425385665963,-0.2541095654793833,1.612886494946134,0.238898363461451,0.7378128136824387,0.2515547990390054,0.6280154565360567,-1.1903304055203552,-1.641106781472472,-0.7165862508470882,1
Between enemies,0.1282297459672202,0.5716068985587619,0.4114724965728701,-0.6117634181676982,0.5744638226210604,-0.9080125886334672,0.6866413657895142,-0.4092426570741271,0.4343490886489166,1.5895248598617095,0.0546110011989725,0.0427405227245797,-0.955997435378084,-1.659812471452674,-0.5411638196567214,-0.8701122867610801,-1.1242597101357417,-1.412295780064568,-0.6038614511421012,1.870770060939312,-0.9806271200937992,1.848887113736165,-0.3535150352752353,0.6409878490040722,-0.425772275792672,-0.9193729517653856,-0.8669072421049794,-0.0098875020703541,-0.5571010138560744,0.1896249781468794,-1.8887959761501436,-2.833575077386622,-1.376644516044101,2
Teacher and Student,1.8031955984979244,1.4994326429256215,0.2153447834291669,0.5142899831440554,0.2564973295734595,1.2715890308771958,0.9117698546979592,-0.0985240502932335,1.681083720399833,0.8039859710947697,1.0969173667604573,-0.3938264815492474,0.7464412663302131,0.902356815035503,-0.7051135639499688,0.6796902210691841,0.0764985713186873,1.071380387851984,0.1610240528804131,-1.046119889987491,-1.0798045102607885,-0.3235924869852734,2.0305180786759225,1.1983783378775623,0.7349946225162338,0.7784743563449171,0.346984625659674,0.5331790430553588,0.7110183290930275,1.355743650662092,0.3177202583394145,1.0928449213550928,1.1466161939495418,1
Professor and Graduate student,0.6450763518909797,1.7680137794528703,0.5308545828342551,1.0815499672635105,1.1614788867089394,1.2070082421509545,0.8233265197696411,0.4671431569232658,0.9217942078297257,1.2275608620965504,0.1927479894059169,-0.2930802497937492,0.9262367727812548,0.7184974449402864,-0.8407961109512768,0.6441985605845217,0.3040106667521585,1.120943770360297,-0.1484334411134286,-1.4363178878088396,-0.5414129636399884,-0.3539343808500975,1.587538952772836,0.1596051540678771,0.8494364293917605,0.6551264749864762,0.4218135764122891,0.6354959283688981,0.9223715529178782,0.6543188852394081,0.690764369925778,1.2382678842714523,1.4390470709355592,1
