,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap,cl_k3
Parent and Child,1.2742907587861234,-1.578710852017084,2.023905711946581,2.0062349023849646,-1.4796109002159092,2.1792971368919325,0.1135805153845013,2.090468637383686,-2.3230654306010305,-1.8959474180460485,-1.2514636939726629,1.8314467320223071,1.9410652663147083,1.309640069399553,-1.0284210534226867,2.4447746909034334,-0.4391915730448255,1.970072941362635,2.5083989672812,-0.5801086366527511,-0.9935138841615206,-0.470789287476846,1.1579817768879457,2.1218940670590287,0.4596648289552821,-1.2646631919592624,0.4841949511564692,1.748433697136016,-1.4364355962448891,1.8842870903659616,1.0788699744635606,1.355434492383282,1.6453189816270362,2
Parent and Teenager,0.4204347610156991,-1.057885579885294,0.9967453306676364,1.8819819038808232,-1.521135889188311,1.703478245273347,0.0049248015551004,1.7826818932546316,-1.7704743521950366,-1.4105921913949009,-1.1274463392037302,1.7931238540497871,1.8638296205813605,0.8313850050657706,-1.0284210534226867,2.471076677340738,-0.6705708895026576,1.5671616157043584,2.395598507956767,0.374828951791454,-0.5664991111188588,-0.1801099127728214,0.5006873681399423,1.2670436090021513,-0.73760929100372,-1.2646631919592624,-0.3816661878187533,0.5279628886302259,-1.965928483751271,0.8173007074795458,0.8718283085783336,0.5759077942465552,1.2190827865580556,2
Wife and Husband,1.3074144828375622,1.712658323348312,2.089061407773976,1.903195830454701,-1.642516626184564,2.398668184326476,-0.28079948295925,2.040217740383024,0.5881461044159141,-1.24446389233981,-1.243462574310151,1.7675752687347732,2.1190430586567714,0.6661696192050095,-0.6287783578984523,2.1949058197490308,-0.482575194880669,1.665261764560287,3.27293541381347,0.059358498466136,-0.0375830854182888,-0.5727820505308898,0.0163651722203605,2.1218940670590287,0.4596648289552821,-1.2646631919592624,1.7748181583082157,1.3836952945940555,0.2844162881508522,1.9127400605762663,1.478164615813641,1.5404069292292846,-1.9285075770282605,2
Fiance and Fiancee,1.3258165517550289,1.6849220662525364,2.146551727621678,1.9668376101763343,-1.6041858671331155,2.3801297859517256,-0.172143769129849,2.040217740383024,0.6645204811061733,-1.273780650996591,-1.243462574310151,1.145893026069443,1.95113948097558,0.4922586867199978,-0.5332885102953168,1.7609230435334886,-0.5331894203558198,1.7668654901610694,3.206090697176769,-0.3541635822440776,-0.1831563035010145,-0.7410701095700619,-1.4884930793869109,1.8776510790427785,0.3358088855112474,-1.2553270727358812,1.9545251871521296,0.8365876907811151,0.267869635416278,1.628210358473222,1.7147836625396142,1.7253793660752876,-1.9449012768386056,2
Between Siblings,0.8952081390863231,1.167178600464721,1.1308894103122749,1.8274318069765656,-1.677653155315058,1.688029579961055,0.4314990854779335,1.4434883385001631,-0.2115385456350369,-1.1271968577126872,-1.0114301040973093,1.4907989278221263,1.0075213744072835,-0.0599085239199147,-1.0673243246684083,1.491327682551107,-0.6886473986009257,1.1116966388732634,-0.0358780597032386,0.4941961503469795,-0.5762039923243738,-0.2158073798417369,-1.056062547315856,2.1218940670590287,-0.1183295737835466,-1.2553270727358812,-0.5450362140404935,2.169285700069047,-1.2047824579608468,1.7420222393144398,1.2267568786672938,1.051551203279134,-1.3055469842351353,2
Between divorced spouses,-1.5596278545036475,1.4537865904544047,-1.1648906956059617,-0.6212614318367656,0.3283232350440641,-0.8053850014428333,-0.8844423375670329,-0.6136577574644345,0.6959687538609861,1.2246586700868325,1.3248968373561334,0.886149075366805,-0.3222749608277533,-1.3816316108060045,-0.1018158655700371,0.4655502114961904,-0.4898057985199762,-0.692645384726844,0.2189674224741845,2.0672853027394424,1.1706746246683346,0.8143195270041046,-0.2603903683051148,-1.1601210844093388,-1.852312782000032,-1.2646631919592624,-1.6722893949704996,-0.4119399179202102,-1.4860755544486122,-2.156034679497267,-1.390841325738788,-1.855158518586626,-0.3055312958040659,1
Between a person and their in-laws,0.0008675896974729,0.0854645737294645,-0.8812717843572979,0.2272956311183491,0.334711694885972,-0.0885669309524962,0.053216229923723,0.4007822257364283,0.1298998442743579,-0.4952578377776362,-0.4873567662027872,-0.2635372638088054,-0.0737776658595899,-1.190329585072491,-0.9895177821769646,0.93898596736769,-0.8007217550101883,-0.3598055939656591,-0.0317002649134449,-0.0131144435140043,-0.6635479231740092,-0.2515048469106521,-1.7825458411952282,0.5648450184554311,-0.7513710624975014,-1.2459909535124998,-1.1821793163052798,0.9628432916610244,-0.758022834127337,-0.9894629008747852,0.1028164067189199,-0.547139143747034,0.2026733983166411,1
Between cousins,0.7148678636951554,1.7897034819476894,0.007911829287161,1.1728306441254772,-1.1857417474881395,0.5571872791012992,0.0491919442263377,0.8593216608674684,-0.2564646495704837,-1.0522762522564697,-0.8554082706783294,0.230402052281457,0.0907678402679779,-0.9425065062813496,-1.2335473927183112,1.070495899554218,-0.7681840386333056,0.0045663874992169,-0.1612119033970534,-0.5758455224186254,-0.6878101261877968,-0.5013871163930592,-1.8171402837609127,1.1907176752470734,-0.0908060307959831,-1.2646631919592624,-0.7900912533731036,2.169285700069047,-1.9824751364858453,-0.0220619137244348,1.359855092450654,0.5362708434938404,0.1698859986959504,2
Employer and Employee,0.0487129688828848,-1.057885579885294,0.3068614924952119,-0.7606672350365344,1.273815291646453,-0.5582063564461653,1.083433368454339,-0.7298629567784654,1.387830754466865,1.139965811745021,1.75695729913177,-0.7645734091532382,-0.9606816750777948,0.7724485223902945,1.336819245850043,-0.5310028301839422,1.1234222134499092,-0.904417134638054,-0.5297862437410864,0.4752489759730866,0.6245054768246264,0.0811048859378125,1.5558178663933169,-0.0762928250872267,0.9183905454146694,1.2747612368004122,0.6911303177040063,0.1398438192586528,1.056593415764326,0.314631567097501,0.8570396181579605,0.0253945893477371,0.4649725952821676,0
Interviewer and Job applicant,-0.0506582032714318,-0.1549163211005924,-1.4983345507226338,-0.7667283569147854,1.162017244413062,-0.8671796626920004,0.2785762289772953,-0.5131559634631108,0.1478702858485363,0.8402833899201521,0.4567753539736042,-1.1572646278840024,-1.0129183436897211,0.3908106427704078,0.4212170034002241,-1.860714366736612,0.4204468596283703,-1.2080604525254506,-0.5947741626934349,-0.780001326297322,0.0260378024845322,-0.0435529355726852,0.5122188489951703,-0.8090217891359786,-0.4990719184448383,1.0289100972513752,0.2336942442831343,-1.4547176585209427,1.4592286323056376,0.4948337117627621,0.5711249366974093,-0.4502488196848417,0.1808151319028473,0
