"","PC1","PC2","PC3","PC4","PC5"
"parent and child",-3.04796603145963,-1.88576482792821,-3.10248135359538,-1.59027208057586,-2.8330887435427
"parent and teenager",-1.11127928746994,-0.770502323218003,-3.81330754920761,-1.7688514094473,-2.49421462622994
"wife and husband",-5.36223541526392,-1.71990885173224,-1.7044173873391,0.509888897608299,0.440151150225535
"fiance and fiancee",-5.30486167896463,-1.19335865753913,-1.578398003841,0.657838723327465,0.220733880018843
"siblings",-4.08378064442883,-0.176345108834427,-1.59379375909399,0.997918036638554,1.04389774192389
"divorced spouses",0.562977850137218,2.4689423060931,-3.16936738276757,0.34109137882694,-0.817630038092061
"a person and their in laws",-1.48310686158618,1.40266322765955,-0.9520630026505,-0.75540374776392,0.110812800347014
"employer and employee",2.912945363126,-1.34963601202764,-1.29683280948034,-0.857157884695765,0.756556972002827
"interviewer and job applicant",2.81401652532501,-1.14896024338833,-1.410325660113,-1.15879453410722,-0.118861596606621
"guard and prisoner",4.44891621244198,2.47751204533203,-1.43811971456309,2.14754404493437,-3.10613172295809
"nurse and patient",0.561805768003917,-1.930042250535,-0.924900453473817,-2.13337245323218,-0.861665826227022
"therapist and patient",0.340057636613333,-2.15829087704504,-0.456812419406034,-0.378520239149729,-0.220642600278889
"salesperson and customer",3.29454815521339,-1.10474232563533,-1.59257224284702,-1.61259862460084,0.355119876988989
"business partners",1.6147145561896,-1.40197811964698,-2.17527480411123,-1.14856199637375,2.31841144075463
"opposing negotiators",4.55502730982968,1.59238166445781,-3.83483858375366,1.201604146229,-0.139996449421763
"political opponents",3.285164050029,1.81006360152867,-3.42690320476859,1.87098599717551,0.815922142090714
"business rivals",3.89421279517692,1.48709412751755,-3.48748512366107,0.459152945270734,0.401389627286533
"enemies",2.5540491126859,2.48974394087889,-3.1920637709437,3.04086987395597,-0.902448570350354
"teacher and student",0.912683170512524,-1.58624975630438,-1.40872898384011,-1.35878337196492,0.224672588832716
"professor and graduate student",-1.00454477524958,-2.16295422871594,-1.14228620655086,-0.273353722550836,0.496979690287434
"master and servant",4.26647824928537,1.69465457487714,-2.28104590956078,0.76291253261965,-2.48422863659866
"close friends",-4.69987663329886,-0.971855626233087,-1.15316998990939,0.673615240162833,0.967920544749858
"casual acquaintances",0.0566835082183672,2.90805965165391,0.509153468632204,-0.684449774333788,2.10962221643914
"teammates in sports",-2.8727632520296,-0.163790393401279,-0.336927515576558,0.260980868572138,1.87834310858197
"second cousins",-2.57470329342034,3.20925348663123,-0.714991510084757,-1.42682517390992,0.237998629649176
"grandparent and grandchild",-3.59220374036243,-0.483657419265853,-1.66933277374111,-1.77925559397863,-0.133621294282625
"foster parent and foster child",-2.47784077834955,-2.35278171592194,-2.30608984570235,-1.37765605223798,-0.567440514370146
"godparent and godchild",-2.70082667709939,0.749706668518207,-1.01998272422883,-1.14486508083822,0.0800116172519477
"step grandparent and step grandchild",-2.82166859569392,-0.0624211650841742,-0.63368276692548,-1.52898067497954,-1.20977986489884
"ancestor and descendant",-1.45031114491305,3.17102828628211,1.7857838740293,-4.44880660638098,-2.11364504981111
"man and his mistress",-0.977264087069273,-1.00377780338962,-2.20141260918575,-0.790116276766545,-0.0636130139494021
"step siblings",-3.96576809518661,-0.0681120385705135,-1.14232631012683,0.556539128991374,0.882078300828529
"distant relatives",-1.88697127617191,4.40226175378742,0.352409400599736,-2.59247773507015,0.78448456401469
"twins",-5.05073382136227,-0.722336345983135,-1.23298903726827,1.06792537565211,0.838504127207691
"a person and their family friends",-3.03553790990947,-0.359434108515976,-1.00362068676244,-0.321912839090496,1.7022265174911
"manager and staff",3.33048466593784,-0.887397299088159,-1.48717487970315,-0.945512031947942,-0.079251550738662
"union leader and union member",0.0700940903180283,-1.87139364763493,-0.579620380924153,-0.960273350440145,0.890027343518533
"manager and assistant",3.16736326590135,-0.666842372663829,-1.1635249659701,-2.19913723422807,-0.49977832719179
"entrepreneur and investor",2.96515199857859,-1.12842024739386,-1.55947964685668,-1.56748705804165,0.493491067937699
"drug dealer and addict",2.99878488289599,0.499147182816728,-2.6569437737793,-1.72376459383514,0.963405187663391
"victim and witness",0.558247247478021,0.684284641559564,1.70319399185562,-1.15757579805039,-0.830514010506562
"criminal and police officer",4.89970460061047,1.08749855251411,-1.97013377352291,2.33903762546074,-0.943565616894917
"criminal and prosecutor",4.78773055963619,2.38280467956783,-2.44283925679253,1.72918866765788,-1.64459775848975
"customer and businessman",2.79076368514999,-0.882674792378963,-1.70088468585918,-2.28482077904954,0.00772113459452418
"representative and citizen",2.53668332551236,-0.381992978630481,-0.93135947884242,-2.37800231625765,0.435443841058422
