"","PC1","PC2","PC3","PC4","PC5"
"parent and child",-4.82082706911316,0.719067987580804,3.22566148039466,1.78167328341064,-0.418193838173166
"parent and teenager",-4.2883742717832,-0.503181487777476,3.53198787683342,1.2130022192042,0.35382011489201
"wife and husband",-5.95898558085138,1.08763531651107,0.903151969980091,-1.16369542755861,0.041896348793903
"fiance and fiancee",-5.93235508036409,1.09830315962736,1.09324464358165,-0.894578356990728,0.190259313787047
"siblings",-5.21966208719478,0.381734157150578,0.616938563579321,-1.56026764362552,0.608429191144147
"divorced spouses",-1.92920424793197,-4.39363678878645,1.25458024304597,-1.49133804815265,-0.033402685487857
"a person and their in laws",-2.52055359222079,-0.487457564806095,0.512575773611135,0.925569591005247,-0.157707458017836
"employer and employee",3.75156948314923,2.18771734911976,0.71935146811342,0.579802995097939,-1.4681064178953
"interviewer and job applicant",3.57663693700002,1.27660761286693,-0.709204223772817,0.672222227488955,0.205415110265354
"guard and prisoner",3.88457616300027,-2.59451165192913,2.39852859284066,0.680659153058467,1.89923902650912
"nurse and patient",3.26634988173914,1.70859968484757,-0.439662932693422,1.28503335732626,0.261630799347362
"therapist and patient",1.71113143153547,2.18910778139254,0.523968045283025,0.948547070997575,-0.153978719585794
"salesperson and customer",4.42867222446734,1.08790230974403,0.1274720332302,-1.44241732875779,-2.18674966563829
"business partners",0.946400714816886,2.44171742074598,0.133789769317221,-2.71147062276217,-0.491497053720237
"opposing negotiators",3.94264729661722,-1.50914412411083,1.45437410475913,-3.60991496680654,-0.257650474332668
"political opponents",2.65484577097227,-2.12184523663933,1.08037228355659,-2.2538156044992,2.36379985489091
"business rivals",3.14672638798277,-1.84366422602829,-0.216166930900606,-2.46705976617198,0.677677392703982
"enemies",-0.503548008151344,-5.51229984447975,0.434813606641201,-0.459838616945514,0.482375602605787
"teacher and student",2.32629779192037,0.981025653391777,0.719552793719345,1.79004360280974,2.12903491347005
"professor and graduate student",1.52490753468965,2.21579505523495,-0.0915149224987145,-0.426286732265879,0.963904396986618
"master and servant",3.80460793536194,-2.05452450128906,4.72489854337077,-0.197848774890955,-1.71631761522135
"close friends",-5.2805682979455,1.14386648414612,0.318819322961386,-1.40269532429193,0.384315317372283
"casual acquaintances",-1.07548482105895,-2.45775493606166,-2.85026756475999,-0.284871091096366,-0.434905955204275
"teammates in sports",-1.92400228453386,1.11309074112371,-0.728766998678057,-1.40555099400931,1.09093647241905
"second cousins",-2.35871177469387,-2.14230751521169,-2.44943691121941,0.119788558825005,-0.598378335875644
"grandparent and grandchild",-4.8570504238903,0.934593053307038,1.27911549955967,2.49371543480779,-0.16874982794335
"foster parent and foster child",-3.0924858413914,0.471053891210528,1.97198950169141,1.96033149438216,0.30914120451972
"godparent and godchild",-3.43216503741455,0.345120041962653,0.500345873134852,2.70277973390461,-0.42475786765172
"step grandparent and step grandchild",-4.25855904620127,0.645350437807661,0.833895447716203,2.51959884040724,-0.410532307169388
"ancestor and descendant",-2.61926890314225,-2.96168696688331,-3.66591038375155,2.12344138716083,-2.36717180436151
"man and his mistress",-4.84315298313954,1.19904459677127,2.08048181696189,-0.683583642927081,-0.268893348351829
"step siblings",-5.12914697048358,0.521361033182752,0.140714471866512,-1.25333079614014,0.494579953861309
"distant relatives",-2.25301790314414,-2.84180784588885,-2.96558593914143,0.634345615346009,-1.081695249725
"twins",-5.43249388350012,1.05317461808519,0.578559328617691,-1.34942776835301,0.528224368077537
"a person and their family friends",-4.62338924001013,0.476032190882023,-0.309381765965491,-0.670910773055606,0.14555311198417
"manager and staff",3.23883725691666,1.52346454078979,0.386666877398357,0.581044101639799,-0.273916794802552
"union leader and union member",2.16243718294787,2.01413951738991,-0.870129054588108,0.361335907578249,0.645910898061746
"manager and assistant",3.56344829914166,1.6112886797644,1.56706337144989,0.439234165448512,-1.44172594795477
"entrepreneur and investor",3.465613235472,1.98401951023336,1.04580379025354,-0.478348932627851,-1.55135994161223
"drug dealer and addict",2.42741982783597,-0.466684814297878,1.81100325051197,-2.33372188265941,-1.8551666585874
"victim and witness",0.575607129420461,-0.5139877426978,-0.794017894532317,0.571532091720335,0.804023913172566
"criminal and police officer",4.20057705527125,-3.00024995505716,2.44684959410273,1.00721223848328,1.77074597384155
"criminal and prosecutor",4.15991718612024,-0.949568491384942,2.20514134028001,0.0497312095758214,0.331092316012725
"customer and businessman",4.39182653930206,1.09581762874856,0.0992262735596825,-1.50060465715692,-1.82049230656062
"representative and citizen",3.85212452773194,-0.27039067721918,-0.778753156812924,0.0760038900017505,0.0885369255216291
"officer and soldier",2.29033569111184,1.45509936510491,0.652728111872132,0.915535706103681,1.90618439610056
"religious followers",-1.78992448173856,-1.89404618498283,-3.39181445727166,0.888450179417958,-0.760893340589166
"reader and writer",1.47774928567472,-0.589703466366339,-3.68074520389103,1.623640156469,-0.638965697855944
"reviewer and writer",2.9191251718277,0.724465449580217,-0.929502141392205,1.81705595732708,0.326900608813697
"sugar daddy and sugar baby",-2.03773981889667,1.91827039218716,3.55791749926232,-1.23432335425035,-3.00430055320402
"director and performer",2.13652358857663,1.3723500632521,-0.724271524188866,1.26127584594392,1.26830390945191
"psychologist and client",1.96151533086867,1.88595066206254,0.373331376704407,1.22122122013274,-0.232111729668926
"judge and contestant",2.48791175516031,-0.0777072737400336,-1.71983740808545,0.332384356752642,-0.133347802017338
"man and god",-1.53172760193653,-2.22292588687106,0.217117518895504,2.34255506756549,-0.129190775540224
"university student and administrator",2.79504470327123,-0.0630324957449194,-1.519074335617,1.86426982397267,0.608327379421083
"student and dorm resident assistant",2.69816208478273,0.642741140544487,-1.17717503560797,1.54470729659878,1.8031073832959
"athletic trainer and trainee",2.54526972214565,1.06094845019619,-0.203115785087659,-0.00134534455755223,-0.0980944481877382
"researcher and research subject",3.48394773727879,1.30524498395197,-0.891811667850904,0.529963480902712,-0.194433920268977
"peers",-1.78114246474621,-0.630941112120516,-2.58870329746362,-0.581002783024836,-0.126274141050368
"classmates",-0.886280141597133,-0.525227152807558,-2.57029456906514,-0.850351614122225,0.700664760677719
"bride and bridesmaid",-3.60687251120956,0.833170465280409,0.428124958186164,-0.343327250380047,0.505548622318649
