"","Australia","Brazil","Chile","CHN","Egypt","France","Germany","HK(region)","India","Israel","Japan","Mexico","Portugal","Qatar","Russia","South Africa","Spain","UK","USA"
"Valence.Evaluation",0.473684760863123,0.588665612971016,0.636438959358034,0.582312260400587,0.267050432271549,0.641605298295773,0.63420499209429,0.513658609163456,0.409019850977481,0.636471540232305,0.591837691572315,0.659405637541363,0.581725577248219,0.423514437447368,0.400397777032936,0.448929712560631,0.591376862175471,0.318887405141363,0.627356300957499
"Equality",0.560792681759005,0.367217016843995,0.492597179222863,0.497656876811863,0.307899525892796,0.547174343641005,0.565684079726806,0.403678733862454,0.185153990600344,0.534507865321732,0.525303007708331,0.528486915497688,0.573168218903383,0.395960683496911,0.378234378313518,0.540782871816454,0.599340963994432,0.277479906511668,0.643361167181853
"Activity.Intensity",0.856140708189483,0.744575841375551,0.951541636304236,0.889811920702311,0.4520575691993,1.04681629127433,0.846765800784837,0.69886704308257,0.625108382641032,0.731485830620356,0.726311625573085,0.854664157133652,0.945206478974553,0.654630782017104,0.561455085705554,0.794362365018191,0.865921688937825,0.546314151247537,0.871436905986618
"Socioemotional",1.14811912124302,0.988392440062756,1.13669754172202,1.16798000420966,0.84479336239448,1.17596838067235,1.18248763213027,1.04578026157879,0.677313889678092,-1.08103563386859,1.05649525974617,1.21015437684176,1.16017012690198,0.816109235203447,0.843252546886199,1.18761772583532,1.17130523389073,0.947785447068461,1.22636785139145
"Formality.and.Regulation",-0.900289134398426,-0.88901329982953,-0.984416192595241,-0.940005506066142,-0.83242535170735,1.11124562697008,-1.04715558877227,-0.875046819060457,-0.913979543336722,-1.09163652316916,-0.971724295724607,-0.929578236073521,-0.957194455925074,-0.931942105575363,-0.856684828630512,-1.0418427515175,-0.932952659825382,-0.918656073375052,-1.14178096330418
"Intimacy",1.08163848675792,1.00374165398448,1.15962243660466,1.10956150821573,0.834700879122427,-0.757118541897475,1.05896297099394,1.08046926397732,0.766823485045745,1.1671442186209,1.04983398292598,1.14991555922049,1.20094740945495,0.637324131911301,0.745701980524463,0.931844712627399,1.18063399510567,0.752883890565463,1.0501387383628
"Visibility",-0.588153343113409,-0.16254479010091,-0.465395316662039,-0.360418902745478,0.0410676897133697,-0.0555980004568331,-0.805867004686448,-0.173800973365403,-0.562998499446995,-0.659375775552042,-0.761812294870728,0.0192155165328909,-0.454004234562829,-0.232446795995734,-0.433993290069038,-0.264931122794869,-0.103880605641871,-0.276114926477601,-0.25813014907015
"Communal.Sharing",1.10661185743177,0.947157473869856,1.15851424188569,1.01467081382286,0.76795835399309,1.13010993106964,1.13188650933229,0.858807761317985,0.694713754243911,1.12772089513755,1.09569331820951,1.17101267466624,1.15058104387247,0.629751122371652,0.875197388923053,1.04931629507223,1.1263661631462,0.693930700310694,1.1020568798656
"Expected.Reciprocity",0.727797160867242,0.474779097730043,0.151743756658007,-0.384574842376882,-0.143180293225932,-0.07574903401116,0.109962993825653,-0.133838208823336,0.107242996547212,0.591292913423115,-0.0530925140036863,0.200694450138936,0.648043839179545,-0.104632712679142,-0.252735654823582,0.497786143264537,0.454877129204181,0.432673245274487,0.633949718008357
"Strategic",-1.02992940040312,-0.864169768512135,-1.02420926411779,-1.06087176076166,-0.744015874955736,-1.03576717788784,-1.0923006876207,-0.946510257651198,-0.889617688621613,-0.974962942412829,-0.993484593925534,-0.853067251680819,-1.01217828863166,-0.571514086827078,-0.679753764781985,-0.933998165063908,-0.793175825643049,-0.956763674760639,-1.07719963861719
"Concreteness",-0.403115053468851,-0.16503055847742,-0.787778354897268,-0.411414074941441,-0.661329709013344,-0.603954747477477,-0.529098753330224,-0.215459081932678,-0.076346387038584,-0.715553531756454,-0.698660705192781,-0.566311159189641,-0.664322781193285,-0.546296407221805,-0.442651289733195,-0.154721672772887,-0.385726782462672,-0.164719204781631,-0.201163135960106
"Uniqueness",0.721992020521526,0.929900401638335,1.00997175263268,1.0949635651818,0.727979583157819,1.06528754681913,1.03753977792013,0.845084207790823,0.291582027929823,1.10426662470551,1.05975597901619,0.897308267934145,1.0299649079227,1.02528973211767,0.47423048993029,0.749314008770048,0.915623106406973,0.68195790578671,0.71017272940795
"Love.Expression",1.18594008292341,1.16034352316675,1.18849280112438,1.1192758137869,0.939421577891302,1.2853920521846,1.24695025296847,0.945661179827296,0.833618630902409,1.24236472902547,1.25084903877423,1.24309304716389,1.17561160178541,1.12557255862746,0.86925646551571,1.10569684350938,1.19019527976253,1.19151266398688,1.17022102553171
"Information.Exchange",0.203834811009873,0.404111908480592,0.299699964454115,0.419454126060945,0.273232857976529,0.327594274383198,0.37905337858049,0.441982854484768,0.306131431538824,0.332690730881962,0.484264697550349,0.383836361031074,0.456877396397052,0.253291520281895,0.283480591798028,0.351118936172697,0.387657917888427,0.296530955698119,0.430025787821182
"Money.Exchange",-0.409600518153892,-0.670880387112625,-0.760978526829035,-0.738718501607059,-0.249056547377998,0.713670038681779,-0.296427180601077,-0.474569795288553,0.151334994104237,-0.632503217108825,-0.600474393789907,-0.691854095202692,-0.411388796463678,-0.504664892024054,0.0163572819946651,-0.231709209940991,-0.685362545805445,-0.290871838969865,-0.325834650653298
"Goods.Exchange",0.225328375382878,-0.403413220089721,0.412861485008927,-0.76038190871781,-0.152511168380193,-0.36108621152354,0.0156858376409849,-0.571256010091439,0.582566216914784,-0.467100544671991,-0.526694958094528,0.0867328747494159,-0.369137135358088,-0.23602609499433,-0.0872150907737267,0.399934017588412,-0.00131135484808248,0.237306387778005,0.337958410704891
"Service.Exchange",-0.352201203577668,-0.776005246939674,-0.705814919701098,-0.538718499133655,-0.261108614052045,-0.440024118692662,-0.553725675745657,-0.554438694252768,0.0435725870058138,-0.626857746424974,-0.749895566309936,-0.761641938687385,-0.653218670543025,-0.292293636734029,-0.349333893639828,-0.567343827525797,-0.789949481063843,-0.471379674477009,-0.357814274295719
"Attachment",1.07040330180539,1.05816527239658,1.12675989128324,1.02456645434973,0.935163749906029,1.21078251207651,0.407128739706274,0.78988456757948,0.831423481352123,1.0294457869418,1.18286570082667,1.13025618594153,1.15667581861002,1.031921092717,0.955324570664058,1.07761381331858,1.01793851435164,1.06192412971629,0.996517902122509
"Mating",0.902265305293339,0.641932248911606,0.917900188768462,1.10784543685998,0.914426857699296,0.0659541463271969,0.940378529822036,0.812872267612245,0.736856025611326,0.842468591424935,0.724839264669708,0.862293107222114,0.790680887212594,0.777671779673012,0.446837363897737,0.776034371919919,0.975370437664022,0.785705812653641,0.733512182610519
"Conflict",-0.33071186670717,-0.554666423779743,-0.54462786110164,-0.626662305534587,-0.42420244236199,-0.39004595448235,-0.380136908926889,-0.428905471662573,-0.333024024780693,-0.444091553574368,-0.386633325890427,-0.545480125973658,-0.497186873134456,-0.371764350357539,-0.384661165322564,-0.19244233791179,-0.441369168899997,-0.301540006826586,-0.281273618287933
"Negotiation",-0.0215302851587536,-0.568680434972254,-0.424648847272939,0.124438301790105,-0.11513254731775,0.0316733471755293,0.0149407704523454,-0.0273062235162077,0.0999423133736145,-0.152393455343465,0.00516581332361532,-0.378348106473648,-0.367584481272539,-0.114454506373589,-0.0217535763955476,-0.0699718644929346,-0.416212029226635,0.0348277327921257,-0.0818705485076487
"Coercion",-0.444582664034201,-0.613203105875432,-0.559957374292674,-0.638635124719442,-0.289293814944879,-0.555423063790766,-0.286690309401638,-0.175259666458117,-0.0876584094587832,-0.471345511652453,-0.529286739061484,-0.513843158167758,-0.524832706498123,-0.314154259842779,-0.354828046706808,-0.4126995088766,-0.579319325676513,-0.373917934594484,-0.410229236547508
"Importance.for.society",-0.218513808688592,-0.0960704058487288,-0.572640786339657,-0.248290761862422,0.0705826461669667,-0.251683175441333,-0.203987320147392,0.0563310725407973,-0.0347883109684233,-0.55318108343364,-0.414800778402556,-0.0710254138133075,-0.0298926867298964,-0.0284244412349002,0.250733147949633,0.0287353047674947,-0.196233346292467,0.011771044628752,0.0739154469625443
"Importance.for.individuals",0.695273372137876,0.587214082303872,0.875730902829595,0.769234225693565,0.30370909624821,0.0687553098637973,0.826482252793066,0.547051350446474,0.223642329496858,0.952950711037193,0.760108297752262,0.832949025531678,0.66075196696705,0.725696479653506,0.483185804363935,0.399052012819226,0.802161449923628,0.81173324949794,0.611083114683293
"Affiliation.Coalition",0.423267359065519,0.426436118986331,0.387089285151806,0.445086205169573,0.339275458961964,0.508228282326768,0.709809537388761,0.545704514734164,0.315242665638788,0.77629104889181,0.566234734317715,0.492640749404622,0.328341593091285,0.244086729421125,0.559578341909041,0.3770997939249,0.584793517844529,0.506166472645745,0.625879576000735
"Occupational",-0.995351900723697,-0.958199608324613,-1.02857764451729,-1.0414076595704,-0.348611426331212,0.98146926962518,-1.02835902266785,-0.836747992318745,-0.434140360891338,-1.0173658800947,-1.02021281714379,-0.879734128303345,-1.00517659731767,-0.84254188554007,-0.385736297264941,-0.667632098430268,-1.00290860310319,-0.940876921076719,-0.892497446623817
"Activeness",0.328425415346606,0.272210066702029,0.736035756024201,0.68667856658362,0.391547220366946,0.574923660544792,0.666260041999084,0.65572166332867,0.0119811216267649,0.0358313126126428,0.414462869080588,0.568778863314592,0.417316509329653,0.404981789999607,0.433459611831872,0.296374819841664,0.726074332590832,0.37015740596927,0.363793896560024
"Endurance",0.902721763538172,0.894638231716864,1.01817855350729,0.938147825821071,0.736263507102356,0.964798854797637,0.978905373312676,0.849981974208654,0.563340277243469,0.94983612633956,0.942410600962715,1.00114223914389,0.92826038829332,0.789037488059543,0.873332797372494,0.815863387745056,1.02537249779829,0.988045161219615,0.988263783377012
"Synchronicity",0.168316845951312,0.170281345735724,-0.13566482553475,0.0336595393660562,0.506505000923975,0.290785815889781,0.357022898348064,0.275373009021913,0.215559632271746,-0.516769565859143,0.480183936686741,0.246312560505631,0.113068455580509,0.306438620690454,0.397948446480131,0.185440666141251,0.18579131571641,0.503655167174183,0.286048070171875
"Spatial.Distance",0.234347152479583,0.279004538279987,0.434676329016038,0.310448546872946,0.438068801279606,0.298278177430553,0.281189709449956,0.454345234735029,0.217577188621974,0.561144048593222,0.480205664032117,0.471255535116025,0.162783577369779,0.531261393144948,0.559595741468698,0.153144165581259,0.519611562021056,0.340138672026687,0.193428312624317
"Morality",0.437713069036441,-0.568005734141396,0.525187567079124,0.423766371628589,0.348643354685413,0.421100080761909,0.597351375875126,0.501110828626739,0.227900955997239,0.387523126419033,0.465916970236358,0.603374924542471,-0.622783540587661,0.299492307239551,0.192075172989694,0.288812413928239,0.683674793472208,0.546822099460472,0.496076582166578
"Trust",0.547842634123292,0.482426747162144,0.696061485519386,0.614425840199022,0.408031003836025,0.675927104416164,0.723275862861554,0.473407820701909,0.422932898976661,0.74722789581592,0.670459308790438,0.625417828063626,0.70202814649035,0.435183745991201,0.603172925179121,0.500089331801684,0.775296564549143,0.737048386641963,0.599523315403778
"Generation.Gap",-0.140924624996081,0.0282490801715745,-0.103225296172958,0.0328233914599619,0.0888656851683927,-0.16913119558113,-0.0725983176944666,-0.0260273779579852,-0.21817283932014,-0.102045316996975,-0.0548670161615507,0.198173676690926,-0.126535845514293,0.495692595169662,0.336043319627199,0.0776055678815167,0.0708478670388146,0.0635240190863571,0.0933462314619129
